axis,panel_kind,experiment_id,experiment_short,condition,omics,timepoint,timepoint_hours,growth_phase,axis_score,axis_mean_signed_lfc,background_mean_lfc,background_sd_lfc,n_axis_with_data,n_axis_total,n_background
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 60,1440.0,nutrient_limited,0.13181620088572818,0.18189524090479364,0.07145432707645398,0.8378402130105479,21,25,1403
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 31,744.0,nutrient_limited,0.22557687829277126,0.15069001818460176,-0.03529232702166892,0.8244743282815019,21,25,1403
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 18,432.0,nutrient_limited,-0.17454970520764163,-0.09166896154010036,0.0050462327170014845,0.5540839736283195,21,25,1403
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 89,2136.0,nutrient_limited,1.1498078647892083,1.1092462539672852,0.07082042318259557,0.9031298728984272,3,5,1421
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 60,1440.0,nutrient_limited,1.0672198275429838,0.9660818311903207,0.07527689404703489,0.8346967645776872,3,5,1421
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 31,744.0,nutrient_limited,2.136678358792427,1.7195010715060761,-0.028988135971151758,0.8183212041635552,3,5,1421
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 18,432.0,nutrient_limited,1.065751727672908,0.594163682725693,0.004881989695839585,0.5529258623080655,3,5,1421
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 89,2136.0,nutrient_limited,0.30850330229957235,0.3534218759247753,0.07495247064972291,0.902646432629251,22,31,1402
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 60,1440.0,nutrient_limited,0.1639502886412894,0.21439971345843725,0.07759416165716919,0.8344331256444938,22,31,1402
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 31,744.0,nutrient_limited,0.789574384260326,0.6209562475031078,-0.02331641011730135,0.8159746193184375,22,31,1402
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 18,432.0,nutrient_limited,0.44897067797271806,0.25669155698834106,0.007704729360452552,0.5545725808913925,22,31,1402
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 89,2136.0,nutrient_limited,0.3509131378009961,0.3851556777954127,0.06798658108862465,0.9038393338429399,5,5,1419
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 60,1440.0,nutrient_limited,0.1987290579443738,0.23911857604980508,0.07324583417853475,0.8346677812849077,5,5,1419
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 31,744.0,nutrient_limited,0.46985339422072514,0.35471509297688686,-0.03126141228025058,0.8214828497669967,5,5,1419
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 18,432.0,nutrient_limited,-0.06034151462533951,-0.02881736755370861,0.004589553951292974,0.553630808116521,5,5,1419
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 89,2136.0,nutrient_limited,0.2611376548982786,0.2999355057139461,0.06385814167952038,0.9040341735717331,27,28,1397
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 60,1440.0,nutrient_limited,0.24631000354479976,0.27451908441237355,0.06918983941884861,0.8336212173216867,27,28,1397
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 31,744.0,nutrient_limited,-0.1547112024297735,-0.1577658947603204,-0.03012953849033372,0.8249975067443702,27,28,1397
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,proteomics_coculture,coculture,PROTEOMICS,day 18,432.0,nutrient_limited,-0.23601270659185233,-0.12488141471956998,0.006103517900529249,0.554991019388704,27,28,1397
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.4787431938883419,0.695846875508626,0.0970194807864678,1.2508321838656231,3,3,1421
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.549640570511349,0.6678884294297966,-0.05747968278634779,1.3197135566999907,3,3,1421
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,0.87055135579799,0.6376674440171988,-0.03100918996454327,0.768107050236916,3,3,1421
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,1.0118305666521885,1.3535697301228868,0.08995404175141619,1.2488411894417812,5,5,1419
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.9265501648933997,1.155355453491211,-0.06454332439950411,1.3166030551956842,5,5,1419
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,1.7068766766298755,1.271032651265465,-0.03752919645804552,0.7666411203808741,5,5,1419
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.4749935355051943,0.6780644051822621,0.08311016102788327,1.2525522974151564,27,28,1397
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.5310743065344138,0.6283122875072344,-0.07356809722128535,1.3216236901173408,27,28,1397
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,0.9276455986286837,0.6628923180662564,-0.04638286263810177,0.7645971497658833,27,28,1397
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.27797147020169305,0.44177786509195976,0.09348667096385994,1.2529746087804752,5,5,1419
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.2774114745609358,0.3049144744873048,-0.06175561496733721,1.3217553096351817,5,5,1419
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,0.18789837335846019,0.11148471832275333,-0.033479679350509155,0.7715042716027612,5,5,1419
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,-0.0004077024225519801,0.09388620891268262,0.09439844868760346,1.2564060122932563,21,25,1403
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.017732506649079938,-0.0370915730794279,-0.060606754825924654,1.326105903234885,21,25,1403
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,-0.07500093006077078,-0.0900309577820789,-0.03207991190606955,0.7726710299332757,21,25,1403
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,2.2653564852961954,2.9200868606567365,0.10075502778173413,1.2445422392345347,3,5,1421
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,3.1520070302799166,4.071271684434676,-0.05179196692620426,1.3080756520377206,3,5,1421
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,1.1747592208218276,0.8734057744344087,-0.031160133141686162,0.7700011130308786,3,5,1421
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.7957281339636135,1.0940019145156399,0.11303899858432101,1.2327865184871993,22,31,1402
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,1.4170228271993912,1.7927480755430276,-0.033073996001065406,1.2884916435345322,22,31,1402
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,-0.07919970283092194,-0.096157362966827,-0.034960220044871204,0.7726940977619754,22,31,1402
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.4089352657221545,0.6049117406209322,0.09277180234171117,1.2523741071213643,5,5,1419
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.4010949264663943,0.4679782867431636,-0.06190742683545058,1.3210980209768637,5,5,1419
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,0.0792493700614839,0.029395993550618938,-0.03170671075449495,0.7710181703363532,5,5,1419
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 89,2136.0,death,0.08778478181518534,0.20182099754427657,0.09231457907099394,1.247441939353773,27,28,1397
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 31,744.0,death,0.037018625619345887,-0.012382907631957396,-0.061185298174214336,1.3183198923720407,27,28,1397
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,proteomics_axenic,axenic,PROTEOMICS,day 14,336.0,nutrient_limited,-0.2405084639227089,-0.2155283821953676,-0.029405511953016675,0.7738724334548341,27,28,1397
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.8788153315763573,0.8370232455677561,-0.07817401269021271,1.0413988301914945,3,3,1846
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.9175476661256515,0.7182598273488369,-0.13149196983224237,0.9261118833958343,3,3,1846
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,1.241652941618575,1.0833807969223976,-0.12106668031371855,0.970035536392352,3,3,1846
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.8273944904153188,0.3940854421746287,-0.07129239916295005,0.5624618567425773,3,3,1846
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,-1.0651242860190562,-1.1840374086635546,-0.07637969129684771,1.0399328340419511,5,5,1844
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,-1.249832902830734,-1.2833293061183346,-0.1288783761454162,0.9236842199931,5,5,1844
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,-1.7615030988942477,-1.8217468724987618,-0.11756003220411113,0.9674617327465526,5,5,1844
n_stress,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,-0.8904977266188175,-0.5703493417223131,-0.07035423273171801,0.5614782542893798,5,5,1844
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,-0.3187163284929455,-0.4068653334482856,-0.0743394335300126,1.0433287227253973,28,28,1821
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,-0.22779849640105113,-0.3395007546459549,-0.12880963811787613,0.9249012607929865,28,28,1821
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,-0.39777872593983876,-0.502150576443729,-0.11632576474818797,0.969948331912286,28,28,1821
n_stress,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.048194612147475425,-0.04498276146739889,-0.07211720732828797,0.5630182431566775,28,28,1821
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.35261350735790176,0.288870414966692,-0.07851651924256592,1.041896939689157,5,5,1844
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.2816098452657405,0.12958633220014348,-0.13133471096316582,0.9265338110501491,5,5,1844
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.24278731387610872,0.11493969267198771,-0.12069752718348872,0.9705499685857519,5,5,1844
oxidative,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.49592105895066046,0.2073358965193522,-0.07170850179114194,0.5626790661016402,5,5,1844
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,-0.025801729021479033,-0.10597511683686273,-0.07901039466764441,1.0450742330783775,25,25,1824
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.15444737103957717,0.009650644983091374,-0.1339416876465551,0.9297169104474488,25,25,1824
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.042352708379618104,-0.08152176027371777,-0.12272554262063146,0.972872430674178,25,25,1824
oxidative,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.1701896116138098,0.022982049200148694,-0.07300411353942066,0.563995427390591,25,25,1824
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.2694125021006499,0.19677483363193532,-0.08272322307142599,1.037435362219915,5,5,1844
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,-0.7563057607017921,-0.8340563256699569,-0.13507796797327107,0.9242007584975804,5,5,1844
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.4207206058618896,0.2845562661505464,-0.12332656998937046,0.9694862349428471,5,5,1844
photo,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.30836602329735524,0.1000037923760196,-0.07313822894147098,0.561482161575664,5,5,1844
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.47804162689129187,0.4251008967607545,-0.07367306810988584,1.0433693151664867,30,31,1819
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.3645289766391028,0.20778824195910872,-0.13075026106870033,0.928701213684241,30,31,1819
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.844859998133353,0.7048279019854119,-0.11255887668351425,0.9674819265616474,30,31,1819
photo,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.6621421803936033,0.3052577158844857,-0.06785443671762782,0.5634925000251774,30,31,1819
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.5808139973225894,0.5257891876564359,-0.07928431976991984,1.0417681223517283,5,5,1844
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.7166626646004701,0.5314928815111724,-0.13233964047409844,0.926283110276644,5,5,1844
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.3257430258372572,0.19489237212867988,-0.1212015396098902,0.9703781406405063,5,5,1844
proteotoxic,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,1.2548769951458416,0.6315430188440654,-0.0730142902706349,0.5614552755689148,5,5,1844
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 31,744.0,nutrient_limited,0.1658322166913719,0.09141460712077852,-0.08200106907967422,1.0457297119967606,28,28,1821
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 89,2136.0,nutrient_limited,0.16858925056507024,0.02246218484471211,-0.13437524070202697,0.9302931534546722,28,28,1821
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 60,1440.0,nutrient_limited,0.15917672068831515,0.030382751310136874,-0.12451408609750605,0.9731123793594625,28,28,1821
proteotoxic,cyanorak,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_coculture,rnaseq_coculture,coculture,RNASEQ,day 18,432.0,nutrient_limited,0.35539677802120756,0.12542882921833068,-0.0747374843953942,0.5632192692579233,28,28,1821
cell_death,positive,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,rnaseq_axenic,axenic,RNASEQ,day 14,336.0,nutrient_limited,1.510726529070369,2.656799233967335,-0.08509062665541046,1.814947846523869,3,3,1846
