locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0030,up,-1.304602061,not_significant,972,,,,,0,,20h,Aharonovich coculture
PMM0337,up,-8.233619677,not_significant,432,,,,,0,,20h,Aharonovich coculture
PMM0346,down,0.382409652,not_significant,1485,,,,,0,,20h,Aharonovich coculture
PMM0370,up,-0.659818656,not_significant,1344,,,cynA,,0,,20h,Aharonovich coculture
PMM0550,down,-1.147056431,not_significant,1070,,,rbcL,,0,,20h,Aharonovich coculture
PMM1453,down,-2.563034591,significant_down,610,,269,atpF,down,1,269.0,20h,Aharonovich coculture
PMM1452,down,-3.157366754,significant_down,553,,255,atpD,down,1,255.0,20h,Aharonovich coculture
PMM0690,up,-8.968666793,not_significant,392,,,hli,,0,,20h,Aharonovich coculture
PMM1454,down,-1.843634822,not_significant,762,,,atpG,,0,,20h,Aharonovich coculture
PMM1404,up,-0.889588083,not_significant,1214,,,hli,,0,,20h,Aharonovich coculture
PMM0920,up,-2.79260227,significant_down,589,,268,glnA,down,-1,268.0,20h,Aharonovich coculture
PMM0970,up,-2.374869679,not_significant,640,,,urtA,,0,,20h,Aharonovich coculture
PMM0699,down,-12.16773174,significant_down,51,,50,,down,1,50.0,20h,Aharonovich coculture
PMM1557,down,-1.489468626,not_significant,902,,,rplD,,0,,20h,Aharonovich coculture
PMM1390,up,-9.453270634,not_significant,350,,,hli,,0,,20h,Aharonovich coculture
PMM1455,down,-1.580259261,not_significant,868,,,atpH,,0,,20h,Aharonovich coculture
PMM0818,up,-10.45224124,significant_down,219,,216,hli,down,-1,216.0,20h,Aharonovich coculture
PMM0453,down,-2.491024297,not_significant,622,,,fabG,,0,,20h,Aharonovich coculture
PMM0689,up,-0.433322057,not_significant,1458,,,hli,,0,,20h,Aharonovich coculture
PMM1706,down,-0.688757442,not_significant,1324,,,rpsF,,0,,20h,Aharonovich coculture
PMM0365,up,-12.31656439,significant_down,47,,46,,down,-1,46.0,20h,Aharonovich coculture
PMM0246,up,-11.45172627,significant_down,101,,100,ntcA,down,-1,100.0,20h,Aharonovich coculture
PMM0336,up,0.859355422,not_significant,1230,,,PTOX,,0,,20h,Aharonovich coculture
PMM1451,down,-1.891411019,not_significant,745,,,atpA,,0,,20h,Aharonovich coculture
PMM0901,down,-0.426585764,not_significant,1464,,,htpG,,0,,20h,Aharonovich coculture
PMM0687,up,-11.03686045,significant_down,141,,139,,down,-1,139.0,20h,Aharonovich coculture
PMM0374,up,-8.647458426,not_significant,415,,,tatA,,0,,20h,Aharonovich coculture
PMM0583,down,-0.347899885,not_significant,1498,,,hemE,,0,,20h,Aharonovich coculture
PMM1558,down,-1.207542179,not_significant,1034,,,rplC,,0,,20h,Aharonovich coculture
PMM0447,up,-11.16804527,significant_down,128,,127,ctaA,down,-1,127.0,20h,Aharonovich coculture
PMM0452,down,-1.914863309,not_significant,738,,,groL2,,0,,20h,Aharonovich coculture
PMM0334,up,-1.166180657,not_significant,1059,,,,,0,,20h,Aharonovich coculture
PMM0549,down,-1.098910747,not_significant,1096,,,csoS1A,,0,,20h,Aharonovich coculture
PMM1541,down,-2.51550773,not_significant,619,,,rplO,,0,,20h,Aharonovich coculture
PMM0272,down,-1.493821891,not_significant,900,,,psbK,,0,,20h,Aharonovich coculture
PMM0819,up,-0.584802246,not_significant,1378,,,,,0,,20h,Aharonovich coculture
PMM1538,down,7.436938256,significant_up,482,2,,rpmJ,up,-1,2.0,20h,Aharonovich coculture
PMM1520,down,-0.973203182,not_significant,1172,,,psaI,,0,,20h,Aharonovich coculture
PMM1537,down,-1.023113929,not_significant,1140,,,rpsM,,0,,20h,Aharonovich coculture
PMM1396,up,-11.59851781,significant_down,90,,89,hli,down,-1,89.0,20h,Aharonovich coculture
PMM0684,up,-1.096825976,not_significant,1099,,,,,0,,20h,Aharonovich coculture
PMM1397,up,-4.940306328,significant_down,517,,223,hli,down,-1,223.0,20h,Aharonovich coculture
PMM0552,down,-1.853372291,not_significant,759,,,csoS2,,0,,20h,Aharonovich coculture
PMM0785,down,-1.013617863,not_significant,1142,,,prkB,,0,,20h,Aharonovich coculture
PMM1523,down,-1.29639448,not_significant,974,,,psaB,,0,,20h,Aharonovich coculture
PMM1519,down,-1.491373417,not_significant,901,,,psaL,,0,,20h,Aharonovich coculture
PMM1556,down,-3.086884367,significant_down,558,,260,rplW,down,1,260.0,20h,Aharonovich coculture
PMM1507,down,-1.488584582,not_significant,903,,,rpsJ,,0,,20h,Aharonovich coculture
PMM0876,down,-9.967226259,not_significant,280,,,,,0,,20h,Aharonovich coculture
PMM1134,up,-10.96650545,significant_down,149,,147,,down,-1,147.0,20h,Aharonovich coculture
PMM1457,down,-0.374364984,not_significant,1489,,,atp1,,0,,20h,Aharonovich coculture
PMM1700,up,-1.611165167,not_significant,858,,,acnB,,0,,20h,Aharonovich coculture
PMM0710,down,-1.405878152,not_significant,941,,,pstS,,0,,20h,Aharonovich coculture
PMM1385,up,-0.041483213,not_significant,1640,,,hli,,0,,20h,Aharonovich coculture
