locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM1397,up,0.908315688787128,significant_up,106,11,,hli,up,1,11.0,,Tolonen urea
PMM0552,down,-0.38348847,not_significant,532,,,csoS2,,0,,,Tolonen urea
PMM0785,down,-0.425857194,not_significant,461,,,prkB,,0,,,Tolonen urea
PMM1523,down,0.010728708,not_significant,1663,,,psaB,,0,,,Tolonen urea
PMM1519,down,-0.118701254,not_significant,1239,,,psaL,,0,,,Tolonen urea
PMM1556,down,0.051647711,not_significant,1503,,,rplW,,0,,,Tolonen urea
PMM1507,down,-0.208735379,not_significant,950,,,rpsJ,,0,,,Tolonen urea
PMM0876,down,-0.253958879,not_significant,817,,,,,0,,,Tolonen urea
PMM1134,up,0.307906567,not_significant,681,,,,,0,,,Tolonen urea
PMM1457,down,-0.664718568021732,significant_down,202,,13,atp1,down,1,13.0,,Tolonen urea
PMM1700,up,0.062515074,not_significant,1453,,,acnB,,0,,,Tolonen urea
PMM0710,down,0.218920654,not_significant,917,,,pstS,,0,,,Tolonen urea
PMM1385,up,0.910689439015938,significant_up,105,10,,hli,up,1,10.0,,Tolonen urea
PMM0605,down,0.00984675,not_significant,1666,,,,,0,,,Tolonen urea
PMM1554,down,0.312181566,not_significant,664,,,rpsS,,0,,,Tolonen urea
PMM1350,down,-0.092611254,not_significant,1352,,,,,0,,,Tolonen urea
PMM0971,up,-0.380920577,not_significant,534,,,urtB,,0,,,Tolonen urea
PMM0548,up,-0.167842412,not_significant,1081,,,rdgB,,0,,,Tolonen urea
PMM1262,up,-0.051359652,not_significant,1506,,,lexA,,0,,,Tolonen urea
PMM0540,down,0.321909537,not_significant,643,,,psaM,,0,,,Tolonen urea
PMM0371,up,-0.438627198,not_significant,444,,,cynB,,0,,,Tolonen urea
PMM0817,up,0.865715872803272,significant_up,114,14,,hli,up,1,14.0,,Tolonen urea
PMM0306,down,-0.366715027,not_significant,551,,,cpeS,,0,,,Tolonen urea
PMM1562,up,-0.343508058,not_significant,598,,,recA,,0,,,Tolonen urea
PMM1553,down,-0.160386464,not_significant,1103,,,rplV,,0,,,Tolonen urea
PMM1375,down,0.352865688,not_significant,583,,,,,0,,,Tolonen urea
PMM1074,up,0.202266118,not_significant,972,,,zwf,,0,,,Tolonen urea
PMM0781,down,-0.228145511,not_significant,890,,,fbaA,,0,,,Tolonen urea
PMM0726,up,0.100276182,not_significant,1318,,,,,0,,,Tolonen urea
PMM1672,up,-2.55002375341907,significant_down,3,,1,desC4,down,-1,1.0,,Tolonen urea
PMM1402,down,0.572573057,not_significant,288,,,,,0,,,Tolonen urea
PMM0469,down,-0.525923392884232,significant_down,334,,14,psaF,down,1,14.0,,Tolonen urea
PMM0996,up,0.487153977,not_significant,370,,,,,0,,,Tolonen urea
PMM1298,down,-0.171686259,not_significant,1070,,,lpdA,,0,,,Tolonen urea
PMM0599,down,0.057146363,not_significant,1481,,,,,0,,,Tolonen urea
PMM0087,up,0.014274287,not_significant,1644,,,,,0,,,Tolonen urea
PMM0468,down,-0.48324557,not_significant,378,,,psaJ,,0,,,Tolonen urea
PMM1384,up,1.41620774611957,significant_up,34,3,,hli,up,1,3.0,,Tolonen urea
PMM1552,down,-0.076199699,not_significant,1410,,,rpsC,,0,,,Tolonen urea
PMM0363,up,-0.005010482,not_significant,1681,,,,,0,,,Tolonen urea
PMM0965,up,-0.028778292,not_significant,1593,,,ureA,,0,,,Tolonen urea
PMM1623,up,0.452902476,not_significant,418,,,ssb,,0,,,Tolonen urea
PMM0810,up,0.747309479,not_significant,155,,,,,0,,,Tolonen urea
PMM1511,down,-0.392013741,not_significant,515,,,rpsL,,0,,,Tolonen urea
PMM0767,down,-0.540531903,not_significant,314,,,fbp-sbp,,0,,,Tolonen urea
PMM0314,down,-0.410131975,not_significant,489,,,psbT,,0,,,Tolonen urea
PMM0364,up,0.58460409,not_significant,275,,,,,0,,,Tolonen urea
PMM0307,down,-0.282069082,not_significant,743,,,unk6,,0,,,Tolonen urea
PMM1555,down,0.094742094,not_significant,1344,,,rplB,,0,,,Tolonen urea
PMM0491,up,0.440074232,not_significant,441,,,phhB,,0,,,Tolonen urea
PMM0987,down,0.042583419,not_significant,1541,,,rpsU,,0,,,Tolonen urea
PMM1456,down,-0.845953993777346,significant_down,122,,7,atpI,down,1,7.0,,Tolonen urea
PMM0766,down,-0.147455212,not_significant,1140,,,rpe,,0,,,Tolonen urea
PMM0245,up,-0.161156052,not_significant,1100,,,cobO2,,0,,,Tolonen urea
PMM1608,down,-0.101428771,not_significant,1312,,,acpP,,0,,,Tolonen urea
PMM1545,down,-0.086673311,not_significant,1376,,,rpsH,,0,,,Tolonen urea
PMM1578,down,-0.207730573,not_significant,953,,,psaD,,0,,,Tolonen urea
PMM1644,down,0.294332434,not_significant,715,,,psbZ,,0,,,Tolonen urea
PMM0446,up,-0.201971147,not_significant,974,,,ctaCI,,0,,,Tolonen urea
PMM0754,down,-0.152931841,not_significant,1125,,,tsf,,0,,,Tolonen urea
PMM0429,down,-0.21039879,not_significant,943,,,petP,,0,,,Tolonen urea
PMM1601,up,0.562789019,not_significant,291,,,glgP,,0,,,Tolonen urea
PMM1662,down,-0.033792831,not_significant,1575,,,rplT,,0,,,Tolonen urea
PMM1345,down,0.257447907,not_significant,807,,,rpmA,,0,,,Tolonen urea
PMM1610,down,-0.418109084,not_significant,472,,,tktA,,0,,,Tolonen urea
PMM1336,down,-0.447526646,not_significant,429,,,fabZ,,0,,,Tolonen urea
PMM0202,down,-0.182925449,not_significant,1026,,,rplJ,,0,,,Tolonen urea
PMM1285,down,-0.376408902,not_significant,538,,,rpsP,,0,,,Tolonen urea
PMM1542,down,-0.000772038,not_significant,1696,,,rpsE,,0,,,Tolonen urea
PMM0368,up,0.46310827,not_significant,404,,,,,0,,,Tolonen urea
PMM1661,down,0.045043487,not_significant,1530,,,rpmI,,0,,,Tolonen urea
PMM1438,down,-0.23729864,not_significant,868,,,atpB,,0,,,Tolonen urea
PMM0747,down,-0.311411335,not_significant,667,,,pcyA,,0,,,Tolonen urea
PMM0160,up,0.147505935,not_significant,1139,,,ndhA,,0,,,Tolonen urea
PMM0075,up,-0.219417256,not_significant,915,,,,,0,,,Tolonen urea
PMM0870,down,-0.032239487,not_significant,1580,,,rpmG,,0,,,Tolonen urea
PMM0201,down,-0.13359362,not_significant,1185,,,rplL,,0,,,Tolonen urea
PMM1135,up,1.24434925698411,significant_up,54,5,,hli,up,1,5.0,,Tolonen urea
PMM0494,down,-0.169328163,not_significant,1074,,,ppa,,0,,,Tolonen urea
PMM0936,up,0.582492819,not_significant,279,,,umuD,,0,,,Tolonen urea
PMM1655,down,-0.254998434,not_significant,815,,,tig,,0,,,Tolonen urea
PMM1314,up,0.413784207,not_significant,479,,,clpP3,,0,,,Tolonen urea
PMM1409,up,0.330522407,not_significant,620,,,,,0,,,Tolonen urea
PMM1149,up,-0.334769725,not_significant,612,,,,,0,,,Tolonen urea
PMM0410,down,-0.726707079051318,significant_down,166,,10,rpsD,down,1,10.0,,Tolonen urea
PMM1536,down,0.092288953,not_significant,1355,,,rpsK,,0,,,Tolonen urea
PMM0751,down,-0.467890398,not_significant,401,,,,,0,,,Tolonen urea
PMM0858,up,0.218919842,not_significant,918,,,,,0,,,Tolonen urea
PMM1609,down,-0.411990139,not_significant,483,,,fabF,,0,,,Tolonen urea
PMM0329,down,0.133131474,not_significant,1187,,,psaE,,0,,,Tolonen urea
PMM0348,down,1.17611792889034,significant_up,61,6,,,up,-1,6.0,,Tolonen urea
PMM1437,down,0.177020144,not_significant,1052,,,groES,,0,,,Tolonen urea
PMM0035,up,0.202063964,not_significant,973,,,PSTA,,0,,,Tolonen urea
PMM0120,up,0.168477549,not_significant,1079,,,sulA,,0,,,Tolonen urea
PMM1011,down,-0.71689792273984,significant_down,171,,12,,down,1,12.0,,Tolonen urea
PMM0145,up,0.316566552,not_significant,651,,,ndhM,,0,,,Tolonen urea
PMM1412,up,0.353793433,not_significant,580,,,,,0,,,Tolonen urea
PMM1532,down,-0.078900881,not_significant,1401,,,rplM,,0,,,Tolonen urea
PMM1678,up,0.251274305,not_significant,826,,,,,0,,,Tolonen urea
PMM0214,down,-0.208806895,not_significant,949,,,sul3,,0,,,Tolonen urea
PMM1312,up,0.271923738,not_significant,775,,,yacL,,0,,,Tolonen urea
PMM0770,up,-0.178350265,not_significant,1040,,,gnd,,0,,,Tolonen urea
PMM0428,down,-0.614334926,not_significant,250,,,chlG,,0,,,Tolonen urea
PMM1490,up,-0.298156827,not_significant,705,,,deg1,,0,,,Tolonen urea
PMM0988,up,0.131150667,not_significant,1197,,,,,0,,,Tolonen urea
PMM0647,up,1.01597283,not_significant,82,,,,,0,,,Tolonen urea
PMM0203,down,-0.067935559,not_significant,1437,,,rplA,,0,,,Tolonen urea
PMM0251,down,0.28891856,not_significant,729,,,psbH,,0,,,Tolonen urea
PMM0651,up,0.20500438,not_significant,964,,,,,0,,,Tolonen urea
PMM0797,down,0.129663617,not_significant,1204,,,,,0,,,Tolonen urea
PMM1055,down,0.112261314,not_significant,1263,,,chlI,,0,,,Tolonen urea
PMM0312,down,-0.311429804,not_significant,665,,,rpsA1,,0,,,Tolonen urea
PMM1109,down,0.014688618,not_significant,1643,,,,,0,,,Tolonen urea
PMM0626,up,-0.219706055,not_significant,910,,,,,0,,,Tolonen urea
PMM0502,up,-0.482154033,not_significant,379,,,ycf41,,0,,,Tolonen urea
PMM0869,down,-0.104622028,not_significant,1297,,,rpsR,,0,,,Tolonen urea
PMM1534,down,0.02851347,not_significant,1596,,,rplQ,,0,,,Tolonen urea
PMM0046,down,-0.083948627,not_significant,1387,,,ndk,,0,,,Tolonen urea
PMM0204,down,-0.13780749,not_significant,1171,,,rplK,,0,,,Tolonen urea
PMM1544,down,0.119407217,not_significant,1237,,,rplF,,0,,,Tolonen urea
PMM0480,up,-0.219657791,not_significant,912,,,,,0,,,Tolonen urea
PMM0964,up,-0.116052334,not_significant,1253,,,ureB,,0,,,Tolonen urea
PMM0864,down,0.246629744,not_significant,839,,,,,0,,,Tolonen urea
PMM1128,up,0.354773586,not_significant,578,,,hli15,,0,,,Tolonen urea
PMM0511,down,-0.028430719,not_significant,1597,,,ppa,,0,,,Tolonen urea
PMM0691,down,-0.148516926,not_significant,1136,,,,,0,,,Tolonen urea
PMM0356,down,-0.310881797,not_significant,669,,,pip,,0,,,Tolonen urea
PMM1154,up,0.185513903,not_significant,1022,,,ilvN,,0,,,Tolonen urea
PMM0784,down,0.080588504,not_significant,1398,,,accD,,0,,,Tolonen urea
PMM1183,down,-0.036286075,not_significant,1563,,,rpmH,,0,,,Tolonen urea
PMM1146,up,-0.559386197,not_significant,295,,,pntA2,,0,,,Tolonen urea
PMM0969,up,-0.385586127,not_significant,526,,,ureG,,0,,,Tolonen urea
PMM1643,down,0.366882881,not_significant,550,,,ribH,,0,,,Tolonen urea
PMM0560,down,-0.242353944,not_significant,854,,,hisG,,0,,,Tolonen urea
PMM0510,down,0.205882903,not_significant,958,,,,,0,,,Tolonen urea
PMM0273,down,0.056291353,not_significant,1483,,,mviM,,0,,,Tolonen urea
PMM1607,down,-0.0986949,not_significant,1324,,,psaC,,0,,,Tolonen urea
PMM0930,down,0.200981878,not_significant,975,,,phdB,,0,,,Tolonen urea
PMM1440,down,-0.295254435,not_significant,714,,,ycf65,,0,,,Tolonen urea
PMM1442,up,0.219146361,not_significant,916,,,pepP,,0,,,Tolonen urea
PMM0906,down,-0.01148703,not_significant,1659,,,psaK,,0,,,Tolonen urea
PMM0769,down,-0.232293808,not_significant,878,,,glgC,,0,,,Tolonen urea
PMM0296,down,-0.195516981,not_significant,993,,,ycf48,,0,,,Tolonen urea
PMM0206,down,-0.413586604,not_significant,480,,,secE,,0,,,Tolonen urea
PMM0753,down,-0.281421713,not_significant,747,,,rpsB,,0,,,Tolonen urea
PMM0026,down,-0.407632464,not_significant,496,,,efp,,0,,,Tolonen urea
PMM0142,down,-0.720124838346337,significant_down,170,,11,,down,1,11.0,,Tolonen urea
PMM0844,down,-0.116725617,not_significant,1251,,,cycI1,,0,,,Tolonen urea
