locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0160,up,-0.2885782304359631,not_significant,954,,,ndhA,,0,,day 18,Weissberg RNA-seq coculture
PMM0075,up,-0.7261094231399785,not_significant,261,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0870,down,0.5410217905210417,not_significant,470,,,rpmG,,0,,day 18,Weissberg RNA-seq coculture
PMM0201,down,1.2306234482216096,not_significant,82,,,rplL,,0,,day 18,Weissberg RNA-seq coculture
PMM1135,up,2.2584716567960825,significant_up,12,8,,hli,up,1,8.0,day 18,Weissberg RNA-seq coculture
PMM0494,down,-1.1427059042120902,not_significant,102,,,ppa,,0,,day 18,Weissberg RNA-seq coculture
PMM0936,up,-0.9060252251154745,not_significant,158,,,umuD,,0,,day 18,Weissberg RNA-seq coculture
PMM1655,down,0.313374374820792,not_significant,888,,,tig,,0,,day 18,Weissberg RNA-seq coculture
PMM1314,up,-0.0181361806814199,not_significant,1795,,,clpP3,,0,,day 18,Weissberg RNA-seq coculture
PMM1409,up,-0.0204197718651953,not_significant,1784,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1149,up,-0.7093159671411301,not_significant,272,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0410,down,0.2459934509550652,not_significant,1052,,,rpsD,,0,,day 18,Weissberg RNA-seq coculture
PMM1536,down,0.359901620378912,not_significant,785,,,rpsK,,0,,day 18,Weissberg RNA-seq coculture
PMM0751,down,0.4455277284742808,not_significant,619,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0858,up,0.6089973486594039,not_significant,376,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1609,down,-0.3785558939094465,not_significant,752,,,fabF,,0,,day 18,Weissberg RNA-seq coculture
PMM0329,down,-0.9629450160940616,not_significant,141,,,psaE,,0,,day 18,Weissberg RNA-seq coculture
PMM0348,down,1.3767861095279583,significant_up,68,25,,,up,-1,25.0,day 18,Weissberg RNA-seq coculture
PMM1437,down,0.9558684537974648,not_significant,143,,,groES,,0,,day 18,Weissberg RNA-seq coculture
PMM0035,up,-0.2576233905916695,not_significant,1019,,,PSTA,,0,,day 18,Weissberg RNA-seq coculture
PMM0120,up,-0.3824783417883465,not_significant,737,,,sulA,,0,,day 18,Weissberg RNA-seq coculture
PMM1011,down,-1.211749187884698,significant_down,89,,28,,down,1,28.0,day 18,Weissberg RNA-seq coculture
PMM0145,up,0.0184996086185794,not_significant,1794,,,ndhM,,0,,day 18,Weissberg RNA-seq coculture
PMM1412,up,-0.2076948505198814,not_significant,1163,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1532,down,0.3172383454392986,not_significant,872,,,rplM,,0,,day 18,Weissberg RNA-seq coculture
PMM1678,up,0.1814230374404035,not_significant,1257,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0214,down,-0.4794517597245674,not_significant,549,,,sul3,,0,,day 18,Weissberg RNA-seq coculture
PMM1312,up,0.126681031181864,not_significant,1427,,,yacL,,0,,day 18,Weissberg RNA-seq coculture
PMM0770,up,-0.4694342476802409,not_significant,561,,,gnd,,0,,day 18,Weissberg RNA-seq coculture
PMM0428,down,-0.606239642499675,not_significant,381,,,chlG,,0,,day 18,Weissberg RNA-seq coculture
PMM1490,up,-0.4172883679743746,not_significant,677,,,deg1,,0,,day 18,Weissberg RNA-seq coculture
PMM0988,up,0.0562102794416236,not_significant,1664,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0647,up,-0.2561319497197173,not_significant,1024,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0203,down,0.4036262443795209,not_significant,703,,,rplA,,0,,day 18,Weissberg RNA-seq coculture
PMM0251,down,-0.6465618889646573,not_significant,333,,,psbH,,0,,day 18,Weissberg RNA-seq coculture
PMM0651,up,0.7655170415461077,not_significant,231,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0797,down,0.1900753146907691,not_significant,1228,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1055,down,0.2215953185364872,not_significant,1119,,,chlI,,0,,day 18,Weissberg RNA-seq coculture
PMM0312,down,0.1010316108129858,not_significant,1513,,,rpsA1,,0,,day 18,Weissberg RNA-seq coculture
PMM1109,down,-0.1865438604733008,not_significant,1238,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0626,up,-0.0550529242531104,not_significant,1670,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0502,up,-0.5541169882447915,not_significant,449,,,ycf41,,0,,day 18,Weissberg RNA-seq coculture
PMM0869,down,0.6649368515595664,not_significant,319,,,rpsR,,0,,day 18,Weissberg RNA-seq coculture
PMM1534,down,0.186095567809813,not_significant,1239,,,rplQ,,0,,day 18,Weissberg RNA-seq coculture
PMM0046,down,-0.8038758973440573,not_significant,203,,,ndk,,0,,day 18,Weissberg RNA-seq coculture
PMM0204,down,0.2002874604290555,not_significant,1194,,,rplK,,0,,day 18,Weissberg RNA-seq coculture
PMM1544,down,0.1036098052608222,not_significant,1506,,,rplF,,0,,day 18,Weissberg RNA-seq coculture
PMM0480,up,-0.1042190342861242,not_significant,1503,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0964,up,-0.3186397821258024,not_significant,868,,,ureB,,0,,day 18,Weissberg RNA-seq coculture
PMM0864,down,-0.2558874400976257,not_significant,1025,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1128,up,0.2100677047218448,not_significant,1155,,,hli15,,0,,day 18,Weissberg RNA-seq coculture
PMM0511,down,0.4848489794023375,not_significant,538,,,ppa,,0,,day 18,Weissberg RNA-seq coculture
PMM0691,down,-0.9747241537626732,not_significant,138,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0356,down,-0.8018407386349178,not_significant,205,,,pip,,0,,day 18,Weissberg RNA-seq coculture
PMM1154,up,-0.3032507943323897,not_significant,909,,,ilvN,,0,,day 18,Weissberg RNA-seq coculture
PMM0784,down,-0.4460628190292963,not_significant,616,,,accD,,0,,day 18,Weissberg RNA-seq coculture
PMM1183,down,-0.6299778323112191,not_significant,346,,,rpmH,,0,,day 18,Weissberg RNA-seq coculture
PMM1146,up,-0.5246210968797226,not_significant,491,,,pntA2,,0,,day 18,Weissberg RNA-seq coculture
PMM0969,up,0.1423991913950937,not_significant,1375,,,ureG,,0,,day 18,Weissberg RNA-seq coculture
PMM1643,down,-0.5981698245041324,not_significant,390,,,ribH,,0,,day 18,Weissberg RNA-seq coculture
PMM0560,down,0.3127318433630727,not_significant,890,,,hisG,,0,,day 18,Weissberg RNA-seq coculture
PMM0510,down,0.7536411179697787,not_significant,241,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0273,down,-0.3150184357018008,not_significant,882,,,mviM,,0,,day 18,Weissberg RNA-seq coculture
PMM1607,down,-0.7319948161435443,not_significant,257,,,psaC,,0,,day 18,Weissberg RNA-seq coculture
PMM0930,down,-0.054692470168407,not_significant,1671,,,phdB,,0,,day 18,Weissberg RNA-seq coculture
PMM1440,down,-0.2534961442985662,not_significant,1034,,,ycf65,,0,,day 18,Weissberg RNA-seq coculture
PMM1442,up,0.0085605947787262,not_significant,1826,,,pepP,,0,,day 18,Weissberg RNA-seq coculture
PMM0906,down,-0.7817133907245092,not_significant,221,,,psaK,,0,,day 18,Weissberg RNA-seq coculture
PMM0769,down,-0.3163273697650456,not_significant,875,,,glgC,,0,,day 18,Weissberg RNA-seq coculture
PMM0296,down,-0.4638612763487811,not_significant,574,,,ycf48,,0,,day 18,Weissberg RNA-seq coculture
PMM0206,down,-0.1511427746918044,not_significant,1353,,,secE,,0,,day 18,Weissberg RNA-seq coculture
PMM0753,down,0.7123475731962244,not_significant,268,,,rpsB,,0,,day 18,Weissberg RNA-seq coculture
PMM0026,down,-0.4489565225992288,not_significant,610,,,efp,,0,,day 18,Weissberg RNA-seq coculture
PMM0142,down,-0.6929938303116868,not_significant,295,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0844,down,-0.7682992397030112,not_significant,227,,,cycI1,,0,,day 18,Weissberg RNA-seq coculture
PMM0030,up,-3.147739721640125,significant_down,32,,9,,down,-1,9.0,day 31,Weissberg RNA-seq coculture
PMM0337,up,-2.0688549298736323,not_significant,78,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM0346,down,-1.2385147028526111,significant_down,308,,171,,down,1,171.0,day 31,Weissberg RNA-seq coculture
PMM0370,up,0.0573478593589749,not_significant,1767,,,cynA,,0,,day 31,Weissberg RNA-seq coculture
PMM0550,down,2.595395080939812,significant_up,46,31,,rbcL,up,-1,31.0,day 31,Weissberg RNA-seq coculture
PMM1453,down,-0.6594218169207141,not_significant,773,,,atpF,,0,,day 31,Weissberg RNA-seq coculture
PMM1452,down,-1.2167887045772678,not_significant,316,,,atpD,,0,,day 31,Weissberg RNA-seq coculture
PMM0690,up,1.3902238881741271,significant_up,227,84,,hli,up,1,84.0,day 31,Weissberg RNA-seq coculture
PMM1454,down,-0.3211946165559694,not_significant,1293,,,atpG,,0,,day 31,Weissberg RNA-seq coculture
PMM1404,up,3.957611620562388,significant_up,19,16,,hli,up,1,16.0,day 31,Weissberg RNA-seq coculture
PMM0920,up,-1.6759261001964705,not_significant,136,,,glnA,,0,,day 31,Weissberg RNA-seq coculture
PMM0970,up,-1.251171583457403,not_significant,300,,,urtA,,0,,day 31,Weissberg RNA-seq coculture
PMM0699,down,0.2710185550600777,not_significant,1383,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1557,down,0.8933167919828979,not_significant,549,,,rplD,,0,,day 31,Weissberg RNA-seq coculture
PMM1390,up,0.1454428240958322,not_significant,1598,,,hli,,0,,day 31,Weissberg RNA-seq coculture
PMM1455,down,0.360973343346202,not_significant,1229,,,atpH,,0,,day 31,Weissberg RNA-seq coculture
PMM0818,up,,,,,,hli,,0,,day 31,Weissberg RNA-seq coculture
PMM0453,down,-1.7522830330971164,significant_down,122,,59,fabG,down,1,59.0,day 31,Weissberg RNA-seq coculture
PMM0689,up,1.992527189243336,significant_up,82,42,,hli,up,1,42.0,day 31,Weissberg RNA-seq coculture
PMM1706,down,-0.1352199184519375,not_significant,1616,,,rpsF,,0,,day 31,Weissberg RNA-seq coculture
PMM0365,up,-0.8390118111087733,not_significant,598,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM0246,up,-1.582427219583685,not_significant,153,,,ntcA,,0,,day 31,Weissberg RNA-seq coculture
PMM0336,up,1.8233276226473327,significant_up,112,49,,PTOX,up,1,49.0,day 31,Weissberg RNA-seq coculture
PMM1451,down,-1.006335074782657,not_significant,460,,,atpA,,0,,day 31,Weissberg RNA-seq coculture
PMM0901,down,0.4587059832752431,not_significant,1046,,,htpG,,0,,day 31,Weissberg RNA-seq coculture
PMM0687,up,0.296795925537798,not_significant,1337,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM0374,up,-1.5992100902955697,not_significant,150,,,tatA,,0,,day 31,Weissberg RNA-seq coculture
PMM0583,down,-1.5734667898670578,significant_down,157,,77,hemE,down,1,77.0,day 31,Weissberg RNA-seq coculture
PMM1558,down,1.3358533267675894,significant_up,248,89,,rplC,up,-1,89.0,day 31,Weissberg RNA-seq coculture
PMM0447,up,-0.3619539724421439,not_significant,1228,,,ctaA,,0,,day 31,Weissberg RNA-seq coculture
PMM0452,down,0.467689922509836,not_significant,1030,,,groL2,,0,,day 31,Weissberg RNA-seq coculture
PMM0334,up,-0.6591588286012899,not_significant,774,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM0549,down,2.9273615771639507,significant_up,35,24,,csoS1A,up,-1,24.0,day 31,Weissberg RNA-seq coculture
PMM1541,down,-0.4304160037896687,not_significant,1099,,,rplO,,0,,day 31,Weissberg RNA-seq coculture
PMM0272,down,-1.5595258945961694,significant_down,161,,80,psbK,down,1,80.0,day 31,Weissberg RNA-seq coculture
PMM0819,up,-0.4996154736956028,not_significant,988,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1538,down,1.0821238290173112,significant_up,401,135,,rpmJ,up,-1,135.0,day 31,Weissberg RNA-seq coculture
PMM1520,down,-2.650393108061127,significant_down,44,,13,psaI,down,1,13.0,day 31,Weissberg RNA-seq coculture
PMM1537,down,0.6845645027826326,not_significant,743,,,rpsM,,0,,day 31,Weissberg RNA-seq coculture
PMM1396,up,,,,,,hli,,0,,day 31,Weissberg RNA-seq coculture
PMM0684,up,-0.4509362204809701,not_significant,1059,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1397,up,,,,,,hli,,0,,day 31,Weissberg RNA-seq coculture
PMM0552,down,1.1333188780184933,not_significant,370,,,csoS2,,0,,day 31,Weissberg RNA-seq coculture
PMM0785,down,-1.2921117034757643,significant_down,276,,151,prkB,down,1,151.0,day 31,Weissberg RNA-seq coculture
PMM1523,down,-0.8155502459847903,not_significant,615,,,psaB,,0,,day 31,Weissberg RNA-seq coculture
PMM1519,down,-2.1508325706600995,significant_down,72,,28,psaL,down,1,28.0,day 31,Weissberg RNA-seq coculture
PMM1556,down,0.4819954071080035,not_significant,1010,,,rplW,,0,,day 31,Weissberg RNA-seq coculture
PMM1507,down,-0.7118823517374563,not_significant,708,,,rpsJ,,0,,day 31,Weissberg RNA-seq coculture
PMM0876,down,-0.0310283087347931,not_significant,1805,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1134,up,-1.1553035906723244,not_significant,353,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1457,down,1.3227372978283791,significant_up,253,91,,atp1,up,-1,91.0,day 31,Weissberg RNA-seq coculture
PMM1700,up,0.1958539134041003,not_significant,1504,,,acnB,,0,,day 31,Weissberg RNA-seq coculture
PMM0710,down,-1.8401099518518265,significant_down,106,,50,pstS,down,1,50.0,day 31,Weissberg RNA-seq coculture
PMM1385,up,2.6739618384309463,significant_up,43,30,,hli,up,1,30.0,day 31,Weissberg RNA-seq coculture
PMM0605,down,-0.0723320603611691,not_significant,1740,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM1554,down,0.3134090800993112,not_significant,1307,,,rpsS,,0,,day 31,Weissberg RNA-seq coculture
PMM1350,down,-0.9265085526004228,not_significant,526,,,,,0,,day 31,Weissberg RNA-seq coculture
PMM0971,up,-1.7278095203483936,significant_down,125,,62,urtB,down,-1,62.0,day 31,Weissberg RNA-seq coculture
PMM0548,up,1.1625155637559204,not_significant,350,,,rdgB,,0,,day 31,Weissberg RNA-seq coculture
PMM1262,up,-0.848387926970558,not_significant,591,,,lexA,,0,,day 31,Weissberg RNA-seq coculture
PMM0540,down,-0.8170016966439622,not_significant,613,,,psaM,,0,,day 31,Weissberg RNA-seq coculture
PMM0371,up,-0.6925340511172716,not_significant,731,,,cynB,,0,,day 31,Weissberg RNA-seq coculture
PMM0817,up,,,,,,hli,,0,,day 31,Weissberg RNA-seq coculture
PMM0306,down,-1.593186188959271,significant_down,152,,74,cpeS,down,1,74.0,day 31,Weissberg RNA-seq coculture
PMM1562,up,-0.3932791918477195,not_significant,1160,,,recA,,0,,day 31,Weissberg RNA-seq coculture
PMM1553,down,0.3760731143388919,not_significant,1196,,,rplV,,0,,day 31,Weissberg RNA-seq coculture
PMM1375,down,-1.861577888628621,significant_down,102,,46,,down,1,46.0,day 31,Weissberg RNA-seq coculture
PMM1074,up,-1.055316164634451,not_significant,418,,,zwf,,0,,day 31,Weissberg RNA-seq coculture
PMM0781,down,-0.7802803215910048,not_significant,649,,,fbaA,,0,,day 31,Weissberg RNA-seq coculture
PMM0726,up,-0.2503228507561606,not_significant,1412,,,,,0,,day 31,Weissberg RNA-seq coculture
