locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0030,up,-2.49305448833884,not_significant,5,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0337,up,-1.7126522210584916,not_significant,33,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0346,down,-1.1171246027770048,significant_down,105,,37,,down,1,37.0,day 18,Weissberg RNA-seq coculture
PMM0370,up,-0.1354502947973468,not_significant,1394,,,cynA,,0,,day 18,Weissberg RNA-seq coculture
PMM0550,down,1.8144093325439024,not_significant,24,,,rbcL,,0,,day 18,Weissberg RNA-seq coculture
PMM1453,down,0.6238358483437016,not_significant,355,,,atpF,,0,,day 18,Weissberg RNA-seq coculture
PMM1452,down,0.4288736737034707,not_significant,658,,,atpD,,0,,day 18,Weissberg RNA-seq coculture
PMM0690,up,0.7691589291143509,not_significant,225,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM1454,down,0.5554304320577549,not_significant,444,,,atpG,,0,,day 18,Weissberg RNA-seq coculture
PMM1404,up,1.5440997986093523,not_significant,46,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0920,up,-0.4648341108995685,not_significant,571,,,glnA,,0,,day 18,Weissberg RNA-seq coculture
PMM0970,up,-0.2512931813539277,not_significant,1038,,,urtA,,0,,day 18,Weissberg RNA-seq coculture
PMM0699,down,0.3398372020740681,not_significant,826,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1557,down,0.9038471131029776,not_significant,161,,,rplD,,0,,day 18,Weissberg RNA-seq coculture
PMM1390,up,0.5153912570171633,not_significant,500,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM1455,down,0.5042720024939108,not_significant,522,,,atpH,,0,,day 18,Weissberg RNA-seq coculture
PMM0818,up,,,,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0453,down,-0.9186694511482572,not_significant,154,,,fabG,,0,,day 18,Weissberg RNA-seq coculture
PMM0689,up,1.3000828131689062,not_significant,74,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM1706,down,0.2371580473476396,not_significant,1076,,,rpsF,,0,,day 18,Weissberg RNA-seq coculture
PMM0365,up,-0.1938093220070586,not_significant,1214,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0246,up,-1.4581215417256552,not_significant,59,,,ntcA,,0,,day 18,Weissberg RNA-seq coculture
PMM0336,up,0.3896785067317626,not_significant,729,,,PTOX,,0,,day 18,Weissberg RNA-seq coculture
PMM1451,down,-0.1170070369931728,not_significant,1455,,,atpA,,0,,day 18,Weissberg RNA-seq coculture
PMM0901,down,1.0279992784873535,not_significant,125,,,htpG,,0,,day 18,Weissberg RNA-seq coculture
PMM0687,up,0.001883815312576,not_significant,1847,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0374,up,-1.7146948265712911,significant_down,31,,6,tatA,down,-1,6.0,day 18,Weissberg RNA-seq coculture
PMM0583,down,-0.7072515658118703,not_significant,274,,,hemE,,0,,day 18,Weissberg RNA-seq coculture
PMM1558,down,1.25347713646782,significant_up,79,29,,rplC,up,-1,29.0,day 18,Weissberg RNA-seq coculture
PMM0447,up,-0.7434435021731522,not_significant,250,,,ctaA,,0,,day 18,Weissberg RNA-seq coculture
PMM0452,down,0.6728234332068658,not_significant,308,,,groL2,,0,,day 18,Weissberg RNA-seq coculture
PMM0334,up,-1.669228444268548,significant_down,37,,10,,down,-1,10.0,day 18,Weissberg RNA-seq coculture
PMM0549,down,1.5795484929326438,not_significant,43,,,csoS1A,,0,,day 18,Weissberg RNA-seq coculture
PMM1541,down,-0.1926687539162175,not_significant,1217,,,rplO,,0,,day 18,Weissberg RNA-seq coculture
PMM0272,down,-0.7948677767863852,not_significant,209,,,psbK,,0,,day 18,Weissberg RNA-seq coculture
PMM0819,up,-1.7242578039794034,not_significant,28,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1538,down,0.1699605966145195,not_significant,1289,,,rpmJ,,0,,day 18,Weissberg RNA-seq coculture
PMM1520,down,-0.9836201098741753,not_significant,134,,,psaI,,0,,day 18,Weissberg RNA-seq coculture
PMM1537,down,0.4306660321392598,not_significant,655,,,rpsM,,0,,day 18,Weissberg RNA-seq coculture
PMM1396,up,,,,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0684,up,-1.1927976741015636,not_significant,92,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1397,up,,,,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0552,down,0.934384727969135,not_significant,150,,,csoS2,,0,,day 18,Weissberg RNA-seq coculture
PMM0785,down,-0.7613150374716464,not_significant,236,,,prkB,,0,,day 18,Weissberg RNA-seq coculture
PMM1523,down,-0.1798471796254396,not_significant,1262,,,psaB,,0,,day 18,Weissberg RNA-seq coculture
PMM1519,down,-0.7939620805676652,not_significant,210,,,psaL,,0,,day 18,Weissberg RNA-seq coculture
PMM1556,down,0.8392537577371703,not_significant,184,,,rplW,,0,,day 18,Weissberg RNA-seq coculture
PMM1507,down,0.5271248189638091,not_significant,488,,,rpsJ,,0,,day 18,Weissberg RNA-seq coculture
PMM0876,down,0.01107324946813,not_significant,1817,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1134,up,-1.149049343573049,not_significant,100,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1457,down,0.7119776385788513,not_significant,269,,,atp1,,0,,day 18,Weissberg RNA-seq coculture
PMM1700,up,0.5845271938872418,not_significant,406,,,acnB,,0,,day 18,Weissberg RNA-seq coculture
PMM0710,down,-0.2224989468867946,not_significant,1114,,,pstS,,0,,day 18,Weissberg RNA-seq coculture
PMM1385,up,1.4090386579899674,not_significant,63,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0605,down,-0.2553847690872634,not_significant,1026,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1554,down,0.4386769822188006,not_significant,636,,,rpsS,,0,,day 18,Weissberg RNA-seq coculture
PMM1350,down,-0.6448268404975573,not_significant,334,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0971,up,-0.1464040804275714,not_significant,1368,,,urtB,,0,,day 18,Weissberg RNA-seq coculture
PMM0548,up,1.89631091090542,not_significant,20,,,rdgB,,0,,day 18,Weissberg RNA-seq coculture
PMM1262,up,-1.5338251323701315,not_significant,49,,,lexA,,0,,day 18,Weissberg RNA-seq coculture
PMM0540,down,-0.7473488082337952,not_significant,246,,,psaM,,0,,day 18,Weissberg RNA-seq coculture
PMM0371,up,-0.2147453068402726,not_significant,1140,,,cynB,,0,,day 18,Weissberg RNA-seq coculture
PMM0817,up,,,,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM0306,down,-0.6965334473770246,not_significant,289,,,cpeS,,0,,day 18,Weissberg RNA-seq coculture
PMM1562,up,-1.06134944746834,significant_down,116,,41,recA,down,-1,41.0,day 18,Weissberg RNA-seq coculture
PMM1553,down,0.3048819648624093,not_significant,905,,,rplV,,0,,day 18,Weissberg RNA-seq coculture
PMM1375,down,-0.0157649193700572,not_significant,1801,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1074,up,-0.4577059144136905,not_significant,587,,,zwf,,0,,day 18,Weissberg RNA-seq coculture
PMM0781,down,0.0445545681496635,not_significant,1715,,,fbaA,,0,,day 18,Weissberg RNA-seq coculture
PMM0726,up,0.5871790925489407,not_significant,401,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1672,up,-0.5752954228918961,not_significant,412,,,desC4,,0,,day 18,Weissberg RNA-seq coculture
PMM1402,down,-0.8467306963777925,not_significant,181,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0469,down,-0.6432870782981225,not_significant,335,,,psaF,,0,,day 18,Weissberg RNA-seq coculture
PMM0996,up,-0.3430773161331252,not_significant,823,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1298,down,0.2389746951640366,not_significant,1072,,,lpdA,,0,,day 18,Weissberg RNA-seq coculture
PMM0599,down,0.3706089209316971,not_significant,763,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0087,up,0.315836688374374,not_significant,879,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0468,down,-0.6652973223739059,not_significant,318,,,psaJ,,0,,day 18,Weissberg RNA-seq coculture
PMM1384,up,1.0954937125834132,not_significant,108,,,hli,,0,,day 18,Weissberg RNA-seq coculture
PMM1552,down,0.1072929247211571,not_significant,1491,,,rpsC,,0,,day 18,Weissberg RNA-seq coculture
PMM0363,up,0.0242760837712048,not_significant,1773,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0965,up,-0.1522008863520869,not_significant,1347,,,ureA,,0,,day 18,Weissberg RNA-seq coculture
PMM1623,up,-0.4254221246278923,not_significant,664,,,ssb,,0,,day 18,Weissberg RNA-seq coculture
PMM0810,up,0.1400033529585366,not_significant,1382,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1511,down,0.1845439241802963,not_significant,1245,,,rpsL,,0,,day 18,Weissberg RNA-seq coculture
PMM0767,down,-0.7203800438346996,not_significant,265,,,fbp-sbp,,0,,day 18,Weissberg RNA-seq coculture
PMM0314,down,-0.6195807492692874,not_significant,362,,,psbT,,0,,day 18,Weissberg RNA-seq coculture
PMM0364,up,-0.4438794876570995,not_significant,622,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM0307,down,-0.1936628751659932,not_significant,1215,,,unk6,,0,,day 18,Weissberg RNA-seq coculture
PMM1555,down,0.473475624657422,not_significant,556,,,rplB,,0,,day 18,Weissberg RNA-seq coculture
PMM0491,up,-0.1651026802452574,not_significant,1305,,,phhB,,0,,day 18,Weissberg RNA-seq coculture
PMM0987,down,0.0584794266921794,not_significant,1657,,,rpsU,,0,,day 18,Weissberg RNA-seq coculture
PMM1456,down,0.8633294861039454,not_significant,173,,,atpI,,0,,day 18,Weissberg RNA-seq coculture
PMM0766,down,-0.3055069087510975,not_significant,904,,,rpe,,0,,day 18,Weissberg RNA-seq coculture
PMM0245,up,-0.3058227892287329,not_significant,902,,,cobO2,,0,,day 18,Weissberg RNA-seq coculture
PMM1608,down,-0.3155442105991972,not_significant,880,,,acpP,,0,,day 18,Weissberg RNA-seq coculture
PMM1545,down,0.0513194041003715,not_significant,1683,,,rpsH,,0,,day 18,Weissberg RNA-seq coculture
PMM1578,down,-0.764947173027791,not_significant,233,,,psaD,,0,,day 18,Weissberg RNA-seq coculture
PMM1644,down,-0.7675322324426314,not_significant,228,,,psbZ,,0,,day 18,Weissberg RNA-seq coculture
PMM0446,up,-0.7040517745680054,not_significant,280,,,ctaCI,,0,,day 18,Weissberg RNA-seq coculture
PMM0754,down,0.6848366076183601,not_significant,300,,,tsf,,0,,day 18,Weissberg RNA-seq coculture
PMM0429,down,-0.0642427168923075,not_significant,1638,,,petP,,0,,day 18,Weissberg RNA-seq coculture
PMM1601,up,-0.7843165074063088,not_significant,216,,,glgP,,0,,day 18,Weissberg RNA-seq coculture
PMM1662,down,0.0353429764082309,not_significant,1750,,,rplT,,0,,day 18,Weissberg RNA-seq coculture
PMM1345,down,0.2452856341086365,not_significant,1055,,,rpmA,,0,,day 18,Weissberg RNA-seq coculture
PMM1610,down,-0.0581286800881961,not_significant,1659,,,tktA,,0,,day 18,Weissberg RNA-seq coculture
PMM1336,down,-0.4572922764810624,not_significant,589,,,fabZ,,0,,day 18,Weissberg RNA-seq coculture
PMM0202,down,1.4023678518375908,significant_up,65,24,,rplJ,up,-1,24.0,day 18,Weissberg RNA-seq coculture
PMM1285,down,0.3224451481614837,not_significant,854,,,rpsP,,0,,day 18,Weissberg RNA-seq coculture
PMM1542,down,0.4523726501586463,not_significant,603,,,rpsE,,0,,day 18,Weissberg RNA-seq coculture
PMM0368,up,0.2483324436695756,not_significant,1044,,,,,0,,day 18,Weissberg RNA-seq coculture
PMM1661,down,-0.0045033968126721,not_significant,1838,,,rpmI,,0,,day 18,Weissberg RNA-seq coculture
PMM1438,down,-0.3107662365380934,not_significant,895,,,atpB,,0,,day 18,Weissberg RNA-seq coculture
PMM0747,down,0.6654160267339342,not_significant,317,,,pcyA,,0,,day 18,Weissberg RNA-seq coculture
