locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0314,down,-4.941761904645836,significant_down,35,,24,psbT,down,1,24.0,day 14,Weissberg RNA-seq axenic
PMM0364,up,1.6391452266392934,significant_up,547,234,,,up,1,234.0,day 14,Weissberg RNA-seq axenic
PMM0307,down,-3.471888780582807,significant_down,127,,76,unk6,down,1,76.0,day 14,Weissberg RNA-seq axenic
PMM1555,down,-2.862875367475556,significant_down,206,,131,rplB,down,1,131.0,day 14,Weissberg RNA-seq axenic
PMM0491,up,-1.1886765741110803,significant_down,782,,426,phhB,down,-1,426.0,day 14,Weissberg RNA-seq axenic
PMM0987,down,-0.5308794863333829,not_significant,1335,,,rpsU,,0,,day 14,Weissberg RNA-seq axenic
PMM1456,down,-1.5880347264068304,significant_down,571,,322,atpI,down,1,322.0,day 14,Weissberg RNA-seq axenic
PMM0766,down,-3.929703569058845,significant_down,89,,54,rpe,down,1,54.0,day 14,Weissberg RNA-seq axenic
PMM0245,up,2.791875150500623,significant_up,225,85,,cobO2,up,1,85.0,day 14,Weissberg RNA-seq axenic
PMM1608,down,-3.896480893221085,significant_down,93,,57,acpP,down,1,57.0,day 14,Weissberg RNA-seq axenic
PMM1545,down,-2.9024435623669693,significant_down,198,,124,rpsH,down,1,124.0,day 14,Weissberg RNA-seq axenic
PMM1578,down,-4.912654327468795,significant_down,37,,25,psaD,down,1,25.0,day 14,Weissberg RNA-seq axenic
PMM1644,down,-3.738205123713279,significant_down,99,,61,psbZ,down,1,61.0,day 14,Weissberg RNA-seq axenic
PMM0446,up,1.8725777470675296,significant_up,468,195,,ctaCI,up,1,195.0,day 14,Weissberg RNA-seq axenic
PMM0754,down,-0.3678324127247471,not_significant,1503,,,tsf,,0,,day 14,Weissberg RNA-seq axenic
PMM0429,down,-2.719102721807372,significant_down,241,,150,petP,down,1,150.0,day 14,Weissberg RNA-seq axenic
PMM1601,up,3.940890203891141,significant_up,87,35,,glgP,up,1,35.0,day 14,Weissberg RNA-seq axenic
PMM1662,down,-2.7236553652587854,significant_down,239,,148,rplT,down,1,148.0,day 14,Weissberg RNA-seq axenic
PMM1345,down,-1.4697766228034208,significant_down,621,,346,rpmA,down,1,346.0,day 14,Weissberg RNA-seq axenic
PMM1610,down,-4.202214046629618,significant_down,75,,46,tktA,down,1,46.0,day 14,Weissberg RNA-seq axenic
PMM1336,down,-1.8536164520794816,significant_down,475,,272,fabZ,down,1,272.0,day 14,Weissberg RNA-seq axenic
PMM0202,down,-1.195947715351317,significant_down,775,,419,rplJ,down,1,419.0,day 14,Weissberg RNA-seq axenic
PMM1285,down,-1.6997531521917135,significant_down,523,,295,rpsP,down,1,295.0,day 14,Weissberg RNA-seq axenic
PMM1542,down,-3.0389571701710656,significant_down,175,,109,rpsE,down,1,109.0,day 14,Weissberg RNA-seq axenic
PMM0368,up,1.7762759005060205,significant_up,493,211,,,up,1,211.0,day 14,Weissberg RNA-seq axenic
PMM1661,down,-2.5168235769166154,significant_down,286,,175,rpmI,down,1,175.0,day 14,Weissberg RNA-seq axenic
PMM1438,down,-5.168571844532354,significant_down,28,,19,atpB,down,1,19.0,day 14,Weissberg RNA-seq axenic
PMM0747,down,-1.9464860260049388,significant_down,435,,255,pcyA,down,1,255.0,day 14,Weissberg RNA-seq axenic
PMM0160,up,3.443432311301917,significant_up,130,53,,ndhA,up,1,53.0,day 14,Weissberg RNA-seq axenic
PMM0075,up,1.0178142326676525,significant_up,895,401,,,up,1,401.0,day 14,Weissberg RNA-seq axenic
PMM0870,down,-1.922859219216327,significant_down,444,,261,rpmG,down,1,261.0,day 14,Weissberg RNA-seq axenic
PMM0201,down,-1.7091512409459186,significant_down,518,,292,rplL,down,1,292.0,day 14,Weissberg RNA-seq axenic
PMM1135,up,5.22794867199713,significant_up,24,8,,hli,up,1,8.0,day 14,Weissberg RNA-seq axenic
PMM0494,down,-3.307073447134965,significant_down,147,,90,ppa,down,1,90.0,day 14,Weissberg RNA-seq axenic
PMM0936,up,3.0243953621728683,significant_up,176,67,,umuD,up,1,67.0,day 14,Weissberg RNA-seq axenic
PMM1655,down,-2.32580404692162,significant_down,327,,202,tig,down,1,202.0,day 14,Weissberg RNA-seq axenic
PMM1314,up,0.8071577699352488,not_significant,1066,,,clpP3,,0,,day 14,Weissberg RNA-seq axenic
PMM1409,up,0.3592585540784636,not_significant,1514,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM1149,up,0.5261528093083611,not_significant,1341,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0410,down,-1.447486751993602,significant_down,630,,349,rpsD,down,1,349.0,day 14,Weissberg RNA-seq axenic
PMM1536,down,-1.9046822335184788,significant_down,450,,265,rpsK,down,1,265.0,day 14,Weissberg RNA-seq axenic
PMM0751,down,-1.108394852055035,not_significant,825,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0858,up,1.8825316946035453,significant_up,460,189,,,up,1,189.0,day 14,Weissberg RNA-seq axenic
PMM1609,down,-3.7200876112510426,significant_down,101,,62,fabF,down,1,62.0,day 14,Weissberg RNA-seq axenic
PMM0329,down,-4.6211279351197385,significant_down,51,,33,psaE,down,1,33.0,day 14,Weissberg RNA-seq axenic
PMM0348,down,4.180174728276323,significant_up,77,30,,,up,-1,30.0,day 14,Weissberg RNA-seq axenic
PMM1437,down,-0.8344096355502971,not_significant,1043,,,groES,,0,,day 14,Weissberg RNA-seq axenic
PMM0035,up,1.031526491079953,significant_up,885,395,,PSTA,up,1,395.0,day 14,Weissberg RNA-seq axenic
PMM0120,up,1.2638474847675238,significant_up,733,327,,sulA,up,1,327.0,day 14,Weissberg RNA-seq axenic
PMM1011,down,-4.892450588650692,significant_down,38,,26,,down,1,26.0,day 14,Weissberg RNA-seq axenic
PMM0145,up,0.9773949656685236,not_significant,920,,,ndhM,,0,,day 14,Weissberg RNA-seq axenic
PMM1412,up,0.7773983798746873,not_significant,1090,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM1532,down,-2.6585597574313566,significant_down,257,,159,rplM,down,1,159.0,day 14,Weissberg RNA-seq axenic
PMM1678,up,1.6080699768912716,significant_up,560,240,,,up,1,240.0,day 14,Weissberg RNA-seq axenic
PMM0214,down,-5.063027594358559,significant_down,32,,22,sul3,down,1,22.0,day 14,Weissberg RNA-seq axenic
PMM1312,up,3.278629428535752,significant_up,151,60,,yacL,up,1,60.0,day 14,Weissberg RNA-seq axenic
PMM0770,up,1.249190723192863,significant_up,743,331,,gnd,up,1,331.0,day 14,Weissberg RNA-seq axenic
PMM0428,down,-2.7138812687309395,significant_down,242,,151,chlG,down,1,151.0,day 14,Weissberg RNA-seq axenic
PMM1490,up,2.814929044702935,significant_up,219,83,,deg1,up,1,83.0,day 14,Weissberg RNA-seq axenic
PMM0988,up,0.6469245874338759,not_significant,1212,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0647,up,0.3326754953380045,not_significant,1544,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0203,down,-0.7144956590369728,not_significant,1156,,,rplA,,0,,day 14,Weissberg RNA-seq axenic
PMM0251,down,-3.803355053595263,significant_down,97,,59,psbH,down,1,59.0,day 14,Weissberg RNA-seq axenic
PMM0651,up,0.8357955362225709,not_significant,1042,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0797,down,-2.5273478369114595,significant_down,281,,171,,down,1,171.0,day 14,Weissberg RNA-seq axenic
PMM1055,down,-1.252445448443618,significant_down,741,,401,chlI,down,1,401.0,day 14,Weissberg RNA-seq axenic
PMM0312,down,-1.7250138951530125,significant_down,509,,285,rpsA1,down,1,285.0,day 14,Weissberg RNA-seq axenic
PMM1109,down,-1.195212871410609,significant_down,776,,420,,down,1,420.0,day 14,Weissberg RNA-seq axenic
PMM0626,up,0.2573500286288108,not_significant,1602,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0502,up,0.6658435287774093,not_significant,1188,,,ycf41,,0,,day 14,Weissberg RNA-seq axenic
PMM0869,down,-2.479627167163509,significant_down,289,,177,rpsR,down,1,177.0,day 14,Weissberg RNA-seq axenic
PMM1534,down,-0.8875966565314225,not_significant,991,,,rplQ,,0,,day 14,Weissberg RNA-seq axenic
PMM0046,down,-4.317425230800892,significant_down,64,,40,ndk,down,1,40.0,day 14,Weissberg RNA-seq axenic
PMM0204,down,-0.0898230451742646,not_significant,1765,,,rplK,,0,,day 14,Weissberg RNA-seq axenic
PMM1544,down,-3.169332079115437,significant_down,162,,99,rplF,down,1,99.0,day 14,Weissberg RNA-seq axenic
PMM0480,up,0.4070185519793595,not_significant,1452,,,,,0,,day 14,Weissberg RNA-seq axenic
PMM0964,up,2.1014755889527947,significant_up,381,148,,ureB,up,1,148.0,day 14,Weissberg RNA-seq axenic
PMM0864,down,-2.233503070855483,significant_down,349,,211,,down,1,211.0,day 14,Weissberg RNA-seq axenic
PMM1128,up,1.2219138287036733,significant_up,763,338,,hli15,up,1,338.0,day 14,Weissberg RNA-seq axenic
PMM0511,down,-1.6441858873419906,significant_down,543,,309,ppa,down,1,309.0,day 14,Weissberg RNA-seq axenic
PMM0691,down,-3.3362502796885494,significant_down,144,,87,,down,1,87.0,day 14,Weissberg RNA-seq axenic
PMM0356,down,-1.905022321080259,significant_down,449,,264,pip,down,1,264.0,day 14,Weissberg RNA-seq axenic
PMM1154,up,1.8792367636194764,significant_up,462,191,,ilvN,up,1,191.0,day 14,Weissberg RNA-seq axenic
PMM0784,down,-2.9176186094335983,significant_down,196,,122,accD,down,1,122.0,day 14,Weissberg RNA-seq axenic
PMM1183,down,-2.7612784406600017,significant_down,233,,145,rpmH,down,1,145.0,day 14,Weissberg RNA-seq axenic
PMM1146,up,0.5228303017080331,not_significant,1347,,,pntA2,,0,,day 14,Weissberg RNA-seq axenic
PMM0969,up,0.9814433301071968,not_significant,917,,,ureG,,0,,day 14,Weissberg RNA-seq axenic
PMM1643,down,-2.351797469277072,significant_down,322,,199,ribH,down,1,199.0,day 14,Weissberg RNA-seq axenic
PMM0560,down,-0.6318634742553756,not_significant,1228,,,hisG,,0,,day 14,Weissberg RNA-seq axenic
PMM0510,down,-1.8475573314890368,significant_down,477,,273,,down,1,273.0,day 14,Weissberg RNA-seq axenic
PMM0273,down,-0.8877223517713663,not_significant,990,,,mviM,,0,,day 14,Weissberg RNA-seq axenic
PMM1607,down,-4.051016680658732,significant_down,84,,51,psaC,down,1,51.0,day 14,Weissberg RNA-seq axenic
PMM0930,down,-0.9904344629033148,not_significant,913,,,phdB,,0,,day 14,Weissberg RNA-seq axenic
PMM1440,down,-2.255211787435123,significant_down,343,,208,ycf65,down,1,208.0,day 14,Weissberg RNA-seq axenic
PMM1442,up,2.537797994613446,significant_up,279,108,,pepP,up,1,108.0,day 14,Weissberg RNA-seq axenic
PMM0906,down,-4.612653086243526,significant_down,52,,34,psaK,down,1,34.0,day 14,Weissberg RNA-seq axenic
PMM0769,down,-3.499681813437348,significant_down,120,,72,glgC,down,1,72.0,day 14,Weissberg RNA-seq axenic
PMM0296,down,-2.6027990768298896,significant_down,264,,164,ycf48,down,1,164.0,day 14,Weissberg RNA-seq axenic
PMM0206,down,-1.3944714777288032,significant_down,660,,365,secE,down,1,365.0,day 14,Weissberg RNA-seq axenic
PMM0753,down,1.3147091864333855,significant_up,706,308,,rpsB,up,-1,308.0,day 14,Weissberg RNA-seq axenic
PMM0026,down,-1.9603328064576448,significant_down,429,,253,efp,down,1,253.0,day 14,Weissberg RNA-seq axenic
PMM0142,down,-3.408803432855871,significant_down,132,,78,,down,1,78.0,day 14,Weissberg RNA-seq axenic
PMM0844,down,-3.9290560581176512,significant_down,90,,55,cycI1,down,1,55.0,day 14,Weissberg RNA-seq axenic
