locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0272,down,-3.34,significant_down,51,,25,psbK,down,1,25.0,12h,Read N-dep
PMM0819,up,2.83,significant_up,81,43,,,up,1,43.0,12h,Read N-dep
PMM1538,down,-3.41,significant_down,47,,23,rpmJ,down,1,23.0,12h,Read N-dep
PMM1520,down,-2.01,significant_down,181,,83,psaI,down,1,83.0,12h,Read N-dep
PMM1537,down,-3.72,significant_down,32,,17,rpsM,down,1,17.0,12h,Read N-dep
PMM1396,up,4.17,significant_up,22,11,,hli,up,1,11.0,12h,Read N-dep
PMM0684,up,2.77,significant_up,84,44,,,up,1,44.0,12h,Read N-dep
PMM1397,up,3.91,significant_up,26,13,,hli,up,1,13.0,12h,Read N-dep
PMM0552,down,-1.98,significant_down,183,,85,csoS2,down,1,85.0,12h,Read N-dep
PMM0785,down,-3.91,significant_down,25,,13,prkB,down,1,13.0,12h,Read N-dep
PMM1523,down,-0.97,not_significant,438,,,psaB,,0,,12h,Read N-dep
PMM1519,down,-1.31,significant_down,337,,124,psaL,down,1,124.0,12h,Read N-dep
PMM1556,down,-1.9,significant_down,195,,91,rplW,down,1,91.0,12h,Read N-dep
PMM1507,down,-1.19,not_significant,368,,,rpsJ,,0,,12h,Read N-dep
PMM0876,down,-3.82,significant_down,28,,14,,down,1,14.0,12h,Read N-dep
PMM1134,up,2.49,significant_up,115,62,,,up,1,62.0,12h,Read N-dep
PMM1457,down,-3.2,significant_down,54,,27,atp1,down,1,27.0,12h,Read N-dep
PMM1700,up,2.96,significant_up,71,36,,acnB,up,1,36.0,12h,Read N-dep
PMM0710,down,-3.05,significant_down,62,,31,pstS,down,1,31.0,12h,Read N-dep
PMM1385,up,3.72,significant_up,31,15,,hli,up,1,15.0,12h,Read N-dep
PMM0605,down,-3.78,significant_down,30,,16,,down,1,16.0,12h,Read N-dep
PMM1554,down,-2.06,significant_down,171,,78,rpsS,down,1,78.0,12h,Read N-dep
PMM1350,down,-2.65,significant_down,95,,44,,down,1,44.0,12h,Read N-dep
PMM0971,up,2.37,significant_up,131,68,,urtB,up,1,68.0,12h,Read N-dep
PMM0548,up,0.39,not_significant,662,,,rdgB,,0,,12h,Read N-dep
PMM1262,up,1.33,not_significant,336,,,lexA,,0,,12h,Read N-dep
PMM0540,down,-3.39,significant_down,48,,24,psaM,down,1,24.0,12h,Read N-dep
PMM0371,up,0.52,not_significant,608,,,cynB,,0,,12h,Read N-dep
PMM0817,up,3.14,significant_up,57,29,,hli,up,1,29.0,12h,Read N-dep
PMM0306,down,-3.32,significant_down,52,,26,cpeS,down,1,26.0,12h,Read N-dep
PMM1562,up,2.54,significant_up,107,56,,recA,up,1,56.0,12h,Read N-dep
PMM1553,down,-2.23,significant_down,149,,69,rplV,down,1,69.0,12h,Read N-dep
PMM1375,down,-3.67,significant_down,33,,18,,down,1,18.0,12h,Read N-dep
PMM1074,up,2.52,significant_up,112,60,,zwf,up,1,60.0,12h,Read N-dep
PMM0781,down,-1.55,significant_down,272,,116,fbaA,down,1,116.0,12h,Read N-dep
PMM0726,up,2.25,not_significant,147,,,,,0,,12h,Read N-dep
PMM1672,up,1.59,not_significant,265,,,desC4,,0,,12h,Read N-dep
PMM1402,down,-1.7,significant_down,239,,104,,down,1,104.0,12h,Read N-dep
PMM0469,down,-2.4,significant_down,126,,59,psaF,down,1,59.0,12h,Read N-dep
PMM0996,up,3.51,significant_up,38,19,,,up,1,19.0,12h,Read N-dep
PMM1298,down,-3.62,significant_down,36,,19,lpdA,down,1,19.0,12h,Read N-dep
PMM0599,down,-3.19,significant_down,55,,28,,down,1,28.0,12h,Read N-dep
PMM0087,up,2.87,significant_up,77,41,,,up,1,41.0,12h,Read N-dep
PMM0468,down,-3.46,significant_down,41,,20,psaJ,down,1,20.0,12h,Read N-dep
PMM1384,up,3.47,significant_up,40,21,,hli,up,1,21.0,12h,Read N-dep
PMM1552,down,-2.26,significant_down,142,,66,rpsC,down,1,66.0,12h,Read N-dep
PMM0363,up,1.46,not_significant,300,,,,,0,,12h,Read N-dep
PMM0965,up,2.6,significant_up,99,51,,ureA,up,1,51.0,12h,Read N-dep
PMM1623,up,3.39,significant_up,49,25,,ssb,up,1,25.0,12h,Read N-dep
PMM0810,up,1.79,significant_up,215,88,,,up,1,88.0,12h,Read N-dep
PMM1511,down,-3.43,significant_down,46,,22,rpsL,down,1,22.0,12h,Read N-dep
PMM0767,down,-1.2,significant_down,362,,126,fbp-sbp,down,1,126.0,12h,Read N-dep
PMM0314,down,-1.63,significant_down,253,,108,psbT,down,1,108.0,12h,Read N-dep
PMM0364,up,3.43,significant_up,44,23,,,up,1,23.0,12h,Read N-dep
PMM0307,down,-3.12,significant_down,59,,30,unk6,down,1,30.0,12h,Read N-dep
PMM1555,down,-2.44,significant_down,123,,58,rplB,down,1,58.0,12h,Read N-dep
PMM0491,up,3.43,significant_up,45,24,,phhB,up,1,24.0,12h,Read N-dep
PMM0987,down,-2.96,significant_down,69,,35,rpsU,down,1,35.0,12h,Read N-dep
PMM1456,down,-1.49,significant_down,291,,120,atpI,down,1,120.0,12h,Read N-dep
PMM0766,down,-1.92,significant_down,193,,89,rpe,down,1,89.0,12h,Read N-dep
PMM0245,up,1.73,not_significant,232,,,cobO2,,0,,12h,Read N-dep
PMM1608,down,-2.11,significant_down,161,,75,acpP,down,1,75.0,12h,Read N-dep
PMM1545,down,-2.04,significant_down,176,,82,rpsH,down,1,82.0,12h,Read N-dep
PMM1578,down,-1.24,not_significant,355,,,psaD,,0,,12h,Read N-dep
PMM1644,down,-2.09,significant_down,166,,76,psbZ,down,1,76.0,12h,Read N-dep
PMM0446,up,2.49,significant_up,114,61,,ctaCI,up,1,61.0,12h,Read N-dep
PMM0754,down,-2.94,significant_down,72,,36,tsf,down,1,36.0,12h,Read N-dep
PMM0429,down,-2.6,significant_down,98,,47,petP,down,1,47.0,12h,Read N-dep
PMM1601,up,2.52,significant_up,111,59,,glgP,up,1,59.0,12h,Read N-dep
PMM1662,down,-1.24,not_significant,354,,,rplT,,0,,12h,Read N-dep
PMM1345,down,-3.13,significant_down,58,,29,rpmA,down,1,29.0,12h,Read N-dep
PMM1610,down,-1.8,significant_down,211,,97,tktA,down,1,97.0,12h,Read N-dep
PMM1336,down,-2.69,significant_down,91,,42,fabZ,down,1,42.0,12h,Read N-dep
PMM0202,down,-2.54,significant_down,106,,50,rplJ,down,1,50.0,12h,Read N-dep
PMM1285,down,-2.85,significant_down,79,,37,rpsP,down,1,37.0,12h,Read N-dep
PMM1542,down,-2.39,not_significant,128,,,rpsE,,0,,12h,Read N-dep
PMM0368,up,2.72,significant_up,86,46,,,up,1,46.0,12h,Read N-dep
PMM1661,down,-2.05,significant_down,172,,79,rpmI,down,1,79.0,12h,Read N-dep
PMM1438,down,-3.05,significant_down,63,,32,atpB,down,1,32.0,12h,Read N-dep
PMM0747,down,-3.03,significant_down,65,,33,pcyA,down,1,33.0,12h,Read N-dep
PMM0160,up,2.66,significant_up,94,50,,ndhA,up,1,50.0,12h,Read N-dep
PMM0075,up,1.95,significant_up,186,85,,,up,1,85.0,12h,Read N-dep
PMM0870,down,-2.68,significant_down,92,,43,rpmG,down,1,43.0,12h,Read N-dep
PMM0201,down,-2.45,significant_down,119,,55,rplL,down,1,55.0,12h,Read N-dep
PMM1135,up,2.58,significant_up,104,54,,hli,up,1,54.0,12h,Read N-dep
PMM0494,down,-1.78,significant_down,217,,100,ppa,down,1,100.0,12h,Read N-dep
PMM0936,up,0.36,not_significant,671,,,umuD,,0,,12h,Read N-dep
PMM1655,down,-1.04,not_significant,416,,,tig,,0,,12h,Read N-dep
PMM1314,up,2.91,significant_up,74,38,,clpP3,up,1,38.0,12h,Read N-dep
PMM1409,up,2.23,significant_up,150,75,,,up,1,75.0,12h,Read N-dep
PMM1149,up,1.55,not_significant,274,,,,,0,,12h,Read N-dep
PMM0410,down,-2.04,significant_down,175,,81,rpsD,down,1,81.0,12h,Read N-dep
PMM1536,down,-2.8,significant_down,83,,39,rpsK,down,1,39.0,12h,Read N-dep
PMM0751,down,-2.72,significant_down,87,,40,,down,1,40.0,12h,Read N-dep
PMM0858,up,2.89,significant_up,76,40,,,up,1,40.0,12h,Read N-dep
PMM1609,down,-2.59,significant_down,102,,49,fabF,down,1,49.0,12h,Read N-dep
PMM0329,down,-2.52,significant_down,110,,51,psaE,down,1,51.0,12h,Read N-dep
PMM0348,down,-2.28,significant_down,140,,65,,down,1,65.0,12h,Read N-dep
PMM1437,down,-2.63,significant_down,97,,46,groES,down,1,46.0,12h,Read N-dep
PMM0035,up,2.04,not_significant,177,,,PSTA,,0,,12h,Read N-dep
PMM0120,up,1.65,not_significant,252,,,sulA,,0,,12h,Read N-dep
PMM1011,down,,,,,,,,0,,12h,Read N-dep
PMM0145,up,2.07,significant_up,169,81,,ndhM,up,1,81.0,12h,Read N-dep
PMM1412,up,2.02,not_significant,180,,,,,0,,12h,Read N-dep
PMM1532,down,-2.19,significant_down,156,,71,rplM,down,1,71.0,12h,Read N-dep
PMM1678,up,2.21,significant_up,155,77,,,up,1,77.0,12h,Read N-dep
PMM0214,down,-2.59,significant_down,101,,48,sul3,down,1,48.0,12h,Read N-dep
PMM1312,up,2.68,significant_up,93,49,,yacL,up,1,49.0,12h,Read N-dep
PMM0770,up,2.53,significant_up,108,57,,gnd,up,1,57.0,12h,Read N-dep
PMM0428,down,-1.92,significant_down,192,,88,chlG,down,1,88.0,12h,Read N-dep
PMM1490,up,2.1,significant_up,165,80,,deg1,up,1,80.0,12h,Read N-dep
PMM0988,up,2.25,significant_up,146,73,,,up,1,73.0,12h,Read N-dep
PMM0647,up,2.58,significant_up,103,53,,,up,1,53.0,12h,Read N-dep
PMM0203,down,-2.46,significant_down,116,,53,rplA,down,1,53.0,12h,Read N-dep
PMM0251,down,-2.46,significant_down,117,,54,psbH,down,1,54.0,12h,Read N-dep
PMM0651,up,0.04,not_significant,814,,,,,0,,12h,Read N-dep
PMM0797,down,-2.25,significant_down,144,,67,,down,1,67.0,12h,Read N-dep
PMM1055,down,-1.42,not_significant,309,,,chlI,,0,,12h,Read N-dep
PMM0312,down,-2.38,significant_down,129,,60,rpsA1,down,1,60.0,12h,Read N-dep
PMM1109,down,,,,,,,,0,,12h,Read N-dep
PMM0626,up,2.23,not_significant,151,,,,,0,,12h,Read N-dep
PMM0502,up,2.45,significant_up,120,64,,ycf41,up,1,64.0,12h,Read N-dep
PMM0869,down,-2.25,significant_down,145,,68,rpsR,down,1,68.0,12h,Read N-dep
PMM1534,down,-0.82,not_significant,498,,,rplQ,,0,,12h,Read N-dep
PMM0046,down,-1.93,significant_down,191,,87,ndk,down,1,87.0,12h,Read N-dep
PMM0204,down,-1.53,significant_down,279,,117,rplK,down,1,117.0,12h,Read N-dep
PMM1544,down,-0.76,not_significant,517,,,rplF,,0,,12h,Read N-dep
PMM0480,up,2.4,significant_up,127,67,,,up,1,67.0,12h,Read N-dep
PMM0964,up,2.37,significant_up,132,69,,ureB,up,1,69.0,12h,Read N-dep
PMM0864,down,-1.7,significant_down,240,,105,,down,1,105.0,12h,Read N-dep
PMM1128,up,1.87,significant_up,200,87,,hli15,up,1,87.0,12h,Read N-dep
PMM0511,down,-1.76,significant_down,220,,101,ppa,down,1,101.0,12h,Read N-dep
PMM0691,down,0.23,not_significant,719,,,,,0,,12h,Read N-dep
PMM0356,down,-1.54,not_significant,276,,,pip,,0,,12h,Read N-dep
PMM1154,up,1.98,significant_up,184,84,,ilvN,up,1,84.0,12h,Read N-dep
PMM0784,down,-1.99,significant_down,182,,84,accD,down,1,84.0,12h,Read N-dep
PMM1183,down,-1.49,significant_down,290,,119,rpmH,down,1,119.0,12h,Read N-dep
PMM1146,up,1.42,not_significant,310,,,pntA2,,0,,12h,Read N-dep
PMM0969,up,1.75,significant_up,224,89,,ureG,up,1,89.0,12h,Read N-dep
PMM1643,down,-0.7,not_significant,535,,,ribH,,0,,12h,Read N-dep
PMM0560,down,-0.82,not_significant,499,,,hisG,,0,,12h,Read N-dep
PMM0510,down,-1.85,significant_down,203,,94,,down,1,94.0,12h,Read N-dep
PMM0273,down,-1.81,significant_down,207,,96,mviM,down,1,96.0,12h,Read N-dep
PMM1607,down,-1.79,significant_down,214,,99,psaC,down,1,99.0,12h,Read N-dep
PMM0930,down,-0.98,not_significant,436,,,phdB,,0,,12h,Read N-dep
PMM1440,down,-1.6,significant_down,261,,113,ycf65,down,1,113.0,12h,Read N-dep
PMM1442,up,1.57,not_significant,267,,,pepP,,0,,12h,Read N-dep
PMM0906,down,-0.14,not_significant,761,,,psaK,,0,,12h,Read N-dep
PMM0769,down,-1.61,significant_down,257,,110,glgC,down,1,110.0,12h,Read N-dep
PMM0296,down,-1.61,significant_down,258,,111,ycf48,down,1,111.0,12h,Read N-dep
PMM0206,down,-1.11,not_significant,393,,,secE,,0,,12h,Read N-dep
PMM0753,down,-1.29,significant_down,341,,125,rpsB,down,1,125.0,12h,Read N-dep
PMM0026,down,-1.42,not_significant,308,,,efp,,0,,12h,Read N-dep
PMM0142,down,,,,,,,,0,,12h,Read N-dep
PMM0844,down,-1.58,not_significant,266,,,cycI1,,0,,12h,Read N-dep
PMM0030,up,4.93,significant_up,5,3,,,up,1,3.0,24h,Read N-dep
PMM0337,up,8.45,significant_up,1,1,,,up,1,1.0,24h,Read N-dep
PMM0346,down,-6.53,significant_down,2,,1,,down,1,1.0,24h,Read N-dep
PMM0370,up,3.84,significant_up,31,14,,cynA,up,1,14.0,24h,Read N-dep
PMM0550,down,-1.28,not_significant,361,,,rbcL,,0,,24h,Read N-dep
PMM1453,down,-5.56,significant_down,3,,2,atpF,down,1,2.0,24h,Read N-dep
PMM1452,down,-4.69,significant_down,7,,4,atpD,down,1,4.0,24h,Read N-dep
PMM0690,up,4.37,significant_up,10,4,,hli,up,1,4.0,24h,Read N-dep
PMM1454,down,-4.92,significant_down,6,,3,atpG,down,1,3.0,24h,Read N-dep
PMM1404,up,5.09,significant_up,4,2,,hli,up,1,2.0,24h,Read N-dep
PMM0920,up,2.45,significant_up,133,63,,glnA,up,1,63.0,24h,Read N-dep
PMM0970,up,2.8,significant_up,104,50,,urtA,up,1,50.0,24h,Read N-dep
PMM0699,down,-2.12,significant_down,179,,93,,down,1,93.0,24h,Read N-dep
PMM1557,down,-1.14,not_significant,404,,,rplD,,0,,24h,Read N-dep
PMM1390,up,4.01,significant_up,23,9,,hli,up,1,9.0,24h,Read N-dep
PMM1455,down,-4.35,significant_down,11,,7,atpH,down,1,7.0,24h,Read N-dep
PMM0818,up,4.26,significant_up,12,5,,hli,up,1,5.0,24h,Read N-dep
PMM0453,down,-4.63,significant_down,8,,5,fabG,down,1,5.0,24h,Read N-dep
PMM0689,up,3.44,significant_up,52,26,,hli,up,1,26.0,24h,Read N-dep
PMM1706,down,-2.2,significant_down,166,,88,rpsF,down,1,88.0,24h,Read N-dep
PMM0365,up,4.11,significant_up,19,6,,,up,1,6.0,24h,Read N-dep
PMM0246,up,2.17,significant_up,172,81,,ntcA,up,1,81.0,24h,Read N-dep
PMM0336,up,1.33,not_significant,346,,,PTOX,,0,,24h,Read N-dep
PMM1451,down,-3.17,significant_down,69,,38,atpA,down,1,38.0,24h,Read N-dep
PMM0901,down,-1.84,significant_down,226,,117,htpG,down,1,117.0,24h,Read N-dep
PMM0687,up,3.13,significant_up,70,32,,,up,1,32.0,24h,Read N-dep
PMM0374,up,2.23,significant_up,163,77,,tatA,up,1,77.0,24h,Read N-dep
PMM0583,down,-4.21,significant_down,13,,8,hemE,down,1,8.0,24h,Read N-dep
PMM1558,down,-4.05,significant_down,21,,14,rplC,down,1,14.0,24h,Read N-dep
PMM0447,up,3.76,significant_up,34,16,,ctaA,up,1,16.0,24h,Read N-dep
PMM0452,down,-2.3,significant_down,149,,79,groL2,down,1,79.0,24h,Read N-dep
PMM0334,up,2.84,significant_up,98,48,,,up,1,48.0,24h,Read N-dep
PMM0549,down,-3.04,significant_down,81,,42,csoS1A,down,1,42.0,24h,Read N-dep
PMM1541,down,-3.24,significant_down,63,,34,rplO,down,1,34.0,24h,Read N-dep
PMM0272,down,-4.18,significant_down,14,,9,psbK,down,1,9.0,24h,Read N-dep
PMM0819,up,3.96,significant_up,27,11,,,up,1,11.0,24h,Read N-dep
PMM1538,down,-4.17,significant_down,15,,10,rpmJ,down,1,10.0,24h,Read N-dep
PMM1520,down,-2.68,significant_down,110,,59,psaI,down,1,59.0,24h,Read N-dep
PMM1537,down,-4.16,significant_down,16,,11,rpsM,down,1,11.0,24h,Read N-dep
PMM1396,up,3.09,significant_up,73,34,,hli,up,1,34.0,24h,Read N-dep
PMM0684,up,3.38,significant_up,55,27,,,up,1,27.0,24h,Read N-dep
PMM1397,up,3.91,significant_up,29,12,,hli,up,1,12.0,24h,Read N-dep
PMM0552,down,-2.02,significant_down,194,,101,csoS2,down,1,101.0,24h,Read N-dep
PMM0785,down,-4.13,significant_down,17,,12,prkB,down,1,12.0,24h,Read N-dep
PMM1523,down,-1.56,significant_down,277,,136,psaB,down,1,136.0,24h,Read N-dep
PMM1519,down,-2.0,significant_down,200,,105,psaL,down,1,105.0,24h,Read N-dep
PMM1556,down,-2.11,significant_down,181,,95,rplW,down,1,95.0,24h,Read N-dep
PMM1507,down,-2.01,significant_down,198,,103,rpsJ,down,1,103.0,24h,Read N-dep
PMM0876,down,-2.18,significant_down,171,,90,,down,1,90.0,24h,Read N-dep
PMM1134,up,2.87,significant_up,95,46,,,up,1,46.0,24h,Read N-dep
PMM1457,down,-3.62,significant_down,39,,21,atp1,down,1,21.0,24h,Read N-dep
PMM1700,up,3.8,significant_up,33,15,,acnB,up,1,15.0,24h,Read N-dep
PMM0710,down,-4.0,significant_down,24,,15,pstS,down,1,15.0,24h,Read N-dep
PMM1385,up,2.89,significant_up,94,45,,hli,up,1,45.0,24h,Read N-dep
PMM0605,down,-3.91,significant_down,28,,17,,down,1,17.0,24h,Read N-dep
PMM1554,down,-2.15,significant_down,174,,91,rpsS,down,1,91.0,24h,Read N-dep
PMM1350,down,-3.97,significant_down,26,,16,,down,1,16.0,24h,Read N-dep
PMM0971,up,1.39,not_significant,326,,,urtB,,0,,24h,Read N-dep
PMM0548,up,2.96,significant_up,88,42,,rdgB,up,1,42.0,24h,Read N-dep
PMM1262,up,2.02,significant_up,196,91,,lexA,up,1,91.0,24h,Read N-dep
PMM0540,down,-3.57,significant_down,42,,22,psaM,down,1,22.0,24h,Read N-dep
PMM0371,up,2.65,significant_up,112,52,,cynB,up,1,52.0,24h,Read N-dep
PMM0817,up,3.66,significant_up,37,18,,hli,up,1,18.0,24h,Read N-dep
PMM0306,down,-3.8,significant_down,32,,18,cpeS,down,1,18.0,24h,Read N-dep
PMM1562,up,3.38,significant_up,56,28,,recA,up,1,28.0,24h,Read N-dep
PMM1553,down,-2.42,significant_down,138,,74,rplV,down,1,74.0,24h,Read N-dep
PMM1375,down,-2.86,significant_down,96,,50,,down,1,50.0,24h,Read N-dep
PMM1074,up,1.48,not_significant,302,,,zwf,,0,,24h,Read N-dep
PMM0781,down,-1.53,significant_down,285,,142,fbaA,down,1,142.0,24h,Read N-dep
PMM0726,up,3.59,significant_up,40,19,,,up,1,19.0,24h,Read N-dep
PMM1672,up,2.04,significant_up,190,90,,desC4,up,1,90.0,24h,Read N-dep
PMM1402,down,-1.52,not_significant,290,,,,,0,,24h,Read N-dep
PMM0469,down,-3.27,significant_down,61,,32,psaF,down,1,32.0,24h,Read N-dep
PMM0996,up,2.19,significant_up,170,80,,,up,1,80.0,24h,Read N-dep
PMM1298,down,-2.51,significant_down,128,,69,lpdA,down,1,69.0,24h,Read N-dep
PMM0599,down,-3.64,significant_down,38,,20,,down,1,20.0,24h,Read N-dep
PMM0087,up,3.49,significant_up,47,23,,,up,1,23.0,24h,Read N-dep
PMM0468,down,-2.93,significant_down,91,,49,psaJ,down,1,49.0,24h,Read N-dep
PMM1384,up,3.0,significant_up,86,41,,hli,up,1,41.0,24h,Read N-dep
PMM1552,down,-2.56,significant_down,122,,66,rpsC,down,1,66.0,24h,Read N-dep
PMM0363,up,1.66,significant_up,255,109,,,up,1,109.0,24h,Read N-dep
PMM0965,up,3.08,significant_up,77,37,,ureA,up,1,37.0,24h,Read N-dep
PMM1623,up,3.08,significant_up,78,38,,ssb,up,1,38.0,24h,Read N-dep
PMM0810,up,1.63,not_significant,262,,,,,0,,24h,Read N-dep
PMM1511,down,-3.29,significant_down,59,,31,rpsL,down,1,31.0,24h,Read N-dep
PMM0767,down,-1.48,significant_down,301,,145,fbp-sbp,down,1,145.0,24h,Read N-dep
PMM0314,down,-1.53,significant_down,286,,143,psbT,down,1,143.0,24h,Read N-dep
PMM0364,up,3.47,significant_up,49,25,,,up,1,25.0,24h,Read N-dep
PMM0307,down,-3.44,significant_down,51,,26,unk6,down,1,26.0,24h,Read N-dep
PMM1555,down,-2.54,significant_down,125,,68,rplB,down,1,68.0,24h,Read N-dep
PMM0491,up,1.95,significant_up,209,94,,phhB,up,1,94.0,24h,Read N-dep
PMM0987,down,-3.56,significant_down,44,,24,rpsU,down,1,24.0,24h,Read N-dep
PMM1456,down,-2.29,significant_down,155,,82,atpI,down,1,82.0,24h,Read N-dep
PMM0766,down,-2.4,significant_down,140,,75,rpe,down,1,75.0,24h,Read N-dep
PMM0245,up,1.58,significant_up,273,115,,cobO2,up,1,115.0,24h,Read N-dep
PMM1608,down,-3.46,significant_down,50,,25,acpP,down,1,25.0,24h,Read N-dep
PMM1545,down,-1.0,not_significant,455,,,rpsH,,0,,24h,Read N-dep
PMM1578,down,-1.59,significant_down,271,,133,psaD,down,1,133.0,24h,Read N-dep
PMM1644,down,-3.4,significant_down,53,,27,psbZ,down,1,27.0,24h,Read N-dep
PMM0446,up,2.06,significant_up,187,89,,ctaCI,up,1,89.0,24h,Read N-dep
PMM0754,down,-1.27,significant_down,364,,161,tsf,down,1,161.0,24h,Read N-dep
PMM0429,down,-3.39,significant_down,54,,28,petP,down,1,28.0,24h,Read N-dep
PMM1601,up,2.14,significant_up,177,85,,glgP,up,1,85.0,24h,Read N-dep
PMM1662,down,-2.32,significant_down,147,,77,rplT,down,1,77.0,24h,Read N-dep
PMM1345,down,-2.84,significant_down,99,,51,rpmA,down,1,51.0,24h,Read N-dep
PMM1610,down,-1.86,significant_down,221,,115,tktA,down,1,115.0,24h,Read N-dep
PMM1336,down,-1.34,not_significant,343,,,fabZ,,0,,24h,Read N-dep
PMM0202,down,-2.46,significant_down,132,,70,rplJ,down,1,70.0,24h,Read N-dep
PMM1285,down,-3.29,significant_down,58,,30,rpsP,down,1,30.0,24h,Read N-dep
PMM1542,down,-2.83,significant_down,100,,52,rpsE,down,1,52.0,24h,Read N-dep
PMM0368,up,2.58,significant_up,118,53,,,up,1,53.0,24h,Read N-dep
PMM1661,down,-2.81,significant_down,101,,53,rpmI,down,1,53.0,24h,Read N-dep
PMM1438,down,-3.18,significant_down,68,,37,atpB,down,1,37.0,24h,Read N-dep
PMM0747,down,-2.43,significant_down,136,,73,pcyA,down,1,73.0,24h,Read N-dep
PMM0160,up,3.11,significant_up,72,33,,ndhA,up,1,33.0,24h,Read N-dep
PMM0075,up,2.41,significant_up,139,65,,,up,1,65.0,24h,Read N-dep
PMM0870,down,-3.22,significant_down,65,,35,rpmG,down,1,35.0,24h,Read N-dep
PMM0201,down,-2.3,significant_down,148,,78,rplL,down,1,78.0,24h,Read N-dep
PMM1135,up,2.56,significant_up,121,56,,hli,up,1,56.0,24h,Read N-dep
PMM0494,down,-1.69,significant_down,247,,126,ppa,down,1,126.0,24h,Read N-dep
PMM0936,up,2.3,significant_up,152,73,,umuD,up,1,73.0,24h,Read N-dep
PMM1655,down,-1.37,significant_down,331,,154,tig,down,1,154.0,24h,Read N-dep
PMM1314,up,3.0,significant_up,85,40,,clpP3,up,1,40.0,24h,Read N-dep
PMM1409,up,3.07,significant_up,79,39,,,up,1,39.0,24h,Read N-dep
PMM1149,up,2.92,significant_up,92,43,,,up,1,43.0,24h,Read N-dep
PMM0410,down,-1.68,significant_down,248,,127,rpsD,down,1,127.0,24h,Read N-dep
PMM1536,down,-3.01,significant_down,84,,45,rpsK,down,1,45.0,24h,Read N-dep
PMM0751,down,-2.8,significant_down,102,,54,,down,1,54.0,24h,Read N-dep
PMM0858,up,2.8,significant_up,103,49,,,up,1,49.0,24h,Read N-dep
PMM1609,down,-3.09,significant_down,74,,40,fabF,down,1,40.0,24h,Read N-dep
PMM0329,down,-2.13,significant_down,178,,92,psaE,down,1,92.0,24h,Read N-dep
PMM0348,down,-0.77,not_significant,542,,,,,0,,24h,Read N-dep
