locus_tag,direction,log2fc,expression_status,rank,rank_up,rank_down,gene_name,de_direction,concordance,dir_rank,timepoint,label
PMM0996,up,0.631988525390624,not_significant,291,,,,,0,,day 18,Weissberg proteomics coculture
PMM1298,down,-0.0308698018391929,not_significant,1348,,,lpdA,,0,,day 18,Weissberg proteomics coculture
PMM0599,down,-0.695526758829751,not_significant,238,,,,,0,,day 18,Weissberg proteomics coculture
PMM0087,up,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0468,down,0.393079121907552,not_significant,595,,,psaJ,,0,,day 18,Weissberg proteomics coculture
PMM1384,up,,,,,,hli,,0,,day 18,Weissberg proteomics coculture
PMM1552,down,-0.855462392171217,not_significant,142,,,rpsC,,0,,day 18,Weissberg proteomics coculture
PMM0363,up,0.567150115966796,not_significant,363,,,,,0,,day 18,Weissberg proteomics coculture
PMM0965,up,2.13397534688314,significant_up,8,8,,ureA,up,1,8.0,day 18,Weissberg proteomics coculture
PMM1623,up,0.182466506958008,not_significant,989,,,ssb,,0,,day 18,Weissberg proteomics coculture
PMM0810,up,0.439077377319337,not_significant,533,,,,,0,,day 18,Weissberg proteomics coculture
PMM1511,down,-0.501661300659179,not_significant,437,,,rpsL,,0,,day 18,Weissberg proteomics coculture
PMM0767,down,-0.0707937876383493,not_significant,1242,,,fbp-sbp,,0,,day 18,Weissberg proteomics coculture
PMM0314,down,,,,,,psbT,,0,,day 18,Weissberg proteomics coculture
PMM0364,up,1.06508763631185,not_significant,71,,,,,0,,day 18,Weissberg proteomics coculture
PMM0307,down,,,,,,unk6,,0,,day 18,Weissberg proteomics coculture
PMM1555,down,-0.84561983744303,not_significant,148,,,rplB,,0,,day 18,Weissberg proteomics coculture
PMM0491,up,-0.520099639892578,not_significant,416,,,phhB,,0,,day 18,Weissberg proteomics coculture
PMM0987,down,-0.740111668904621,not_significant,195,,,rpsU,,0,,day 18,Weissberg proteomics coculture
PMM1456,down,-0.109459559122719,not_significant,1155,,,atpI,,0,,day 18,Weissberg proteomics coculture
PMM0766,down,0.0249309539794922,not_significant,1364,,,rpe,,0,,day 18,Weissberg proteomics coculture
PMM0245,up,,,,,,cobO2,,0,,day 18,Weissberg proteomics coculture
PMM1608,down,-1.78744379679362,not_significant,14,,,acpP,,0,,day 18,Weissberg proteomics coculture
PMM1545,down,-0.925361633300777,not_significant,113,,,rpsH,,0,,day 18,Weissberg proteomics coculture
PMM1578,down,-0.171993891398112,not_significant,1011,,,psaD,,0,,day 18,Weissberg proteomics coculture
PMM1644,down,,,,,,psbZ,,0,,day 18,Weissberg proteomics coculture
PMM0446,up,0.064371109008789,not_significant,1264,,,ctaCI,,0,,day 18,Weissberg proteomics coculture
PMM0754,down,-0.0234184265136697,not_significant,1368,,,tsf,,0,,day 18,Weissberg proteomics coculture
PMM0429,down,,,,,,petP,,0,,day 18,Weissberg proteomics coculture
PMM1601,up,0.924508412679035,not_significant,114,,,glgP,,0,,day 18,Weissberg proteomics coculture
PMM1662,down,-1.36158434549968,not_significant,39,,,rplT,,0,,day 18,Weissberg proteomics coculture
PMM1345,down,-0.95627784729004,not_significant,104,,,rpmA,,0,,day 18,Weissberg proteomics coculture
PMM1610,down,-0.55055872599284,not_significant,377,,,tktA,,0,,day 18,Weissberg proteomics coculture
PMM1336,down,0.325578689575198,not_significant,700,,,fabZ,,0,,day 18,Weissberg proteomics coculture
PMM0202,down,-0.62132199605306,not_significant,300,,,rplJ,,0,,day 18,Weissberg proteomics coculture
PMM1285,down,-0.803639729817713,not_significant,165,,,rpsP,,0,,day 18,Weissberg proteomics coculture
PMM1542,down,-1.12462615966797,not_significant,60,,,rpsE,,0,,day 18,Weissberg proteomics coculture
PMM0368,up,0.737229029337566,not_significant,197,,,,,0,,day 18,Weissberg proteomics coculture
PMM1661,down,,,,,,rpmI,,0,,day 18,Weissberg proteomics coculture
PMM1438,down,-0.0687383015950553,not_significant,1249,,,atpB,,0,,day 18,Weissberg proteomics coculture
PMM0747,down,-0.474648793538412,not_significant,487,,,pcyA,,0,,day 18,Weissberg proteomics coculture
PMM0160,up,0.619176864624023,not_significant,303,,,ndhA,,0,,day 18,Weissberg proteomics coculture
PMM0075,up,-0.0933704376220708,not_significant,1193,,,,,0,,day 18,Weissberg proteomics coculture
PMM0870,down,-1.15419705708822,not_significant,57,,,rpmG,,0,,day 18,Weissberg proteomics coculture
PMM0201,down,-0.396136601765951,not_significant,593,,,rplL,,0,,day 18,Weissberg proteomics coculture
PMM1135,up,-1.93442090352377,not_significant,9,,,hli,,0,,day 18,Weissberg proteomics coculture
PMM0494,down,-0.025269826253254,not_significant,1361,,,ppa,,0,,day 18,Weissberg proteomics coculture
PMM0936,up,,,,,,umuD,,0,,day 18,Weissberg proteomics coculture
PMM1655,down,-0.988426844278973,not_significant,95,,,tig,,0,,day 18,Weissberg proteomics coculture
PMM1314,up,-0.215981801350914,not_significant,916,,,clpP3,,0,,day 18,Weissberg proteomics coculture
PMM1409,up,0.686138153076173,not_significant,247,,,,,0,,day 18,Weissberg proteomics coculture
PMM1149,up,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0410,down,-0.979467391967773,not_significant,97,,,rpsD,,0,,day 18,Weissberg proteomics coculture
PMM1536,down,-1.19998868306478,not_significant,51,,,rpsK,,0,,day 18,Weissberg proteomics coculture
PMM0751,down,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0858,up,0.631452560424802,not_significant,292,,,,,0,,day 18,Weissberg proteomics coculture
PMM1609,down,-0.0677808125813772,not_significant,1254,,,fabF,,0,,day 18,Weissberg proteomics coculture
PMM0329,down,-0.489455540974936,not_significant,459,,,psaE,,0,,day 18,Weissberg proteomics coculture
PMM0348,down,1.48876698811849,not_significant,32,,,,,0,,day 18,Weissberg proteomics coculture
PMM1437,down,-0.276283264160155,not_significant,798,,,groES,,0,,day 18,Weissberg proteomics coculture
PMM0035,up,0.614896774291992,not_significant,305,,,PSTA,,0,,day 18,Weissberg proteomics coculture
PMM0120,up,0.850372950236002,not_significant,144,,,sulA,,0,,day 18,Weissberg proteomics coculture
PMM1011,down,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0145,up,0.171415328979492,not_significant,1012,,,ndhM,,0,,day 18,Weissberg proteomics coculture
PMM1412,up,0.610559463500977,not_significant,308,,,,,0,,day 18,Weissberg proteomics coculture
PMM1532,down,-0.907707850138347,not_significant,119,,,rplM,,0,,day 18,Weissberg proteomics coculture
PMM1678,up,0.25180244445801,not_significant,849,,,,,0,,day 18,Weissberg proteomics coculture
PMM0214,down,-0.632317860921222,not_significant,290,,,sul3,,0,,day 18,Weissberg proteomics coculture
PMM1312,up,0.741057078043621,not_significant,192,,,yacL,,0,,day 18,Weissberg proteomics coculture
PMM0770,up,0.907894134521483,not_significant,117,,,gnd,,0,,day 18,Weissberg proteomics coculture
PMM0428,down,-0.23291651407877,not_significant,890,,,chlG,,0,,day 18,Weissberg proteomics coculture
PMM1490,up,-0.0799592336018869,not_significant,1221,,,deg1,,0,,day 18,Weissberg proteomics coculture
PMM0988,up,0.65934944152832,not_significant,270,,,,,0,,day 18,Weissberg proteomics coculture
PMM0647,up,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0203,down,-0.45306205749512,not_significant,505,,,rplA,,0,,day 18,Weissberg proteomics coculture
PMM0251,down,-0.479388554890956,not_significant,477,,,psbH,,0,,day 18,Weissberg proteomics coculture
PMM0651,up,0.864004770914715,not_significant,136,,,,,0,,day 18,Weissberg proteomics coculture
PMM0797,down,-0.220191319783527,not_significant,907,,,,,0,,day 18,Weissberg proteomics coculture
PMM1055,down,-0.0815308888753234,not_significant,1216,,,chlI,,0,,day 18,Weissberg proteomics coculture
PMM0312,down,-1.03121757507324,significant_down,77,,10,rpsA1,down,1,10.0,day 18,Weissberg proteomics coculture
PMM1109,down,-0.0744088490804011,not_significant,1236,,,,,0,,day 18,Weissberg proteomics coculture
PMM0626,up,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0502,up,-0.24223200480143,not_significant,868,,,ycf41,,0,,day 18,Weissberg proteomics coculture
PMM0869,down,-0.42664845784505,not_significant,556,,,rpsR,,0,,day 18,Weissberg proteomics coculture
PMM1534,down,-0.74058214823405,not_significant,193,,,rplQ,,0,,day 18,Weissberg proteomics coculture
PMM0046,down,-0.259084701538084,not_significant,836,,,ndk,,0,,day 18,Weissberg proteomics coculture
PMM0204,down,-0.288470586140946,not_significant,763,,,rplK,,0,,day 18,Weissberg proteomics coculture
PMM1544,down,-0.72261238098144,not_significant,205,,,rplF,,0,,day 18,Weissberg proteomics coculture
PMM0480,up,0.588357925415039,not_significant,336,,,,,0,,day 18,Weissberg proteomics coculture
PMM0964,up,1.52424176534017,significant_up,28,15,,ureB,up,1,15.0,day 18,Weissberg proteomics coculture
PMM0864,down,-0.0705947875976567,not_significant,1243,,,,,0,,day 18,Weissberg proteomics coculture
PMM1128,up,0.185466130574544,not_significant,982,,,hli15,,0,,day 18,Weissberg proteomics coculture
PMM0511,down,-0.0313911437988286,not_significant,1347,,,ppa,,0,,day 18,Weissberg proteomics coculture
PMM0691,down,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0356,down,0.287361145019531,not_significant,766,,,pip,,0,,day 18,Weissberg proteomics coculture
PMM1154,up,0.886056264241539,not_significant,129,,,ilvN,,0,,day 18,Weissberg proteomics coculture
PMM0784,down,-0.44891802469889,not_significant,515,,,accD,,0,,day 18,Weissberg proteomics coculture
PMM1183,down,,,,,,rpmH,,0,,day 18,Weissberg proteomics coculture
PMM1146,up,0.097623189290367,not_significant,1186,,,pntA2,,0,,day 18,Weissberg proteomics coculture
PMM0969,up,0.539325078328448,not_significant,390,,,ureG,,0,,day 18,Weissberg proteomics coculture
PMM1643,down,0.379962285359701,not_significant,616,,,ribH,,0,,day 18,Weissberg proteomics coculture
PMM0560,down,0.177570978800456,not_significant,998,,,hisG,,0,,day 18,Weissberg proteomics coculture
PMM0510,down,,,,,,,,0,,day 18,Weissberg proteomics coculture
PMM0273,down,-0.358898162841793,not_significant,644,,,mviM,,0,,day 18,Weissberg proteomics coculture
PMM1607,down,-0.173430124918617,not_significant,1008,,,psaC,,0,,day 18,Weissberg proteomics coculture
PMM0930,down,-0.0432497660319027,not_significant,1314,,,phdB,,0,,day 18,Weissberg proteomics coculture
PMM1440,down,-1.68563524881999,significant_down,19,,2,ycf65,down,1,2.0,day 18,Weissberg proteomics coculture
PMM1442,up,0.465131759643555,not_significant,497,,,pepP,,0,,day 18,Weissberg proteomics coculture
PMM0906,down,,,,,,psaK,,0,,day 18,Weissberg proteomics coculture
PMM0769,down,0.260730107625327,not_significant,833,,,glgC,,0,,day 18,Weissberg proteomics coculture
PMM0296,down,-0.523151397705077,not_significant,412,,,ycf48,,0,,day 18,Weissberg proteomics coculture
PMM0206,down,-0.615606943766278,not_significant,304,,,secE,,0,,day 18,Weissberg proteomics coculture
PMM0753,down,-0.84960428873698,not_significant,145,,,rpsB,,0,,day 18,Weissberg proteomics coculture
PMM0026,down,-0.017330169677737,not_significant,1379,,,efp,,0,,day 18,Weissberg proteomics coculture
PMM0142,down,-1.17525482177735,not_significant,54,,,,,0,,day 18,Weissberg proteomics coculture
PMM0844,down,-1.24040222167968,not_significant,43,,,cycI1,,0,,day 18,Weissberg proteomics coculture
PMM0030,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM0337,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM0346,down,-1.43406105041504,significant_down,108,,56,,down,1,56.0,day 31,Weissberg proteomics coculture
PMM0370,up,3.36823590596517,significant_up,4,3,,cynA,up,1,3.0,day 31,Weissberg proteomics coculture
PMM0550,down,0.363890329996747,not_significant,847,,,rbcL,,0,,day 31,Weissberg proteomics coculture
PMM1453,down,-0.72144190470378,not_significant,475,,,atpF,,0,,day 31,Weissberg proteomics coculture
PMM1452,down,-0.4726816813151,not_significant,718,,,atpD,,0,,day 31,Weissberg proteomics coculture
PMM0690,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM1454,down,-0.662731806437173,not_significant,532,,,atpG,,0,,day 31,Weissberg proteomics coculture
PMM1404,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0920,up,2.94569333394369,significant_up,11,9,,glnA,up,1,9.0,day 31,Weissberg proteomics coculture
PMM0970,up,2.26979764302572,significant_up,21,13,,urtA,up,1,13.0,day 31,Weissberg proteomics coculture
PMM0699,down,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM1557,down,-1.42333475748698,significant_down,111,,58,rplD,down,1,58.0,day 31,Weissberg proteomics coculture
PMM1390,up,-0.810479164123538,not_significant,393,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM1455,down,,,,,,atpH,,0,,day 31,Weissberg proteomics coculture
PMM0818,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0453,down,-0.536025365193683,not_significant,644,,,fabG,,0,,day 31,Weissberg proteomics coculture
PMM0689,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM1706,down,-0.223444620768229,not_significant,1041,,,rpsF,,0,,day 31,Weissberg proteomics coculture
PMM0365,up,2.15016555786133,significant_up,27,17,,,up,1,17.0,day 31,Weissberg proteomics coculture
PMM0246,up,2.23080062866211,significant_up,24,15,,ntcA,up,1,15.0,day 31,Weissberg proteomics coculture
PMM0336,up,1.85375467936198,significant_up,53,26,,PTOX,up,1,26.0,day 31,Weissberg proteomics coculture
PMM1451,down,-0.718907038370764,not_significant,477,,,atpA,,0,,day 31,Weissberg proteomics coculture
PMM0901,down,-0.663478851318365,not_significant,531,,,htpG,,0,,day 31,Weissberg proteomics coculture
PMM0687,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM0374,up,,,,,,tatA,,0,,day 31,Weissberg proteomics coculture
PMM0583,down,-0.463083267211914,not_significant,733,,,hemE,,0,,day 31,Weissberg proteomics coculture
PMM1558,down,-1.21080271402995,significant_down,173,,91,rplC,down,1,91.0,day 31,Weissberg proteomics coculture
PMM0447,up,,,,,,ctaA,,0,,day 31,Weissberg proteomics coculture
PMM0452,down,0.0850893656412746,not_significant,1297,,,groL2,,0,,day 31,Weissberg proteomics coculture
PMM0334,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM0549,down,1.04978624979655,significant_up,247,99,,csoS1A,up,-1,99.0,day 31,Weissberg proteomics coculture
PMM1541,down,-2.08878707885742,significant_down,36,,14,rplO,down,1,14.0,day 31,Weissberg proteomics coculture
PMM0272,down,,,,,,psbK,,0,,day 31,Weissberg proteomics coculture
PMM0819,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM1538,down,,,,,,rpmJ,,0,,day 31,Weissberg proteomics coculture
PMM1520,down,,,,,,psaI,,0,,day 31,Weissberg proteomics coculture
PMM1537,down,-1.98849614461263,significant_down,44,,20,rpsM,down,1,20.0,day 31,Weissberg proteomics coculture
PMM1396,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0684,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM1397,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0552,down,0.541707356770833,not_significant,634,,,csoS2,,0,,day 31,Weissberg proteomics coculture
PMM0785,down,-0.448930104573569,not_significant,745,,,prkB,,0,,day 31,Weissberg proteomics coculture
PMM1523,down,-1.05448659261067,significant_down,244,,120,psaB,down,1,120.0,day 31,Weissberg proteomics coculture
PMM1519,down,-0.84500630696615,not_significant,370,,,psaL,,0,,day 31,Weissberg proteomics coculture
PMM1556,down,-0.903602600097656,not_significant,328,,,rplW,,0,,day 31,Weissberg proteomics coculture
PMM1507,down,-1.39427439371745,significant_down,117,,64,rpsJ,down,1,64.0,day 31,Weissberg proteomics coculture
PMM0876,down,0.270601908365879,not_significant,973,,,,,0,,day 31,Weissberg proteomics coculture
PMM1134,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM1457,down,0.30169614156087,not_significant,935,,,atp1,,0,,day 31,Weissberg proteomics coculture
PMM1700,up,1.38907750447591,significant_up,119,45,,acnB,up,1,45.0,day 31,Weissberg proteomics coculture
PMM0710,down,-0.145389556884767,not_significant,1179,,,pstS,,0,,day 31,Weissberg proteomics coculture
PMM1385,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0605,down,0.164389928181967,not_significant,1144,,,,,0,,day 31,Weissberg proteomics coculture
PMM1554,down,-1.56806310017904,significant_down,83,,42,rpsS,down,1,42.0,day 31,Weissberg proteomics coculture
PMM1350,down,-0.30320739746094,not_significant,932,,,,,0,,day 31,Weissberg proteomics coculture
PMM0971,up,1.30950546264649,significant_up,142,57,,urtB,up,1,57.0,day 31,Weissberg proteomics coculture
PMM0548,up,0.499362945556641,not_significant,685,,,rdgB,,0,,day 31,Weissberg proteomics coculture
PMM1262,up,-0.155065536499024,not_significant,1159,,,lexA,,0,,day 31,Weissberg proteomics coculture
PMM0540,down,,,,,,psaM,,0,,day 31,Weissberg proteomics coculture
PMM0371,up,3.17353884379069,significant_up,5,4,,cynB,up,1,4.0,day 31,Weissberg proteomics coculture
PMM0817,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM0306,down,-0.237630844116213,not_significant,1020,,,cpeS,,0,,day 31,Weissberg proteomics coculture
PMM1562,up,0.948794682820639,not_significant,312,,,recA,,0,,day 31,Weissberg proteomics coculture
PMM1553,down,-0.998535156250001,not_significant,279,,,rplV,,0,,day 31,Weissberg proteomics coculture
PMM1375,down,0.351108551025389,not_significant,864,,,,,0,,day 31,Weissberg proteomics coculture
PMM1074,up,-0.190569559733074,not_significant,1101,,,zwf,,0,,day 31,Weissberg proteomics coculture
PMM0781,down,-0.69438870747884,not_significant,500,,,fbaA,,0,,day 31,Weissberg proteomics coculture
PMM0726,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM1672,up,-1.20672035217286,not_significant,174,,,desC4,,0,,day 31,Weissberg proteomics coculture
PMM1402,down,-0.185216267903647,not_significant,1112,,,,,0,,day 31,Weissberg proteomics coculture
PMM0469,down,-0.809609095255532,not_significant,394,,,psaF,,0,,day 31,Weissberg proteomics coculture
PMM0996,up,0.995630264282222,not_significant,281,,,,,0,,day 31,Weissberg proteomics coculture
PMM1298,down,0.149366378784181,not_significant,1173,,,lpdA,,0,,day 31,Weissberg proteomics coculture
PMM0599,down,-0.370684305826822,not_significant,840,,,,,0,,day 31,Weissberg proteomics coculture
PMM0087,up,,,,,,,,0,,day 31,Weissberg proteomics coculture
PMM0468,down,-0.71814282735189,not_significant,478,,,psaJ,,0,,day 31,Weissberg proteomics coculture
PMM1384,up,,,,,,hli,,0,,day 31,Weissberg proteomics coculture
PMM1552,down,-1.60635058085123,significant_down,78,,38,rpsC,down,1,38.0,day 31,Weissberg proteomics coculture
PMM0363,up,0.664084752400713,not_significant,530,,,,,0,,day 31,Weissberg proteomics coculture
PMM0965,up,2.99746449788411,significant_up,8,6,,ureA,up,1,6.0,day 31,Weissberg proteomics coculture
PMM1623,up,-0.539763132731119,not_significant,639,,,ssb,,0,,day 31,Weissberg proteomics coculture
PMM0810,up,-0.0130259195963536,not_significant,1402,,,,,0,,day 31,Weissberg proteomics coculture
PMM1511,down,-1.56518300374349,significant_down,85,,44,rpsL,down,1,44.0,day 31,Weissberg proteomics coculture
PMM0767,down,-0.127548853556312,not_significant,1218,,,fbp-sbp,,0,,day 31,Weissberg proteomics coculture
PMM0314,down,,,,,,psbT,,0,,day 31,Weissberg proteomics coculture
PMM0364,up,1.19584465026855,significant_up,175,68,,,up,1,68.0,day 31,Weissberg proteomics coculture
PMM0307,down,,,,,,unk6,,0,,day 31,Weissberg proteomics coculture
PMM1555,down,-2.08644231160482,significant_down,37,,15,rplB,down,1,15.0,day 31,Weissberg proteomics coculture
PMM0491,up,-0.343599319458007,not_significant,879,,,phhB,,0,,day 31,Weissberg proteomics coculture
PMM0987,down,-1.49405097961426,significant_down,96,,51,rpsU,down,1,51.0,day 31,Weissberg proteomics coculture
PMM1456,down,-0.783789316813146,not_significant,413,,,atpI,,0,,day 31,Weissberg proteomics coculture
PMM0766,down,-0.307442347208658,not_significant,927,,,rpe,,0,,day 31,Weissberg proteomics coculture
PMM0245,up,,,,,,cobO2,,0,,day 31,Weissberg proteomics coculture
PMM1608,down,-1.67849604288737,not_significant,68,,,acpP,,0,,day 31,Weissberg proteomics coculture
PMM1545,down,-1.77450116475423,significant_down,58,,27,rpsH,down,1,27.0,day 31,Weissberg proteomics coculture
PMM1578,down,-0.88593546549479,not_significant,341,,,psaD,,0,,day 31,Weissberg proteomics coculture
PMM1644,down,,,,,,psbZ,,0,,day 31,Weissberg proteomics coculture
PMM0446,up,-0.210367202758789,not_significant,1067,,,ctaCI,,0,,day 31,Weissberg proteomics coculture
