class,first_author,experiment_short,experiment_id,timepoint,timepoint_hours,direction,ontology,term_id,term_name,expected_direction,signed_score,p_adjust,count,bg_count,fold_enrichment,is_significant,agrees_with_expected
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,1,22,15.427272727272728,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,0,28,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,0,48,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,0,15,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,0,25,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,1.0,0,6,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,0h,0.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0202243732148729,0.9544993275899408,1,16,17.677083333333332,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,2.2694004699612624,0.0053777366402437,3,28,30.30357142857143,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,0,22,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,0,28,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,0,48,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0483929887415646,0.8945549253741475,1,15,18.855555555555554,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,0,25,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,1.8218596251478727,0.0150709411802833,2,6,94.27777777777776,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,3h,3.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,0,16,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,0,28,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-5.81348347785571,1.5364432441182434e-06,11,22,6.8983739837398375,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,0.0,1.0,2,17,1.6231468197034913,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,0.0,1.0,1,28,0.4927409988385599,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-22.391271362365107,4.061894484983804e-23,34,61,7.689990670398507,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.8029840401291494,0.1574040707763493,8,48,2.299457994579946,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,1,25,0.5518699186991871,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,-24.7702870489393,1.6971215613596302e-25,34,54,8.686841312857574,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,1,16,0.9386061946902656,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,4.397642725113875,4.002739020108686e-05,11,28,5.899810366624526,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,1,22,0.6826226870474658,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,1,28,0.5363463969658661,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,1,48,0.3128687315634218,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,1,15,1.0011799410029498,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,2,25,1.2014159292035398,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,3.178223991146885,0.0006634008274198,5,6,12.514749262536872,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,6h,6.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,1,16,0.6547067901234568,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,1,28,0.3741181657848324,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-5.731277442347235,1.8566180043150323e-06,12,22,5.713804713804714,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-6.127327234926829,7.458865313652866e-07,11,17,6.778140885984023,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-2.721764830719388,0.0018977332604337,10,28,3.741181657848324,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-28.45772178482393,3.48560536329243e-29,42,61,7.212507589556769,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-13.022124714292156,9.503318521655788e-14,26,48,5.674125514403292,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,2,25,0.8380246913580247,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,-32.02200559065805,9.50592556631974e-33,42,54,8.147462277091906,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,2,16,1.4629310344827586,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,4.209820976218838,6.168492254994845e-05,12,28,5.01576354679803,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,1,22,0.5319749216300941,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,1,28,0.4179802955665024,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,1,48,0.2438218390804597,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,2,15,1.5604597701149423,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,3,25,1.4044137931034484,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,2.635378679523801,0.0023153748973259,5,6,9.75287356321839,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,12h,12.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,0,16,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,1,28,0.4298378926038501,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-4.268727080581586,5.386081484191356e-05,10,22,5.470664087685365,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-5.506798428652412,3.113160929345764e-06,10,17,7.0796829370045895,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-2.449499387665714,0.0035522261932873,9,28,3.86854103343465,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-29.793898053389757,1.6073185118771207e-30,41,61,8.089408208347866,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-14.611232182493955,2.4477542737096464e-15,26,48,6.5192080378250585,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,1,25,0.481418439716312,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,-33.20991233432129,6.167194788640151e-34,41,54,9.138035198318883,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,1,16,1.4141666666666668,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,4.017056054764101,9.61488170265402e-05,9,28,7.272857142857143,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,1,22,1.0284848484848486,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,1,28,0.8080952380952382,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,1,48,0.4713888888888889,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,1,15,1.5084444444444445,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,0,25,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,2.31900615940061,0.0047972664484418,4,6,15.084444444444443,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,24h,24.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,0,16,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,0,28,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-4.994704999562295,1.0122668167958412e-05,7,22,12.856060606060606,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-8.686033768256877,2.0604696966934914e-09,9,17,21.390756302521005,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-1.3043033909290018,0.0496245531427857,4,28,5.772108843537415,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,0.0,1.0,2,61,1.3247462919594066,False,
