class,first_author,experiment_short,experiment_id,timepoint,timepoint_hours,direction,ontology,term_id,term_name,expected_direction,signed_score,p_adjust,count,bg_count,fold_enrichment,is_significant,agrees_with_expected
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-17.70213231383862,1.9854899181542673e-18,19,48,15.993551587301589,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,0,25,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,0.0,1.0,2,54,1.4964726631393297,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,1,16,2.2096354166666665,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.6167185174843341,0.2417026892513107,4,28,5.050595238095238,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,0,22,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,0,28,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,0,48,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,1,15,2.3569444444444443,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,0,25,0.0,False,
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,1.4105749465657174,0.0388530443141828,3,6,17.677083333333332,True,True
R,Andrew C Tolonen,msb4100087,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,48h,48.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,0,16,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,0,28,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,0.0,1.0,0,22,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,0.0,1.0,1,17,3.4186851211072664,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,0.0,1.0,0,31,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,0.0,1.0,0,61,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,0.0,1.0,0,51,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,0,25,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,0.0,1.0,0,54,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,0,16,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0734993544022924,0.8443074970080341,3,28,3.159914712153518,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,1.3488527026242512,0.0447865178497252,5,22,6.702849389416554,True,False
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,0.0734993544022924,0.8443074970080341,2,17,3.469710272168569,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,1,31,0.9513721714010592,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,1,61,0.4834842182529973,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,0.1826215079894259,0.6567173527575464,5,51,2.8914252268071405,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,0,15,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,1,25,1.1797014925373135,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,-0.0,1.0,1,6,4.91542288557214,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,3h,3.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,1,54,0.5461580983969043,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,0,16,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,0,28,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-2.321035928736624,0.0047748976978521,7,22,4.98989898989899,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-4.121981730568916,7.55123992737645e-05,8,17,7.380018674136321,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-2.1639579411616388,0.0068555461512626,8,31,4.04710701484895,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-20.135728048252343,7.315970603335075e-21,31,61,7.969815248503773,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-10.769156189856218,1.7015464534356797e-11,21,51,6.45751633986928,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,1,25,0.6273015873015872,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,-22.169690750211803,6.765645679127576e-23,31,54,9.002939447383891,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,-0.0,1.0,1,16,1.3876404494382022,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,3.198941770671248,0.0006324966495671,8,28,6.343499197431782,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,0,22,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-0.0,1.0,1,31,0.716201522290685,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,0,51,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,1,15,1.4801498127340824,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,2,25,1.7761797752808988,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.3643057727224623,0.4322094191871818,2,6,7.400749063670411,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,12h,12.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0,1.0,1,16,0.7439759036144579,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,0.0,1.0,0,28,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.9743287542090544,0.106089217418727,6,22,3.246440306681271,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-6.532514663913613,2.934170430286123e-07,11,17,7.702338766832035,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,-1.2742509558496409,0.053180087082027,8,31,3.071900505246794,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-21.0408226176658,9.102849916222289e-22,35,61,6.829942721706499,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,kegg,kegg.pathway:ko00195,Photosynthesis,down,-14.63679259430366,2.307849083373167e-15,27,51,6.301913536498937,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,0.0,1.0,0,15,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,0.0,1.0,2,25,0.9522891566265062,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.0,1.0,0,6,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,down,kegg,kegg.pathway:ko03010,Ribosome,down,-23.506136076869083,3.117912499961971e-24,35,54,7.715305667112896,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:A.3,"Amino acid biosynthesis > Glutamate family (Arg, Gln, Glu, Pro)",up,0.0203490436457981,0.9542253642561528,2,16,2.1478260869565218,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,up,3.280126802746341,0.0005246542524242,9,28,5.522981366459628,True,True
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,down,-0.0,1.0,0,22,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,down,-0.0,1.0,0,17,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,down,0.0203490436457981,0.9542253642561528,3,31,1.6628330995792426,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,cyanorak_role,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,down,-0.0,1.0,0,61,0.0,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,kegg,kegg.pathway:ko00195,Photosynthesis,down,-0.0,1.0,1,51,0.3369138959931799,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",up,-0.0,1.0,1,15,1.1455072463768117,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",ambiguous,-0.0,1.0,2,25,1.374608695652174,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,kegg,kegg.pathway:ko00910,Nitrogen metabolism,up,0.4847544574377905,0.3275258199545349,3,6,8.591304347826087,False,
R,Robert W Read,ismej.2017.88,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,24h,24.0,up,kegg,kegg.pathway:ko03010,Ribosome,down,-0.0,1.0,0,54,0.0,False,
