organism_name,condition,timepoint_label,timepoint_hours,locus_tag,gene_name,log2fc_rna,padj_rna,expression_status_rna,log2fc_prot,padj_prot,expression_status_prot,category,category_compact
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09645,,0.5778816690662877,0.313803958279711,not_significant,-0.51692008972168,0.241983954623131,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05465,pspF,-0.5777757897883715,0.0116135693652634,not_significant,-0.139138539632167,0.791242983256294,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08535,yceF,-0.5766491504534473,0.1885987986973513,not_significant,-0.14361063639323,0.768285669640422,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14415,yliI,-0.57664479205761,0.2630372544560493,not_significant,1.82131385803223,2.49697945400491e-07,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10485,uvrC,0.5763135108547517,0.0553747830626045,not_significant,0.791813532511398,0.594086828613756,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00425,VP0880,0.5752356500691908,0.0751849904441406,not_significant,1.09810129801432,0.0688151235610234,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07340,,-0.5749232320795765,0.0979859112750635,not_significant,-0.463937759399414,0.0510099713001962,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13320,clpX,-0.574526427435375,0.0637887331792885,not_significant,-0.380448659261067,0.282012163163774,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00865,rraA,-0.5714285904149855,0.3141403132923751,not_significant,-0.550001780192058,0.216067772240561,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07965,cpsB,0.5700399700892167,0.1724692581243963,not_significant,-1.12890752156575,0.0007219607500228,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01735,,0.5694076323334767,0.2189324045848898,not_significant,0.24937629699707,0.481736470838995,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09900,sohB,0.5688261174351722,0.0204537662607514,not_significant,-0.767724355061851,0.0918058575372042,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07015,metX,0.5683904122442057,0.1229988729484115,not_significant,0.533871968587235,0.196677783287071,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16715,fklB,0.5676895056282402,0.2207223661316726,not_significant,0.632915496826173,0.0200431422045212,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17450,,-0.5672488045018744,0.0661874422395018,not_significant,-0.352584203084311,0.354788627023697,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02005,maeA,0.5666783667778361,0.0398489790162911,not_significant,-0.580747604370124,0.0062764923519994,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14015,,0.5658006948859554,0.1770668281164951,not_significant,-0.104257583618163,0.684673914668054,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19395,yheT,0.5654946220159268,0.1053819699285795,not_significant,-0.641067504882813,0.219472628004981,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09770,sdhD,0.5654539246740641,0.2148007862018348,not_significant,0.403996785481776,0.193784926022128,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_11585,,-0.5654416526191699,0.3750012512994559,not_significant,0.437325795491538,0.0159150239584128,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10170,pucG,0.5646896104452676,0.3956374778918814,not_significant,2.11078008015951,5.37438381338924e-07,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07910,,-0.5646744852934137,0.1864990892164282,not_significant,-0.13391431172689,0.842612252071549,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02050,argH,0.5643875749102996,0.1866695779323645,not_significant,-1.60229428609212,3.7291079843163e-06,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02305,,0.564320088144649,0.0939479208787585,not_significant,0.509440739949548,0.0051172297232211,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02810,mutH,0.5642209219167431,0.0918890569999481,not_significant,-0.109342575073237,0.888395403225006,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04885,fabZ,0.5631335151977866,0.0402858056161364,not_significant,-1.20753288269043,0.000613829957928,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13965,,-0.5620661949245523,0.058928497480481,not_significant,-0.238660176595052,0.260735656523687,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09660,zipA,-0.561725284035084,0.2046845972725101,not_significant,-0.418010711669922,0.129932472383272,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09735,,-0.5613188874232583,0.3376360430305075,not_significant,0.74201583862305,0.179748536353385,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05445,sapD,0.5600412484090744,0.0769773976738103,not_significant,0.69323412577311,0.445782251666175,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16340,,0.55990288027755,0.1486419223166936,not_significant,0.0455080668131507,0.774651105231601,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08850,,0.5595028389816893,0.5061641434905322,not_significant,2.91351826985677,9.17419720742099e-06,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09865,cgt,0.559125517767405,0.1250002162057251,not_significant,0.579128265380859,0.0157894724278843,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06685,pepE,0.5590998281324443,0.4579800785075764,not_significant,0.168149312337239,0.580013509857133,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07150,corC,0.5581072053705028,0.0139637516209154,not_significant,-0.240794499715171,0.414124386411126,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06845,ybbP,-0.5576288617686219,0.1568512017129768,not_significant,0.352813084920249,0.0741906158874072,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14910,gshB,-0.5574774638842577,0.2890997355734367,not_significant,0.891375859578451,0.0001696893241208,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03685,petC,0.5567968506670582,0.3262996970540299,not_significant,-0.469132105509437,0.070057974323149,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02980,,0.5562264149497638,0.147576492191205,not_significant,-0.701167424519857,0.015800739894661,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10685,ubiG,0.5534311102135259,0.0728356568364022,not_significant,-1.18172264099121,0.180921538852206,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17765,ftsE,-0.5533480600249172,0.0639720403521853,not_significant,0.367912928263345,0.358314537580244,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16165,,-0.5522403041601461,0.4285579097967397,not_significant,-1.24392890930176,0.0027924008858462,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_12705,hisC,0.5516239318675497,0.4412161763410643,not_significant,1.12896283467611,0.0010736685105904,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01080,mshE,-0.550069026367736,0.2911878549463921,not_significant,-0.816541671752928,0.037464499880807,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_12565,ycgM,0.5489934919338323,0.0751083936967418,not_significant,0.326648712158203,0.508172114896147,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09020,drrA,-0.5482752182146062,0.4216592473231244,not_significant,-2.18087450663249,0.0020507021975195,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13580,yajC,-0.5479334772498126,0.2237694705035133,not_significant,-0.551385243733723,0.123708418236403,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06815,,0.5469402041083881,0.3207830806632209,not_significant,2.03398704528809,2.41273160126443e-06,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_18550,,-0.546849435787109,0.0795980982247974,not_significant,1.09117571512858,0.0171021483942247,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14750,ddl,0.5452786895711276,0.3857245534534844,not_significant,0.277942021687826,0.226320782491321,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04770,queF,-0.544593793138713,0.0860053682836166,not_significant,0.788086573282877,0.0357368009995933,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_11725,eda,0.5443121945468434,0.1866695779323645,not_significant,0.733343760172523,0.0046598530491745,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15360,mtnN,0.5440659604006536,0.237318357815723,not_significant,1.18887646993001,0.0010807001980202,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05265,fliA,-0.5439153540423696,0.225334997866063,not_significant,0.252375920613607,0.753872439477672,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05625,,-0.5435545207025871,0.0958427053268615,not_significant,0.982630411783856,0.0427809396526065,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_11600,,0.5431949129729436,0.1808253691038005,not_significant,-0.59943453470866,0.0178375614827252,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06360,yfhK,-0.5431862232964727,0.4590090092727229,not_significant,-0.614405314127607,0.285758694782986,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04450,,-0.5417647395478324,0.4638345838606675,not_significant,-0.24843088785807,0.50440495766931,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08205,,-0.5397107400215221,0.1911338919931683,not_significant,0.340576171875001,0.436576636633626,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03500,ksgA,-0.539238455207328,0.0172656147695371,not_significant,-0.76513926188151,0.011172986484279,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14175,yagR,0.5385432704104198,0.4604399669033089,not_significant,1.55149586995443,9.73410967929828e-05,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14170,yagS,0.5382199683250037,0.5647439899723156,not_significant,1.14892323811849,0.185380201502036,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03465,acnB,0.5378952932725963,0.4636280916295446,not_significant,1.18844413757324,2.87245388716914e-06,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07280,ychF,0.5373932038195292,0.3271400780571584,not_significant,-0.814445495605473,0.0055405790547646,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15565,,-0.5372692217215648,0.2879669673198298,not_significant,-1.21978569030762,0.0023431004303909,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13790,asnB,0.5368351565404006,0.0314989234584926,not_significant,-0.507727305094397,0.0131174967485338,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03000,,0.5360152773828547,0.3007108949887345,not_significant,-0.484047571818035,0.296732545791729,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13795,,0.5351395368757252,0.0196305539419574,not_significant,-0.288932800292967,0.221628716692207,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19280,gspD,0.5351247313488876,0.2988032534424336,not_significant,-1.74643071492513,4.692341629787e-06,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16115,,-0.534558721027079,0.0705629887354827,not_significant,-0.567152023315427,0.0753569727816874,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13630,ygiC,-0.5343791389359107,0.3085668688922902,not_significant,0.599048614501953,0.379318212146572,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_20685,,-0.5340505322272249,0.5094934289537086,not_significant,-0.852467219034831,0.0723273023880137,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03290,tsaD,0.5338297066424995,0.0844996142035747,not_significant,-0.146888732910156,0.617109800181077,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15265,,-0.5325830592149365,0.0783267668817719,not_significant,-0.505708694458008,0.221628716692207,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08525,rluC,-0.5323671497328174,0.0307448590715527,not_significant,0.241933186848958,0.289242733036086,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19920,yajQ,0.5322024427934748,0.1479626199561233,not_significant,-0.193225224812825,0.426903704867424,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15410,anmK,0.532004388270566,0.3019230760539353,not_significant,0.207740783691409,0.693741829610431,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08620,,0.5319416096456887,0.1485789652821306,not_significant,-0.0355294545491533,0.868983118107136,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15225,lpcC,0.5318041521180774,0.0367610102628477,not_significant,-0.592692057291665,0.0550633922988994,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01750,dcp,0.5316858709828806,0.2387017448893596,not_significant,0.15330950419108,0.352454732168878,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00565,rsmJ,-0.5296202201465807,0.3416705333804188,not_significant,-0.12785784403483,0.865302410888952,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_12725,hisF,0.5290819998967149,0.2577981028249874,not_significant,0.894861857096353,0.485305165248415,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07815,puuE,0.5285278690126175,0.1486419223166936,not_significant,-0.413384755452473,0.289762621205847,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06195,ffh,0.5274572129188756,0.0415041018825571,not_significant,-1.47691472371419,2.71701886917547e-05,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10175,bp26,-0.5274347387019074,0.2045592088480672,not_significant,0.606980641682942,0.0379409249136533,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13375,folD,0.5274062811888752,0.1927448069148645,not_significant,-0.0974191029866529,0.715080865960809,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09115,ydiA,0.5272049078612693,0.2017633097938171,not_significant,2.1604061126709,0.0152220109344379,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09355,hadH2,0.5261944752074895,0.0090489923922105,not_significant,2.59981282552084,4.72999167130673e-08,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17775,rsmD,0.5260515671578122,0.4131455710911849,not_significant,0.0181452433268228,0.984604615523361,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13715,,-0.5256598166955899,0.2122353353944982,not_significant,-0.30871136983236,0.124546531665012,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17080,fcl,0.5252560362530797,0.3072677641735811,not_significant,0.260854085286461,0.210508526404524,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15370,btuF,0.5246377243038467,0.4585383102652101,not_significant,0.293663024902342,0.740970641682428,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04345,qseC,0.523982353897004,0.2045592088480672,not_significant,0.633340199788409,0.36299672945176,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10365,ccoN,0.5230832100517268,0.2851510933326107,not_significant,-3.35809834798177,5.13924005032503e-06,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14400,,0.5227720439822047,0.2865182953614619,not_significant,0.169481913248698,0.505961822940982,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05290,,-0.5201298492255247,0.220160153034707,not_significant,-1.14062754313151,0.0002005769237868,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08015,,0.5190966797674931,0.2753888815293743,not_significant,-0.411040623982747,0.137839193507374,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_12695,hisG,0.5190880812952046,0.2193461099579768,not_significant,-0.0219554901123067,0.941053260362644,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00840,dapF,0.5186919363299596,0.081056611327688,not_significant,0.0362097422281897,0.923369807953898,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07010,,0.5169323843233935,0.5017632626107509,not_significant,1.45694541931152,0.002774596798658,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06890,trpA,-0.5165477824993997,0.4182756215855072,not_significant,0.661076863606773,0.0066326697903952,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03155,bdlA,-0.5163391444544535,0.14548159402003,not_significant,-1.87227376302083,1.75308647185373e-05,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03745,lptB,-0.5157741585140155,0.3554001522143926,not_significant,-0.443612416585286,0.0458165739928952,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19330,gspN,0.5156554066667353,0.2502288342119074,not_significant,-0.580453872680662,0.0284298428735833,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_18665,hel,0.5155352947003988,0.2220223478220439,not_significant,-1.33854293823242,3.45237827307036e-05,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_07275,,0.5151155875230046,0.2863154076114778,not_significant,-0.217653274536133,0.384477194571282,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04670,vacJ,0.5142255648943037,0.1532615584676961,not_significant,-0.904360453287757,0.011933407813218,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_09860,,0.5137825287461399,0.0783267668817719,not_significant,0.0255406697591113,0.951766328774711,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04510,hemW,0.5136529918666181,0.4030612138662343,not_significant,0.385372161865233,0.453809171394973,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17740,,0.5136480055019158,0.0532571088422096,not_significant,0.286561330159505,0.404911236174923,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_04895,lpxB,0.512246738556274,0.2978455807504004,not_significant,-0.162985483805339,0.687924039444817,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16765,,0.5110659742902112,0.6390837748956789,not_significant,0.163848876953124,0.366436732038455,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_18320,tsaE,-0.510935841847668,0.3220637256889879,not_significant,-0.359272003173828,0.3498771814642,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13480,rlmN,0.5104175781349308,0.2076926868149541,not_significant,1.28033002217611,0.0093475814962328,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_10040,,-0.5101326901551428,0.5625946244243556,not_significant,1.02329254150391,0.0595649527479552,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_06225,,-0.5077051585135738,0.3112935563218656,not_significant,-0.13364855448405,0.814475763089665,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_08440,topA,0.5071398640247353,0.0979859112750635,not_significant,-0.636185328165694,0.0093335493432429,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03725,rapZ,0.5060706301926342,0.1615496410183275,not_significant,-0.227081934611003,0.517870123496008,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15655,,-0.5058717387291309,0.6490178782599809,not_significant,2.54688390096029,9.51542289467885e-06,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01635,ilvE,0.5058674751525783,0.1742209445355267,not_significant,1.21772448221842,4.82801685013239e-05,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01535,,0.5058574792659707,0.389408804585141,not_significant,-0.508988062540687,0.166947565048394,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02460,,0.5053938594764673,0.4251695212856978,not_significant,3.43475341796875,2.74157614748995e-06,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19445,yhgF,0.5051461893135442,0.4692169477553128,not_significant,-0.343355814615887,0.0378132407059521,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03880,,0.5048436545221943,0.4325943175683351,not_significant,0.415332158406575,0.0657264958025332,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_17115,,0.5045495501313689,0.2282701626264162,not_significant,1.79777844746907,1.0225737340559e-07,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_01850,hemL,0.5021135138942251,0.3062377036590261,not_significant,0.599295934041341,0.0259220900419109,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_16065,csgG,0.5011116604971119,0.4027796766787712,not_significant,1.63988431294759,0.0007602555003446,significant_up,prot_only_up,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_11975,,0.500970676386881,0.1409606818940445,not_significant,0.476854960123696,0.0643372030765563,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_15135,,-0.5007956843947531,0.324195238789973,not_significant,0.56872812906901,0.275003528038882,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_05300,cheW,-0.4997118919804309,0.2076926868149541,not_significant,-1.0126724243164,0.0002754319825333,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_18780,ndh,0.4995357862932168,0.1218663904091363,not_significant,-0.940457026163737,0.0100478053822277,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00880,ubiX,0.4994632431749565,0.0705158857512466,not_significant,0.671881993611654,0.0191582678784937,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19620,bcr,0.499191033939191,0.2057575906942212,not_significant,-0.806486129760742,0.300495640776103,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13770,,0.4991227058013986,0.0731811215573692,not_significant,-0.767319361368816,0.0351614833722997,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_03200,ccoG,-0.4977555448104637,0.0480770301384419,not_significant,-1.25984573364258,0.0006292774837348,significant_down,prot_only_down,asymmetric_sig
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_13245,ileS,0.4969085490305658,0.2483056538332909,not_significant,-0.0219154357910134,0.90327247083328,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_19320,gspL,0.4965495633614803,0.2032673790836908,not_significant,-0.725128809611003,0.0032428015687141,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_00775,gstA,-0.4963668412798593,0.0897959546297313,not_significant,0.431769053141276,0.140958321697467,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_14785,murE,0.4951651326761308,0.3112935563218656,not_significant,0.97414525349935,0.000165654295318,not_significant,both_ns,both_ns
Alteromonas macleodii HOT1A3,coculture,day 89,2136.0,ACZ81_02065,argB,0.4949381305090823,0.3641513062523058,not_significant,0.701212565104167,0.0216079012243261,not_significant,both_ns,both_ns
