locus_tag,gene_name,experiment_id,treatment_type,timepoint,timepoint_hours,timepoint_order,log2fc,padj,rank,rank_up,rank_down,expression_status,growth_phase,product,experiment_name,treatment,gene_category,omics_type,coculture_partner,table_scope,table_scope_detail,background_factors
PMM0806,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-4.36092980702718,0.0004895563164926,8,,6.0,significant_down,death,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1859,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-4.33554871877035,0.0001197256145998,9,,7.0,significant_down,death,uncharacterized conserved membrane protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0852,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,4.3346757888794,0.0012844189572619,10,3.0,,significant_up,death,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0915,ispA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,4.25846608479818,0.0001242389513699,10,2.0,,significant_up,death,signal peptidase II,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0509,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,4.18592929840088,1.47182377949594e-07,11,4.0,,significant_up,death,conserved hypothetical protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0462,petC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-4.16494782765706,2.3951141822152e-06,12,,8.0,significant_down,death,cytochrome b6-f complex iron-sulfur subunit,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Carbohydrate metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1524,psaA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-4.13231150309244,4.62719941289917e-08,11,,9.0,significant_down,death,photosystem I core protein PsaA,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-4.0565611521403,9.97091728876332e-06,12,,10.0,significant_down,death,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0461,petA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.97691599527995,1.14155150707326e-06,13,,11.0,significant_down,death,apocytochrome f,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1562,recA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,3.96000067392985,4.08339151963871e-08,13,5.0,,significant_up,death,recombinase A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Replication and repair,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1650,ycf23,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 14,336.0,1,-3.85178025563558,8.16195020776567e-05,5,,3.0,significant_down,nutrient_limited,uncharacterized conserved TIM barrel-containing protein (Ycf23),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Nucleotide metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1158,psbC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.84639739990235,6.56695075616665e-08,14,,12.0,significant_down,death,photosystem II CP43 protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0545,chlN,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.83949343363444,0.111980127213745,15,,,not_significant,death,light-independent protochlorophyllide reductase subunit N,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Coenzyme metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1068,pgpH,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.83054288228353,0.0011022238687832,16,,13.0,significant_down,death,cyclic-di-AMP phosphodiesterase PgpH,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0206,secE,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.81220976511637,0.0001639223660765,17,,14.0,significant_down,death,Preprotein translocase SecE subunit,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0544,chlB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 14,336.0,1,-3.81067371368408,6.65025120776368e-06,6,,4.0,significant_down,nutrient_limited,"light-independent protochlorophyllide reductase, B subunit",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Coenzyme metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
TX50_RS09260,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,3.79896354675293,0.0320664532707431,14,6.0,,significant_up,death,DUF4278 domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0315,psbB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.7902889251709,5.64096925308919e-09,18,,15.0,significant_down,death,photosystem II chlorophyll-binding protein CP47,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0065,mcyH,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.77119572957357,1.41801982568568e-05,19,,16.0,significant_down,death,"ABC transporter, ATPase component",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Transport,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1041,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 14,336.0,1,3.75648276011149,0.0004454277422318,7,2.0,,significant_up,nutrient_limited,RmlC-like cupin domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Central intermediary metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0131,zntA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.74958801269531,2.73287558857983e-07,20,,17.0,significant_down,death,copper-translocating P-type ATPase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Transport,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1846,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.74888674418132,3.38928784388999e-06,21,,18.0,significant_down,death,conserved hypothetical protein (DUF4278),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0296,ycf48,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.69355583190918,2.97092496272577e-08,22,,19.0,significant_down,death,photosystem II stability/assembly factor,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0214,sul3,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.68722216288249,4.40472853938099e-07,23,,20.0,significant_down,death,sulfate transporter family protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Transport,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1156,ycf4,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.66780598958333,1.00572124259883e-06,24,,21.0,significant_down,death,photosytem I complex assembly protein Ycf4,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0462,petC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.63016510009766,7.0521879464897e-06,25,,22.0,significant_down,death,cytochrome b6-f complex iron-sulfur subunit,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Carbohydrate metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1523,psaB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.62316703796387,0.0011502386570489,26,,23.0,significant_down,death,photosystem I core protein PsaB,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1562,recA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,3.61984952290853,2.06182074982462e-08,27,3.0,,significant_up,death,recombinase A,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Replication and repair,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0246,ntcA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,3.58713213602702,2.48270602762731e-07,28,4.0,,significant_up,death,global nitrogen regulatory protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1135,hli,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 14,336.0,1,3.57872327168781,9.48569914294256e-05,8,3.0,,significant_up,nutrient_limited,high light inducible protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1041,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,3.55907376607259,0.0001364859305889,29,5.0,,significant_up,death,RmlC-like cupin domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Central intermediary metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1189,rseP,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.55758984883626,6.32829269895716e-07,30,,24.0,significant_down,death,RIP metalloprotease RseP,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1071,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,3.54767576853434,0.0001835898029051,15,7.0,,significant_up,death,possible phosphatidic acid phosphatase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0296,ycf48,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-3.53981177012126,8.75539938674978e-08,16,,9.0,significant_down,death,photosystem II stability/assembly factor,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1846,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-3.53653685251872,5.08087123116954e-06,17,,10.0,significant_down,death,conserved hypothetical protein (DUF4278),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0743,ftsH2,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.53064664204915,1.67616074352782e-08,31,,25.0,significant_down,death,photosystem II D1 repair protein FtsH2,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Post-translational modification,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0844,cycI1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 14,336.0,1,-3.497483253479,0.124963274418705,9,,,not_significant,nutrient_limited,Mg-protoporphyrin IX monomethylester oxidative cyclase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Coenzyme metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0601,mntC,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.49648984273275,3.83238384177502e-07,32,,26.0,significant_down,death,"ABC-type Mn2+ transporter, substrate binding protein",MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Stress response and adaptation,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0223,psbA,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,-3.48366133371989,3.33359009263334e-05,18,,11.0,significant_down,death,photosystem II protein D1.1,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
PMM1133,,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 89,2136.0,3,3.46868292490641,0.0041203071964164,19,8.0,,significant_up,death,cupin domain-containing protein,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Unknown,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0633,crtL-e,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.46515973409017,8.54392974276308e-06,33,,27.0,significant_down,death,lycopene epsilon cyclase,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Coenzyme metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0150,ndhD1,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.45559247334799,3.49333242248434e-05,34,,28.0,significant_down,death,NADH dehydrogenase I subunit NdhD (chain 4 or M),MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Carbohydrate metabolism,PROTEOMICS,,all_detected_genes,,axenic | light
PMM0325,petB,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,nitrogen,day 31,744.0,2,-3.45329221089681,7.36944360677053e-05,35,,29.0,significant_down,death,cytochrome b6,MED4 PRO99-lowN nutrient starvation vs PRO99-lowN exponential growth (PROTEOMICS),PRO99-lowN nutrient starvation,Photosynthesis,PROTEOMICS,,all_detected_genes,,axenic | light
