experiment_id,timepoint,category,omics,ontology,background_used,removed_term_id,removed_term_name,orig_final_score,new_final_score,flag_sign_flip,flag_large_drop
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,0.4634862927886653,0.5407340082534429,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,0.4634862927886653,0.5407340082534429,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,0.4634862927886653,0.0,True,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,0.4634862927886653,0.5407340082534429,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,0.6268713308665338,0.7522455970398406,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,0.6268713308665338,0.0,True,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,0.6268713308665338,0.7522455970398406,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,0.6268713308665338,0.7522455970398406,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,0.6268713308665338,0.7522455970398406,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 31,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,0.6268713308665338,0.7522455970398406,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,0.47785648215698945,0.5574992291831543,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,0.47785648215698945,0.5574992291831543,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,0.47785648215698945,0.5574992291831543,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,0.47785648215698945,0.5574992291831543,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,0.47785648215698945,0.3141394134668149,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,0.47785648215698945,0.2433598157163395,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,0.47785648215698945,0.5574992291831543,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,0.5097372228917768,0.6116846674701322,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,0.5097372228917768,0.0,True,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,0.5097372228917768,0.6116846674701322,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,0.5097372228917768,0.6116846674701322,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,0.5097372228917768,0.6116846674701322,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,day 89,axenic_dead,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,0.5097372228917768,0.6116846674701322,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,1.941847633642298,2.016829401779376,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,1.941847633642298,0.5988222392493477,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,1.941847633642298,2.265488905916014,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,1.941847633642298,2.265488905916014,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,1.941847633642298,2.265488905916014,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,1.941847633642298,2.265488905916014,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,1.941847633642298,1.915326170803305,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,1.2699350707014478,1.5239220848417374,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,1.2699350707014478,1.5239220848417374,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,1.2699350707014478,1.5239220848417374,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,1.2699350707014478,0.4378491143663494,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,1.2699350707014478,1.5239220848417374,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 18,coculture,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,1.2699350707014478,1.086072970475388,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,2.857142857142857,3.3333333333333335,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,2.857142857142857,1.6666666666666667,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,2.857142857142857,3.3333333333333335,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,2.857142857142857,3.3333333333333335,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,2.857142857142857,3.3333333333333335,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,2.857142857142857,3.3333333333333335,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,2.857142857142857,1.6666666666666667,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,2.820309621724968,3.3843715460699615,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,2.820309621724968,2.570836245322038,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,2.820309621724968,3.3843715460699615,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,2.820309621724968,2.8135353007479234,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,2.820309621724968,3.3843715460699615,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 31,coculture,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,2.820309621724968,1.3843715460699615,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,1.1948685503814627,1.176502994082659,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,1.1948685503814627,0.10946697110486374,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,1.1948685503814627,1.394013308778373,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,1.1948685503814627,1.733716620376797,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,1.1948685503814627,1.394013308778373,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,1.1948685503814627,1.1623533407707995,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,1.1948685503814627,1.394013308778373,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,0.62843943057734,0.754127316692808,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,0.62843943057734,0.4547808108449365,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,0.62843943057734,0.754127316692808,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,0.62843943057734,0.2993465058478715,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,0.62843943057734,0.754127316692808,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 60,coculture,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,0.62843943057734,0.754127316692808,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,0.9996907413876934,0.0,True,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,0.9996907413876934,1.166305864952309,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,0.7811804203433915,0.9374165044120698,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,0.7811804203433915,0.4096095119676484,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,0.7811804203433915,0.9374165044120698,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,0.7811804203433915,0.5278069924444213,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,0.7811804203433915,0.9374165044120698,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,day 89,coculture,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,0.7811804203433915,0.9374165044120698,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,1.4159979192168843,1.3852411514825753,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,1.4159979192168843,0.2667564209371232,False,True
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,1.4159979192168843,1.6519975724196982,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,1.4159979192168843,1.6519975724196982,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,1.4159979192168843,1.6519975724196982,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,1.4159979192168843,1.6519975724196982,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,1.4159979192168843,1.6519975724196982,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,0.7263345789002367,0.871601494680284,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,0.7263345789002367,0.4204515105375862,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,0.7263345789002367,0.871601494680284,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko00910,Nitrogen metabolism,0.7263345789002367,0.45114998414269775,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko01200,Carbon metabolism,0.7263345789002367,0.871601494680284,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_coculture,days 60+89,coculture,Prot,kegg,table_scope,kegg.pathway:ko03010,Ribosome,0.7263345789002367,0.871601494680284,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:D.1,Cellular processes > Adaptation/acclimation to atypical conditions and detoxification,3.824258936628717,4.461635426066837,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:E.4,Central intermediary metabolism > Nitrogen metabolism,3.824258936628717,4.158358775095536,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:J.1,Photosynthesis and respiration > ATP synthase,3.824258936628717,3.7089698689185475,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:J.2,Photosynthesis and respiration > CO2 fixation,3.824258936628717,4.090301800709558,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:J.7,Photosynthesis and respiration > Photosystem I,3.824258936628717,3.7089698689185475,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:J.8,Photosynthesis and respiration > Photosystem II,3.824258936628717,3.846608057291823,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,cyanorak_role,table_scope,cyanorak.role:K.2,Protein synthesis > Ribosomal proteins: synthesis and modification,3.824258936628717,2.7949687594001698,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,kegg,table_scope,kegg.pathway:ko00190,Oxidative phosphorylation,3.683519087146783,4.42022290457614,False,False
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,day 14,axenic_dying,RNA,kegg,table_scope,kegg.pathway:ko00195,Photosynthesis,3.683519087146783,2.42022290457614,False,False
