priority,in_cyanorak,kind,kg_fit_score,n_seeds,seeds,pools,best_identity,year,title,doi,pmcid,pmid,homolog_genera,meta
2,False,other,1,1,BL107_11441,syn,51,2011,Transcript analysis of the extended hyp-operon in the cyanobacteria Nostoc sp. strain PCC 7120 and Nostoc punctiforme ATCC 29133,10.1186/1756-0500-4-186,PMC3126725,,Anabaena;Nostoc,"Holmqvist, BMC research notes 2011"
2,False,other,1,1,BL107_11441,syn,51,2012,"The AbrB2 autorepressor, expressed from an atypical promoter, represses the hydrogenase operon to regulate hydrogen production in Synechocystis strain PCC6803",10.1128/jb.00543-12,PMC3457224,,Anabaena;Cyanothece;Nostoc,"Dutheil, Journal of bacteriology 2012"
2,False,other,1,1,PMM1135,pro,50,2023,Sll1252 Coordinates Electron Transport between Plastoquinone and Cytochrome b6/f Complex in Synechocystis PCC 6803,10.3390/genes14122151,PMC10743179,,Synechocystis,"Balaga, Genes 2023"
2,False,other,1,1,PMM1135,pro,50,2023,Regulation of RNase E during the UV stress response in the cyanobacterium Synechocystis sp. PCC 6803,10.1002/mlf2.12056,PMC10989929,,Synechocystis,"Watanabe, mLife 2023"
2,False,other,1,1,BL107_11441,syn,50,2016,Dinitrogenase-Driven Photobiological Hydrogen Production Combats Oxidative Stress in Cyanothece sp. Strain ATCC 51142,10.1128/aem.02098-16,PMC5118933,,Cyanothece,"Sadler, Applied and environmental microbiology 2016"
2,False,other,1,1,SynWH7803_0353,syn,50,2018,Determination of the Role of Microcystis aeruginosa in Toxin Generation Based on Phosphoproteomic Profiles,10.3390/toxins10070304,PMC6070999,,Microcystis,"Qu, Toxins 2018"
2,False,other,1,1,PMM1135,pro,50,2020,The role of transcriptional repressor activity of LexA in salt-stress responses of the cyanobacterium Synechocystis sp. PCC 6803,10.1038/s41598-020-74534-7,PMC7567884,,Synechocystis,"Takashima, Scientific reports 2020"
2,False,other,1,1,PMM1135,pro,50,2022,Advances in the Understanding of the Lifecycle of Photosystem II,10.3390/microorganisms10050836,PMC9145668,,Synechocystis,"Johnson, Microorganisms 2022"
2,False,other,1,1,PMM1135,pro,50,2022,Tandem gene amplification restores photosystem II accumulation in cytochrome b559 mutants of cyanobacteria,10.1111/nph.17785,PMC9297868,,Synechocystis,"Chiu, The New phytologist 2022"
2,False,other,1,1,BL107_11441,syn,49,2025,"Regulatory networks of FUR and NtcA are intertwined by transcriptional regulators, two-component systems, serine/threonine kinases, and sigma factors in <i>Anabaena</i> sp. PCC 7120",10.1128/msystems.00373-25,PMC12282138,,Anabaena;Nostoc,"Guío, mSystems 2025"
2,False,other,1,1,BL107_11441,syn,49,2010,"CalA, a cyanobacterial AbrB protein, interacts with the upstream region of hypC and acts as a repressor of its transcription in the cyanobacterium Nostoc sp. strain PCC 7120",10.1128/aem.02521-09,PMC2813017,,Anabaena;Nostoc,"Agervald, Applied and environmental microbiology 2010"
2,False,other,1,1,BL107_11441,syn,49,2011,"Genome fluctuations in cyanobacteria reflect evolutionary, developmental and adaptive traits",10.1186/1471-2148-11-187,PMC3141437,,Anabaena,"Larsson, BMC evolutionary biology 2011"
2,False,other,1,1,SynWH7803_0353,syn,49,2022,"Proteome profiling reveals changes in energy metabolism, transport and antioxidation during drought stress in Nostoc flagelliforme",10.1186/s12870-022-03542-8,PMC8973743,,Nostoc,"Li, BMC plant biology 2022"
2,False,other,1,1,PMM1135,pro,48,2024,Thioredoxin A regulates protein synthesis to maintain carbon and nitrogen partitioning in cyanobacteria,10.1093/plphys/kiae101,PMC11288746,,Synechocystis,"Mallén-Ponce, Plant physiology 2024"
2,False,other,1,1,PMM1135,pro,48,2016,The Transcriptional Landscape of the Photosynthetic Model Cyanobacterium Synechocystis sp. PCC6803,10.1038/srep22168,PMC4770689,,Synechocystis,"Hernández-Prieto, Scientific reports 2016"
2,False,other,1,1,SynWH7803_0353,syn,48,2021,β-N-Methylamino-L-Alanine (BMAA) Causes Severe Stress in Nostoc sp. PCC 7120 Cells under Diazotrophic Conditions: A Proteomic Study,10.3390/toxins13050325,PMC8147232,,Nostoc,"Koksharova, Toxins 2021"
2,False,other,1,1,PMT9312_0549,pro,47,1999,"The propanediol utilization (pdu) operon of Salmonella enterica serovar Typhimurium LT2 includes genes necessary for formation of polyhedral organelles involved in coenzyme B(12)-dependent 1, 2-propanediol degradation",10.1128/jb.181.19.5967-5975.1999,PMC103623,,Synechococcus,"Bobik, Journal of bacteriology 1999"
2,False,other,1,1,SynWH7803_0353,syn,47,2014,Proteome-wide light/dark modulation of thiol oxidation in cyanobacteria revealed by quantitative site-specific redox proteomics,10.1074/mcp.m114.041160,PMC4256482,,Synechocystis,"Guo, Molecular & cellular proteomics : MCP 2014"
2,False,other,1,1,SynWH7803_0353,syn,47,2016,Global Proteomic Analysis Reveals an Exclusive Role of Thylakoid Membranes in Bioenergetics of a Model Cyanobacterium,10.1074/mcp.m115.057240,PMC5083105,,Synechocystis,"Liberton, Molecular & cellular proteomics : MCP 2016"
2,False,other,1,1,SynWH7803_0353,syn,47,2019,Thylakoid Localized Type 2 NAD(P)H Dehydrogenase NdbA Optimizes Light-Activated Heterotrophic Growth of Synechocystis sp. PCC 6803,10.1093/pcp/pcz044,PMC6553663,,Synechocystis,"Huokko, Plant & cell physiology 2019"
2,False,other,1,1,SynWH7803_0353,syn,47,2019,Lysine Propionylation is a Widespread Post-Translational Modification Involved in Regulation of Photosynthesis and Metabolism in Cyanobacteria,10.3390/ijms20194792,PMC6801645,,Synechocystis,"Yang, International journal of molecular sciences 2019"
2,False,other,1,1,SynWH7803_0353,syn,47,2020,Impact of RNase E and RNase J on Global mRNA Metabolism in the Cyanobacterium Synechocystis PCC6803,10.3389/fmicb.2020.01055,PMC7283877,,Synechocystis,"Cavaiuolo, Frontiers in microbiology 2020"
2,False,other,1,1,SynWH7803_0353,syn,47,2021,Proximity-based proteomics reveals the thylakoid lumen proteome in the cyanobacterium Synechococcus sp. PCC 7002,10.1007/s11120-020-00806-y,PMC7880944,,Synechocystis,"Dahlgren, Photosynthesis research 2021"
2,False,other,1,1,SynWH7803_0353,syn,47,2021,Absence of KpsM (Slr0977) Impairs the Secretion of Extracellular Polymeric Substances (EPS) and Impacts Carbon Fluxes in Synechocystis sp. PCC 6803,10.1128/msphere.00003-21,PMC7885315,,Synechocystis,"Santos, mSphere 2021"
2,False,other,1,1,SynWH7803_0353,syn,47,2021,Transcriptome-wide in vivo mapping of cleavage sites for the compact cyanobacterial ribonuclease E reveals insights into its function and substrate recognition,10.1093/nar/gkab1161,PMC8682795,,Synechocystis,"Hoffmann, Nucleic acids research 2021"
2,False,other,1,1,SynWH7803_0353,syn,47,2022,Psb34 protein modulates binding of high-light-inducible proteins to CP47-containing photosystem II assembly intermediates in the cyanobacterium Synechocystis sp. PCC 6803,10.1007/s11120-022-00908-9,PMC9458560,,Synechocystis,"Rahimzadeh-Karvansara, Photosynthesis research 2022"
2,False,other,1,1,BL107_11441,syn,46,2012,"CyanoPhyChe: a database for physico-chemical properties, structure and biochemical pathway information of cyanobacterial proteins",10.1371/journal.pone.0049425,PMC3504015,,Synechocystis,"Arun, PloS one 2012"
2,False,other,1,1,BL107_11441,syn,46,2013,Proteome analyses of strains ATCC 51142 and PCC 7822 of the diazotrophic cyanobacterium Cyanothece sp. under culture conditions resulting in enhanced H₂ production,10.1128/aem.02864-12,PMC3568600,,Cyanothece,"Aryal, Applied and environmental microbiology 2013"
2,False,other,1,1,BL107_11441,syn,46,2014,Advances in the function and regulation of hydrogenase in the cyanobacterium Synechocystis PCC6803,10.3390/ijms151119938,PMC4264147,,Synechocystis,"Cassier-Chauvat, International journal of molecular sciences 2014"
2,False,other,1,1,SynWH7803_0353,syn,45,2017,Lysine Acetylome Analysis Reveals Photosystem II Manganese-stabilizing Protein Acetylation is Involved in Negative Regulation of Oxygen Evolution in Model Cyanobacterium Synechococcus sp. PCC 7002,10.1074/mcp.m117.067835,PMC5500762,,Synechococcus,"Chen, Molecular & cellular proteomics : MCP 2017"
2,False,other,1,1,BL107_11441,syn,43,2025,"Biofilm Formation, Modulation, and Transcriptomic Regulation Under Stress Conditions in Halomicronema sp",10.3390/ijms26020673,PMC11765580,,Halomicronema,"Caldara, International journal of molecular sciences 2025"
2,False,other,1,1,SynWH7803_0353,syn,43,2017,The Complex Transcriptional Response of Acaryochloris marina to Different Oxygen Levels,10.1534/g3.116.036855,PMC5295598,,Acaryochloris,"Hernández-Prieto, G3 (Bethesda, Md.) 2017"
2,False,other,1,1,PMM1135,pro,42,2011,Diurnal rhythms result in significant changes in the cellular protein complement in the cyanobacterium Cyanothece 51142,10.1371/journal.pone.0016680,PMC3043056,,Cyanothece,"Stöckel, PloS one 2011"
2,False,other,1,1,BL107_11441,syn,42,2011,Physiological roles of the cyAbrB transcriptional regulator pair Sll0822 and Sll0359 in Synechocystis sp. strain PCC 6803,10.1128/jb.00284-11,PMC3147526,,Nostoc,"Yamauchi, Journal of bacteriology 2011"
2,False,other,1,1,PMT9312_0549,pro,39,2008,A multiprotein bicarbonate dehydration complex essential to carboxysome function in cyanobacteria,10.1128/jb.01283-07,PMC2223583,,Synechocystis,"Cot, Journal of bacteriology 2008"
2,False,other,1,1,PMT9312_0549,pro,39,2004,Four novel genes required for optimal photoautotrophic growth of the cyanobacterium Synechocystis sp. strain PCC 6803 identified by in vitro transposon mutagenesis,10.1128/jb.186.3.875-879.2004,PMC321504,,Synechocystis,"Zhang, Journal of bacteriology 2004"
2,False,other,1,1,PMT9312_0549,pro,39,2016,"Diurnal Regulation of Cellular Processes in the Cyanobacterium Synechocystis sp. Strain PCC 6803: Insights from Transcriptomic, Fluxomic, and Physiological Analyses",10.1128/mbio.00464-16,PMC4959675,,Synechocystis,"Saha, mBio 2016"
2,False,other,1,1,PMT9312_0549,pro,37,2021,Complex structure reveals CcmM and CcmN form a heterotrimeric adaptor in β-carboxysome,10.1002/pro.4090,PMC8284570,,Synechocystis,"Sun, Protein science : a publication of the Protein Society 2021"
2,False,other,1,1,PMT9312_0549,pro,36,2023,Metabolite interactions in the bacterial Calvin cycle and implications for flux regulation,10.1038/s42003-023-05318-8,PMC10507043,,Synechococcus,"Sporre, Communications biology 2023"
2,False,other,1,1,PMT9312_0549,pro,35,2009,"Web-based software for rapid top-down proteomic identification of protein biomarkers, with implications for bacterial identification.",10.1128/aem.00079-09,PMC2704838,,Crocosphaera,"Fagerquist, Applied and environmental microbiology 2009"
2,False,other,1,1,PMM1135,pro,35,2022,The two-component response regulator OrrA confers dehydration tolerance by regulating avaKa expression in the cyanobacterium Anabaena sp. strain PCC 7120,10.1111/1462-2920.16162,PMC9804601,,Nostoc,"Kimura, Environmental microbiology 2022"
2,False,other,1,1,NATL1_02111,pro,34,2015,"Essentiality of threonylcarbamoyladenosine (t(6)A), a universal tRNA modification, in bacteria",10.1111/mmi.13209,PMC4963248,,Synechocystis,"Thiaville, Molecular microbiology 2015"
2,False,other,1,1,NATL1_02111,pro,34,2018,Ethylene causes transcriptomic changes in Synechocystis during phototaxis,10.1002/pld3.48,PMC6508509,,Synechocystis,"Lacey, Plant direct 2018"
2,False,other,1,1,SYNPCC7002_C0017,syn,33,2022,Expression of tardigrade disordered proteins impacts the tolerance to biofuels in a model cyanobacterium Synechocystis sp. PCC 6803,10.3389/fmicb.2022.1091502,PMC9845703,,Synechocystis,"Zhang, Frontiers in microbiology 2022"
2,False,other,1,1,NATL1_02111,pro,29,2019,Insight into the genome and brackish water adaptation strategies of toxic and bloom-forming Baltic Sea Dolichospermum sp. UHCC 0315,10.1038/s41598-019-40883-1,PMC6426976,,Dolichospermum,"Teikari, Scientific reports 2019"
2,False,characterization,0,1,PMT9312_0550,pro,74,2025,A Cyanobacterial Screening Platform for Rubisco Mutant Variants,10.1021/acssynbio.5c00065,PMC12313052,,Synechocystis,"Hoffmann, ACS synthetic biology 2025"
2,False,characterization,0,1,BL107_11441,syn,46,2014,The Effects of Dark Incubation on Cellular Metabolism of the Wild Type Cyanobacterium Synechocystis sp. PCC 6803 and a Mutant Lacking the Transcriptional Regulator cyAbrB2,10.3390/life4040770,PMC4284466,,Synechocystis,"Hanai, Life (Basel, Switzerland) 2014"
2,False,characterization,0,1,SynWH7803_0353,syn,44,2023,Modeling the Characteristic Residues of Chlorophyll <i>f</i> Synthase (ChlF) from <i>Halomicronema hongdechloris</i> to Determine Its Reaction Mechanism,10.3390/microorganisms11092305,PMC10535343,,Halomicronema,"Chen, Microorganisms 2023"
3,False,omics,3,1,DEH24_14130,alt,77,2020,"Pseudomonas syringae AlgU Downregulates Flagellin Gene Expression, Helping Evade Plant Immunity",10.1128/jb.00418-19,PMC6989796,,Pseudomonas,"Bao, Journal of bacteriology 2020"
3,False,omics,3,1,EZ55_01060,alt,64,2006,Transcriptome profiling of Shewanella oneidensis gene expression following exposure to acidic and alkaline pH,10.1128/jb.188.4.1633-1642.2006,PMC1367224,,Shewanella,"Leaphart, Journal of bacteriology 2006"
3,False,comparative_genomics,2,1,DEH24_14130,alt,80,2022,Genomic Analysis of Two Representative Strains of Shewanella putrefaciens Isolated from Bigeye Tuna: Biofilm and Spoilage-Associated Behavior,10.3390/foods11091261,PMC9100107,,Shewanella,"Yi, Foods (Basel, Switzerland) 2022"
3,False,comparative_genomics,2,1,DEH24_02300,alt,69,2019,Reconciling high-throughput gene essentiality data with metabolic network reconstructions,10.1371/journal.pcbi.1006507,PMC6478342,,Pseudomonas,"Blazier, PLoS computational biology 2019"
3,False,comparative_genomics,2,1,EZ55_01060,alt,52,2008,Probing regulon of ArcA in Shewanella oneidensis MR-1 by integrated genomic analyses,10.1186/1471-2164-9-42,PMC2262068,,Shewanella,"Gao, BMC genomics 2008"
3,False,comparative_genomics,2,1,DEH24_02300,alt,50,2014,An Updated genome annotation for the model marine bacterium Ruegeria pomeroyi DSS-3,10.1186/1944-3277-9-11,PMC4334477,,Ruegeria,"Rivers, Standards in genomic sciences 2014"
3,False,other,1,1,DEH24_14130,alt,80,2005,Transcriptome analysis of Shewanella oneidensis MR-1 in response to elevated salt conditions,10.1128/jb.187.7.2501-2507.2005,PMC1065217,,Shewanella,"Liu, Journal of bacteriology 2005"
3,False,other,1,1,DEH24_14130,alt,80,2006,Global transcriptome analysis of the cold shock response of Shewanella oneidensis MR-1 and mutational analysis of its classical cold shock proteins,10.1128/jb.01908-05,PMC1482949,,Shewanella,"Gao, Journal of bacteriology 2006"
3,False,other,1,1,DEH24_14130,alt,80,2022,Defining Two Chemosensory Arrays in Shewanella oneidensis,10.3390/biom13010021,PMC9855816,,Shewanella,"Fortier, Biomolecules 2022"
3,False,other,1,1,DEH24_02300,alt,79,2016,The Structure of a Thermophilic Kinase Shapes Fitness upon Random Circular Permutation.,10.1021/acssynbio.5b00305,PMC5122316,,Pseudomonas;Shewanella,"Jones, ACS synthetic biology 2016"
3,False,other,1,1,DEH24_14130,alt,79,2020,Comparative Genomics Reveals Pathogenicity-Related Loci in Shewanella algae,10.1155/2020/9205197,PMC7149415,,Shewanella,"Wang, The Canadian journal of infectious diseases & medical microbiology = Journal canadien des maladies infectieuses et"
3,False,other,1,1,DEH24_14130,alt,77,2024,Microbiome mapping in dairy industry reveals new species and genes for probiotic and bioprotective activities,10.1038/s41522-024-00541-5,PMC11297241,,Pseudomonas,"De, NPJ biofilms and microbiomes 2024"
3,False,other,1,1,DEH24_14130,alt,77,2024,"Molecular Characterization of Pseudomonas aeruginosa Clinical Isolates Through Whole-Genome Sequencing: A Comprehensive Analysis of Biotypes, Sequence Types, and Antimicrobial and Virulence Genes",10.7759/cureus.71118,PMC11548977,,Pseudomonas,"Bharadwaj, Cureus 2024"
3,False,other,1,1,DEH24_14130,alt,77,2024,"Metagenomic insights into microbial community, functional annotation, and antibiotic resistance genes in Himalayan Brahmaputra River sediment, India",10.3389/fmicb.2024.1426463,PMC11614985,,Pseudomonas,"Sharma, Frontiers in microbiology 2024"
3,False,other,1,1,DEH24_14130,alt,77,2025,Proteome-wide identification of druggable targets and inhibitors for multidrug-resistant <i>Pseudomonas aeruginosa</i> using an integrative subtractive proteomics and virtual screening approach,10.1016/j.heliyon.2025.e42584,PMC11891712,,Pseudomonas,"Vemula, Heliyon 2025"
3,False,other,1,1,DEH24_14130,alt,77,2025,Abundance and transmission of antibiotic resistance and virulence genes through mobile genetic elements in integrated chicken and fish farming system,10.1038/s41598-025-92921-w,PMC12217527,,Pseudomonas,"Kador, Scientific reports 2025"
3,False,other,1,1,DEH24_14130,alt,77,2025,Metatranscriptome analysis to unveil the molecular signatures of transcriptionally active pathogens associated with bovine mastitis,10.3389/fvets.2025.1642351,PMC12571623,,Pseudomonas,"Naveenprasath, Frontiers in veterinary science 2025"
3,False,other,1,1,DEH24_14130,alt,77,2025,Genomic Characterization of Intestinal Colonizing <i>Pseudomonas juntendi</i> Strains Harboring <i>bla</i> <sub>VIM-2</sub>,10.2147/idr.s554163,PMC12702284,,Pseudomonas,"Zhu, Infection and drug resistance 2025"
3,False,other,1,1,DEH24_14130,alt,77,2025,"Isolation, Characterization, and Evaluation of a Lytic Jumbo Phage Z90 Against Aeromonas hydrophila in American Eels (Anguilla rostrata)",10.3390/antibiotics15010027,PMC12837969,,Pseudomonas,"Zhang, Antibiotics (Basel, Switzerland) 2025"
3,False,other,1,1,DEH24_14130,alt,77,2021,Transcriptome Analysis on the Mechanism of Ethylicin Inhibiting Pseudomonas syringae pv. actinidiae on Kiwifruit,10.3390/microorganisms9040724,PMC8067213,,Pseudomonas,"Liu, Microorganisms 2021"
3,False,other,1,1,DEH24_14130,alt,77,2023,Diverse Partners of the Partitioning ParB Protein in Pseudomonas aeruginosa,10.1128/spectrum.04289-22,PMC9927451,,Pseudomonas,"Kawalek, Microbiology spectrum 2023"
3,False,other,1,1,DEH24_14130,alt,76,2020,Gross transcriptomic analysis of Pseudomonas putida for diagnosing environmental shifts,10.1111/1751-7915.13404,PMC6922523,,Pseudomonas,"Hueso-Gil, Microbial biotechnology 2020"
3,False,other,1,1,DEH24_02300,alt,75,2019,"Identification and characterization of levulinyl-CoA synthetase from Pseudomonas citronellolis, which differs phylogenetically from LvaE of Pseudomonas putida",10.1186/s13568-019-0853-y,PMC6692424,,Pseudomonas,"Habe, AMB Express 2019"
3,False,other,1,1,DEH24_14130,alt,72,2012,Novel genes involved in Pseudomonas fluorescens Pf0-1 motility and biofilm formation,10.1128/aem.07201-11,PMC3370546,,Pseudomonas,"Mastropaolo, Applied and environmental microbiology 2012"
3,False,other,1,1,DEH24_02300,alt,71,2023,UEG Week 2023 Poster Presentations,10.1002/ueg2.12461,PMC10576948,,Pseudomonas,", United European gastroenterology journal 2023"
3,False,other,1,1,DEH24_02300,alt,71,2025,Automation and machine learning drive rapid optimization of isoprenol production in Pseudomonas putida,10.1038/s41467-025-66304-8,PMC12748988,,Pseudomonas,"Carruthers, Nature communications 2025"
3,False,other,1,1,DEH24_02300,alt,71,2012,Differential proteomics and physiology of Pseudomonas putida KT2440 under filament-inducing conditions,10.1186/1471-2180-12-282,PMC3538555,,Pseudomonas,"Crabbé, BMC microbiology 2012"
3,False,other,1,1,DEH24_02300,alt,69,2026,Activation of the envelope stress-responsive two-component system AmgRS compensates for depletion of the essential lipoprotein signal peptidase LspA in <i>Pseudomonas aeruginosa</i>,10.1016/j.crmicr.2026.100565,PMC12906115,,Pseudomonas,"Sposato, Current research in microbial sciences 2026"
3,False,other,1,1,DEH24_02300,alt,69,2009,Targeting a bacterial stress response to enhance antibiotic action,10.1073/pnas.0903619106,PMC2732827,,Pseudomonas,"Lee, Proceedings of the National Academy of Sciences of the United States of America 2009"
3,False,other,1,1,DEH24_02300,alt,69,2009,Lipotoxin F of Pseudomonas aeruginosa is an AlgU-dependent and alginate-independent outer membrane protein involved in resistance to oxidative stress and adhesion to A549 human lung epithelia,10.1099/mic.0.025833-0,PMC2895231,,Pseudomonas,"Damron, Microbiology (Reading, England) 2009"
3,False,other,1,1,DEH24_02300,alt,69,2011,Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen,10.1128/aem.01582-10,PMC3067220,,Pseudomonas,"Crabbé, Applied and environmental microbiology 2011"
3,False,other,1,1,DEH24_02300,alt,69,2012,A systems biology approach to drug targets in Pseudomonas aeruginosa biofilm,10.1371/journal.pone.0034337,PMC3327687,,Pseudomonas,"Sigurdsson, PloS one 2012"
3,False,other,1,1,DEH24_02300,alt,69,2013,A systems-level approach for investigating Pseudomonas aeruginosa biofilm formation,10.1371/journal.pone.0057050,PMC3579789,,Pseudomonas,"Xu, PloS one 2013"
3,False,other,1,1,DEH24_02300,alt,69,2013,Bis-(3'-5')-cyclic dimeric GMP regulates antimicrobial peptide resistance in Pseudomonas aeruginosa,10.1128/aac.02499-12,PMC3632963,,Pseudomonas,"Chua, Antimicrobial agents and chemotherapy 2013"
3,False,other,1,1,EZ55_01060,alt,64,2007,Whole proteome analysis of post-translational modifications: applications of mass-spectrometry for proteogenomic annotation,10.1101/gr.6427907,PMC1950905,,Shewanella,"Gupta, Genome research 2007"
3,False,other,1,1,EZ55_01060,alt,52,2010,Quantitative analysis of cell surface membrane proteins using membrane-impermeable chemical probe coupled with 18O labeling,10.1021/pr9009113,PMC2918385,,Shewanella,"Zhang, Journal of proteome research 2010"
