locus_tag,term_id,term_name
PMM0137,go:0004314,[acyl-carrier-protein] S-malonyltransferase activity
PMM0137,go:0016746,acyltransferase activity
PMM0138,go:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity
PMM0138,go:0016746,acyltransferase activity
PMM0141,go:0000049,tRNA binding
PMM0141,go:0000166,nucleotide binding
PMM0141,go:0016779,nucleotidyltransferase activity
PMM0141,go:0046872,metal ion binding
PMM0141,go:1990817,poly(A) RNA polymerase activity
PMM0142,go:0000166,nucleotide binding
PMM0142,go:0003676,nucleic acid binding
PMM0142,go:0003729,mRNA binding
PMM0143,go:0004311,geranylgeranyl diphosphate synthase activity
PMM0143,go:0004337,"(2E,6E)-farnesyl diphosphate synthase activity"
PMM0143,go:0046905,15-cis-phytoene synthase activity
PMM0143,go:0051996,squalene synthase [NAD(P)H] activity
PMM0144,go:0016166,phytoene dehydrogenase activity
PMM0145,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0145,go:0048038,quinone binding
PMM0145,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0147,go:0000976,transcription cis-regulatory region binding
PMM0147,go:0003700,DNA-binding transcription factor activity
PMM0148,go:0090471,"9,15,9^-tri-cis-zeta-carotene isomerase activity"
PMM0149,go:0008137,NADH dehydrogenase (ubiquinone) activity
PMM0149,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0149,go:0048038,quinone binding
PMM0149,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0150,go:0016491,oxidoreductase activity
PMM0150,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0150,go:0048038,quinone binding
PMM0150,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0152,go:0000287,magnesium ion binding
PMM0152,go:0002134,UTP binding
PMM0152,go:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
PMM0152,go:0032551,pyrimidine ribonucleoside binding
PMM0152,go:0043886,structural constituent of carboxysome shell
PMM0153,go:0071949,FAD binding
PMM0153,go:0106312,methylenetetrahydrofolate reductase (NADH) activity
PMM0154,go:0000156,phosphorelay response regulator activity
PMM0154,go:0003700,DNA-binding transcription factor activity
PMM0154,go:0043565,sequence-specific DNA binding
PMM0156,go:0003951,NAD+ kinase activity
PMM0157,go:0008137,NADH dehydrogenase (ubiquinone) activity
PMM0157,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0157,go:0048038,quinone binding
PMM0157,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0158,go:0008137,NADH dehydrogenase (ubiquinone) activity
PMM0158,go:0016491,oxidoreductase activity
PMM0158,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0158,go:0048038,quinone binding
PMM0158,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0159,go:0008753,NADPH dehydrogenase (quinone) activity
PMM0159,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0159,go:0048038,quinone binding
PMM0159,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0160,go:0016491,oxidoreductase activity
PMM0160,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0160,go:0048038,quinone binding
PMM0160,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0161,go:0036440,citrate synthase activity
PMM0164,go:0004834,tryptophan synthase activity
PMM0165,go:0003729,mRNA binding
PMM0165,go:0003743,translation initiation factor activity
PMM0166,go:0004020,adenylylsulfate kinase activity
PMM0166,go:0004781,sulfate adenylyltransferase (ATP) activity
PMM0166,go:0005524,ATP binding
PMM0167,go:0004638,phosphoribosylaminoimidazole carboxylase activity
PMM0167,go:0034023,5-(carboxyamino)imidazole ribonucleotide mutase activity
PMM0168,go:0046406,magnesium protoporphyrin IX methyltransferase activity
PMM0169,go:0000156,phosphorelay response regulator activity
PMM0169,go:0000976,transcription cis-regulatory region binding
PMM0169,go:0003677,DNA binding
PMM0170,go:0030170,pyridoxal phosphate binding
PMM0170,go:0031071,cysteine desulfurase activity
PMM0171,go:0071424,rRNA (cytosine-N4-)-methyltransferase activity
PMM0172,go:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
PMM0172,go:0048038,quinone binding
PMM0172,go:0050136,NADH dehydrogenase (quinone) (non-electrogenic) activity
PMM0173,go:0047617,fatty acyl-CoA hydrolase activity
PMM0174,go:0000166,nucleotide binding
PMM0174,go:0005524,ATP binding
PMM0174,go:0008756,o-succinylbenzoate-CoA ligase activity
PMM0174,go:0016874,ligase activity
PMM0175,go:0000287,magnesium ion binding
PMM0175,go:0003824,catalytic activity
PMM0175,go:0016836,hydro-lyase activity
PMM0176,go:0004650,polygalacturonase activity
PMM0176,go:0046428,"1,4-dihydroxy-2-naphthoate polyprenyltransferase activity"
PMM0177,go:0008909,isochorismate synthase activity
PMM0178,go:0004363,glutathione synthase activity
PMM0178,go:0005524,ATP binding
PMM0178,go:0046872,metal ion binding
PMM0179,go:0015038,glutathione disulfide oxidoreductase activity
PMM0180,go:0016149,"translation release factor activity, codon specific"
PMM0182,go:0004222,metalloendopeptidase activity
PMM0182,go:0004521,RNA endonuclease activity
PMM0182,go:0008270,zinc ion binding
PMM0182,go:0016787,hydrolase activity
PMM0182,go:0046872,metal ion binding
PMM0183,go:0004143,ATP-dependent diacylglycerol kinase activity
PMM0183,go:0005524,ATP binding
PMM0183,go:0016301,kinase activity
PMM0183,go:0046872,metal ion binding
PMM0184,go:0004049,anthranilate synthase activity
PMM0184,go:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
PMM0185,go:0016787,hydrolase activity
PMM0185,go:0046872,metal ion binding
PMM0186,go:0003824,catalytic activity
PMM0186,go:0008483,transaminase activity
PMM0186,go:0030170,pyridoxal phosphate binding
PMM0187,go:0000166,nucleotide binding
PMM0187,go:0004814,arginine-tRNA ligase activity
PMM0187,go:0005524,ATP binding
PMM0188,go:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity
PMM0189,go:0003924,GTPase activity
PMM0189,go:0005525,GTP binding
PMM0189,go:0042802,identical protein binding
PMM0191,go:0000166,nucleotide binding
PMM0191,go:0005515,protein binding
PMM0191,go:0008728,GTP diphosphokinase activity
PMM0191,go:0008893,"guanosine-3^,5^-bis(diphosphate) 3^-diphosphatase activity"
PMM0191,go:0016301,kinase activity
PMM0191,go:0016597,amino acid binding
PMM0192,go:0005524,ATP binding
PMM0192,go:0015413,ABC-type nickel transporter activity
PMM0192,go:0016887,ATP hydrolysis activity
PMM0193,go:0003723,RNA binding
PMM0193,go:0016829,lyase activity
PMM0193,go:0120159,rRNA pseudouridine synthase activity
PMM0194,go:0003924,GTPase activity
PMM0194,go:0005525,GTP binding
PMM0195,go:0004618,phosphoglycerate kinase activity
PMM0195,go:0005524,ATP binding
PMM0197,go:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
PMM0197,go:0051991,"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity"
PMM0198,go:0003824,catalytic activity
PMM0198,go:0008483,transaminase activity
PMM0198,go:0030170,pyridoxal phosphate binding
PMM0199,go:0106430,dihydroorotate dehydrogenase (quinone) activity
PMM0200,go:0000287,magnesium ion binding
PMM0200,go:0003723,RNA binding
PMM0200,go:0004519,endonuclease activity
PMM0200,go:0004523,RNA-DNA hybrid ribonuclease activity
PMM0200,go:0016787,hydrolase activity
PMM0200,go:0030145,manganese ion binding
PMM0201,go:0003735,structural constituent of ribosome
PMM0201,go:0019843,rRNA binding
PMM0202,go:0003735,structural constituent of ribosome
PMM0202,go:0019843,rRNA binding
PMM0203,go:0003735,structural constituent of ribosome
PMM0203,go:0019843,rRNA binding
PMM0203,go:1901363,heterocyclic compound binding
PMM0204,go:0003735,structural constituent of ribosome
PMM0204,go:0019843,rRNA binding
PMM0204,go:1901363,heterocyclic compound binding
PMM0206,go:0015450,protein-transporting ATPase activity
PMM0207,go:0005524,ATP binding
PMM0207,go:0008233,peptidase activity
PMM0207,go:0016887,ATP hydrolysis activity
PMM0207,go:0051082,unfolded protein binding
PMM0208,go:0000287,magnesium ion binding
PMM0208,go:0004634,phosphopyruvate hydratase activity
PMM0208,go:0016829,lyase activity
PMM0208,go:0042803,protein homodimerization activity
PMM0209,go:0004672,protein kinase activity
PMM0209,go:0005524,ATP binding
PMM0211,go:0004791,thioredoxin-disulfide reductase (NADPH) activity
PMM0211,go:0016491,oxidoreductase activity
PMM0211,go:0050660,flavin adenine dinucleotide binding
PMM0212,go:0030234,enzyme regulator activity
PMM0214,go:0015116,sulfate transmembrane transporter activity
PMM0215,go:0003824,catalytic activity
PMM0215,go:0004655,porphobilinogen synthase activity
PMM0215,go:0008270,zinc ion binding
PMM0215,go:0046872,metal ion binding
PMM0216,go:0003824,catalytic activity
PMM0216,go:0004462,lactoylglutathione lyase activity
PMM0216,go:0046872,metal ion binding
PMM0216,go:0051213,dioxygenase activity
PMM0217,go:0003684,damaged DNA binding
PMM0217,go:0004519,endonuclease activity
PMM0217,go:0005524,ATP binding
PMM0217,go:0016887,ATP hydrolysis activity
PMM0217,go:0019843,rRNA binding
PMM0217,go:0030983,mismatched DNA binding
PMM0217,go:0043023,ribosomal large subunit binding
PMM0217,go:0140664,ATP-dependent DNA damage sensor activity
PMM0217,go:1901363,heterocyclic compound binding
PMM0218,go:0000287,magnesium ion binding
PMM0218,go:0003924,GTPase activity
PMM0218,go:0005525,GTP binding
PMM0221,go:0004364,glutathione transferase activity
PMM0221,go:0005515,protein binding
PMM0221,go:0016491,oxidoreductase activity
PMM0221,go:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
PMM0221,go:0042803,protein homodimerization activity
PMM0222,go:0016788,"hydrolase activity, acting on ester bonds"
PMM0223,go:0009055,electron transfer activity
PMM0224,go:0004107,chorismate synthase activity
PMM0224,go:0010181,FMN binding
PMM0225,go:0016829,lyase activity
PMM0226,go:0004176,ATP-dependent peptidase activity
PMM0226,go:0004222,metalloendopeptidase activity
PMM0226,go:0005524,ATP binding
PMM0226,go:0008270,zinc ion binding
PMM0226,go:0016887,ATP hydrolysis activity
PMM0227,go:0004781,sulfate adenylyltransferase (ATP) activity
PMM0227,go:0005524,ATP binding
PMM0228,go:0005509,calcium ion binding
PMM0228,go:0010242,oxygen evolving activity
PMM0229,go:0003824,catalytic activity
PMM0229,go:0004632,phosphopantothenate--cysteine ligase activity
PMM0229,go:0004633,phosphopantothenoylcysteine decarboxylase activity
PMM0229,go:0010181,FMN binding
PMM0229,go:0046872,metal ion binding
PMM0233,go:0004070,aspartate carbamoyltransferase activity
PMM0233,go:0016597,amino acid binding
PMM0234,go:0003677,DNA binding
PMM0234,go:0003905,alkylbase DNA N-glycosylase activity
PMM0235,go:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
PMM0238,go:0000166,nucleotide binding
PMM0238,go:0003824,catalytic activity
PMM0238,go:0004822,isoleucine-tRNA ligase activity
PMM0238,go:0005524,ATP binding
PMM0240,go:0008176,tRNA (guanine(46)-N7)-methyltransferase activity
PMM0241,go:0000287,magnesium ion binding
PMM0241,go:0008966,phosphoglucosamine mutase activity
PMM0242,go:0016209,antioxidant activity
PMM0242,go:0016491,oxidoreductase activity
PMM0242,go:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
PMM0243,go:0004799,thymidylate synthase activity
PMM0243,go:0050660,flavin adenine dinucleotide binding
PMM0243,go:0050797,thymidylate synthase (FAD) activity
PMM0243,go:0070402,NADPH binding
PMM0244,go:0008829,dCTP deaminase activity
PMM0244,go:0016787,hydrolase activity
PMM0245,go:0000166,nucleotide binding
PMM0245,go:0004640,phosphoribosylanthranilate isomerase activity
PMM0245,go:0005524,ATP binding
PMM0245,go:0008817,corrinoid adenosyltransferase activity
PMM0245,go:0016740,transferase activity
PMM0246,go:0003700,DNA-binding transcription factor activity
PMM0246,go:0043565,sequence-specific DNA binding
PMM0246,go:1901363,heterocyclic compound binding
PMM0248,go:0003676,nucleic acid binding
PMM0248,go:0016740,transferase activity
PMM0248,go:0016788,"hydrolase activity, acting on ester bonds"
PMM0250,go:0004045,peptidyl-tRNA hydrolase activity
PMM0251,go:0042301,phosphate ion binding
PMM0255,go:0003861,3-isopropylmalate dehydratase activity
PMM0255,go:0005515,protein binding
PMM0255,go:0016829,lyase activity
PMM0255,go:0016866,intramolecular transferase activity
PMM0256,go:0003861,3-isopropylmalate dehydratase activity
PMM0256,go:0005515,protein binding
PMM0256,go:0016829,lyase activity
PMM0256,go:0016866,intramolecular transferase activity
PMM0256,go:0051539,"4 iron, 4 sulfur cluster binding"
PMM0258,go:0004372,glycine hydroxymethyltransferase activity
PMM0258,go:0008270,zinc ion binding
PMM0258,go:0030170,pyridoxal phosphate binding
PMM0258,go:0070905,serine binding
PMM0262,go:0003677,DNA binding
PMM0263,go:0008519,ammonium channel activity
PMM0264,go:0046872,metal ion binding
PMM0264,go:0051745,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
PMM0266,go:0003824,catalytic activity
PMM0266,go:0003937,IMP cyclohydrolase activity
PMM0266,go:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity
PMM0267,go:0016787,hydrolase activity
PMM0269,go:0000155,phosphorelay sensor kinase activity
PMM0269,go:0005524,ATP binding
PMM0270,go:0008818,cobalamin 5^-phosphate synthase activity
PMM0270,go:0051073,adenosylcobinamide-GDP ribazoletransferase activity
PMM0271,go:0008479,tRNA-guanosine(34) queuine transglycosylase activity
PMM0273,go:0000166,nucleotide binding
PMM0273,go:0016491,oxidoreductase activity
PMM0274,go:0050660,flavin adenine dinucleotide binding
PMM0275,go:0000287,magnesium ion binding
PMM0275,go:0004588,orotate phosphoribosyltransferase activity
PMM0276,go:0005515,protein binding
PMM0276,go:0005542,folic acid binding
PMM0278,go:0000287,magnesium ion binding
PMM0278,go:0008973,phosphopentomutase activity
PMM0278,go:0016740,transferase activity
PMM0279,go:0035870,dITP diphosphatase activity
PMM0279,go:0036222,XTP diphosphatase activity
PMM0280,go:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
PMM0280,go:0046872,metal ion binding
PMM0281,go:0004424,imidazoleglycerol-phosphate dehydratase activity
PMM0282,go:0004312,fatty acid synthase activity
