locus_tag,term_id,term_name
PMM0278,ec:5.4.2.2,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
PMM0279,ec:3.6.1.66,XTP/dITP diphosphatase
PMM0280,ec:1.13.11.75,"all-trans-8^-apo-beta-carotenal 15,15^-oxygenase"
PMM0281,ec:4.2.1.19,imidazoleglycerol-phosphate dehydratase
PMM0282,ec:1.3.1.10,"enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)"
PMM0282,ec:1.3.1.9,enoyl-[acyl-carrier-protein] reductase (NADH)
PMM0283,ec:1.8.-.-,Acting on a sulfur group of donors
PMM0284,ec:2.6.1.-,Transaminases
PMM0285,ec:4.1.99.3,deoxyribodipyrimidine photo-lyase
PMM0286,ec:3.6.1.13,ADP-ribose diphosphatase
PMM0287,ec:2.7.6.3,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
PMM0288,ec:6.6.1.1,magnesium chelatase
PMM0292,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0292,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0293,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0293,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0294,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0294,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0301,ec:2.4.2.28,S-methyl-5^-thioadenosine phosphorylase
PMM0302,ec:2.7.9.3,"selenide, water dikinase"
PMM0303,ec:2.7.7.19,polynucleotide adenylyltransferase
PMM0303,ec:2.7.7.72,CCA tRNA nucleotidyltransferase
PMM0304,ec:3.6.4.12,DNA helicase
PMM0304,ec:5.6.2.4,DNA 3^-5^ helicase
PMM0310,ec:2.7.1.17,xylulokinase
PMM0311,ec:2.5.1.6,methionine adenosyltransferase
PMM0318,ec:2.1.1.297,peptide chain release factor N(5)-glutamine methyltransferase
PMM0319,ec:2.7.7.87,L-threonylcarbamoyladenylate synthase
PMM0323,ec:3.1.-.-,Acting on ester bonds
PMM0324,ec:3.4.21.102,C-terminal processing peptidase
PMM0325,ec:7.1.1.6,plastoquinol--plastocyanin reductase
PMM0326,ec:7.1.1.6,plastoquinol--plastocyanin reductase
PMM0327,ec:3.2.1.26,beta-fructofuranosidase
PMM0328,ec:3.2.2.23,DNA-formamidopyrimidine glycosylase
PMM0328,ec:4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
PMM0331,ec:1.2.1.3,aldehyde dehydrogenase (NAD(+))
PMM0331,ec:1.2.1.5,aldehyde dehydrogenase [NAD(P)(+)]
PMM0332,ec:3.4.21.105,rhomboid protease
PMM0333,ec:2.3.1.266,[ribosomal protein bS18]-alanine N-acetyltransferase
PMM0333,ec:2.3.1.267,[ribosomal protein uS5]-alanine N-acetyltransferase
PMM0336,ec:1.10.3.11,ubiquinol oxidase (non-electrogenic)
PMM0339,ec:1.-.-.-,Oxidoreductases
PMM0339,ec:5.2.1.13,prolycopene isomerase
PMM0345,ec:1.11.1.15,and 1.11.1.29
PMM0345,ec:1.11.1.24,thioredoxin-dependent peroxiredoxin
PMM0349,ec:3.1.1.29,peptidyl-tRNA hydrolase
PMM0352,ec:3.4.-.-,Acting on peptide bonds (peptidases)
PMM0354,ec:2.4.-.-,Glycosyltransferases
PMM0354,ec:2.4.1.60,"alpha-1,3-abequosyltransferase"
PMM0356,ec:3.4.11.5,prolyl aminopeptidase
PMM0357,ec:3.5.99.2,aminopyrimidine aminohydrolase
PMM0358,ec:2.7.1.49,hydroxymethylpyrimidine kinase
PMM0358,ec:2.7.4.7,phosphooxymethylpyrimidine kinase
PMM0367,ec:1.-.-.-,Oxidoreductases
PMM0372,ec:3.6.3.-,Acting on acid anhydrides; catalyzing transmembrane movement of substances
PMM0372,ec:7.6.2.-,Linked to the hydrolysis of a nucleoside triphosphate
PMM0373,ec:4.2.1.104,cyanase
PMM0384,ec:2.1.1.72,site-specific DNA-methyltransferase (adenine-specific)
PMM0384,ec:3.1.21.3,type I site-specific deoxyribonuclease
PMM0384,ec:3.1.21.4,type II site-specific deoxyribonuclease
PMM0387,ec:4.2.1.10,3-dehydroquinate dehydratase
PMM0389,ec:2.1.1.130,precorrin-2 C(20)-methyltransferase
PMM0389,ec:2.1.1.151,cobalt-factor II C(20)-methyltransferase
PMM0391,ec:1.1.1.399,2-oxoglutarate reductase
PMM0391,ec:1.1.1.95,phosphoglycerate dehydrogenase
PMM0391,ec:3.6.5.-,Acting on GTP; involved in cellular and subcellular movement
PMM0396,ec:1.5.1.2,pyrroline-5-carboxylate reductase
PMM0397,ec:2.4.1.-,Hexosyltransferases
PMM0399,ec:4.1.2.4,deoxyribose-phosphate aldolase
PMM0401,ec:2.3.1.181,lipoyl(octanoyl) transferase
PMM0402,ec:6.2.1.3,long-chain-fatty-acid--CoA ligase
PMM0405,ec:2.3.1.12,dihydrolipoyllysine-residue acetyltransferase
PMM0406,ec:2.4.99.17,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PMM0406,ec:5.-.-.-,Isomerases
PMM0407,ec:2.5.1.47,cysteine synthase
PMM0408,ec:2.5.1.48,cystathionine gamma-synthase
PMM0409,ec:2.5.1.48,cystathionine gamma-synthase
PMM0409,ec:4.4.1.1,cystathionine gamma-lyase
PMM0409,ec:4.4.1.2,homocysteine desulfhydrase
PMM0413,ec:6.3.2.13,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
PMM0415,ec:5.1.1.17,isopenicillin-N epimerase
PMM0416,ec:2.1.1.137,arsenite methyltransferase
PMM0419,ec:1.1.5.4,malate dehydrogenase (quinone)
PMM0420,ec:3.6.5.n1,elongation factor 4
PMM0422,ec:2.1.1.34,tRNA (guanosine(18)-2^-O)-methyltransferase
PMM0426,ec:2.1.1.176,16S rRNA (cytosine(967)-C(5))-methyltransferase
PMM0427,ec:2.4.1.-,Hexosyltransferases
PMM0427,ec:2.4.99.28,peptidoglycan glycosyltransferase
PMM0427,ec:3.4.-.-,Acting on peptide bonds (peptidases)
PMM0427,ec:3.4.16.4,serine-type D-Ala-D-Ala carboxypeptidase
PMM0428,ec:2.5.1.133,bacteriochlorophyll a synthase
PMM0428,ec:2.5.1.62,chlorophyll synthase
PMM0429,ec:7.1.1.6,plastoquinol--plastocyanin reductase
PMM0430,ec:4.1.3.-,Oxo-acid-lyases
PMM0430,ec:4.3.2.10,imidazole glycerol-phosphate synthase
PMM0431,ec:2.1.1.163,demethylmenaquinone methyltransferase
PMM0431,ec:2.1.1.201,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase"
PMM0431,ec:2.1.1.329,demethylphylloquinol methyltransferase
PMM0433,ec:6.3.4.15,biotin--[biotin carboxyl-carrier protein] ligase
PMM0434,ec:7.6.2.-,Linked to the hydrolysis of a nucleoside triphosphate
PMM0435,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0435,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0436,ec:5.6.2.1,DNA topoisomerase
PMM0442,ec:2.5.1.9,riboflavin synthase
PMM0444,ec:7.1.1.9,cytochrome-c oxidase
PMM0445,ec:7.1.1.9,cytochrome-c oxidase
PMM0446,ec:7.1.1.9,cytochrome-c oxidase
PMM0447,ec:1.17.99.9,heme a synthase
PMM0448,ec:2.5.1.141,heme o synthase
PMM0453,ec:1.1.1.100,3-oxoacyl-[acyl-carrier-protein] reductase
PMM0454,ec:2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PMM0455,ec:3.4.-.-,Acting on peptide bonds (peptidases)
PMM0455,ec:3.4.17.13,muramoyltetrapeptide carboxypeptidase
PMM0456,ec:2.5.1.39,4-hydroxybenzoate polyprenyltransferase
PMM0457,ec:3.6.1.11,exopolyphosphatase
PMM0457,ec:3.6.1.40,"guanosine-5^-triphosphate,3^-diphosphate diphosphatase"
PMM0459,ec:2.1.1.133,precorrin-4 C(11)-methyltransferase
PMM0459,ec:2.1.1.271,cobalt-precorrin-4 methyltransferase
PMM0460,ec:2.-.-.-,Transferases
PMM0460,ec:2.5.1.145,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PMM0461,ec:7.1.1.6,plastoquinol--plastocyanin reductase
PMM0462,ec:7.1.1.6,plastoquinol--plastocyanin reductase
PMM0467,ec:2.7.4.8,guanylate kinase
PMM0470,ec:2.3.1.234,N(6)-L-threonylcarbamoyladenine synthase
PMM0473,ec:6.1.1.17,glutamate--tRNA ligase
PMM0477,ec:3.4.11.18,methionyl aminopeptidase
PMM0478,ec:5.1.3.34,monoglucosyldiacylglycerol epimerase
PMM0483,ec:5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
PMM0484,ec:3.1.11.2,exodeoxyribonuclease III
PMM0487,ec:4.99.1.12,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase"
PMM0491,ec:4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase
PMM0493,ec:3.4.17.19,carboxypeptidase Taq
PMM0494,ec:3.6.1.1,inorganic diphosphatase
PMM0495,ec:2.5.1.61,hydroxymethylbilane synthase
PMM0497,ec:3.6.1.-,In phosphorus-containing anhydrides
PMM0497,ec:3.6.4.-,Acting on ATP; involved in cellular and subcellular movement
PMM0497,ec:5.6.2.4,DNA 3^-5^ helicase
PMM0499,ec:2.7.2.8,acetylglutamate kinase
PMM0503,ec:1.3.1.106,cobalt-precorrin-6A reductase
PMM0503,ec:1.3.1.54,precorrin-6A reductase
PMM0504,ec:4.2.3.1,threonine synthase
PMM0505,ec:2.7.1.11,6-phosphofructokinase
PMM0505,ec:2.7.1.4,fructokinase
PMM0506,ec:6.3.4.4,adenylosuccinate synthase
PMM0508,ec:6.1.1.15,proline--tRNA ligase
PMM0511,ec:3.6.1.1,inorganic diphosphatase
PMM0512,ec:1.20.4.1,arsenate reductase (glutathione/glutaredoxin)
PMM0513,ec:3.4.21.89,signal peptidase I
PMM0514,ec:3.5.2.3,dihydroorotase
PMM0515,ec:3.1.3.3,phosphoserine phosphatase
PMM0516,ec:3.4.-.-,Acting on peptide bonds (peptidases)
PMM0518,ec:2.4.99.28,peptidoglycan glycosyltransferase
PMM0518,ec:3.4.16.4,serine-type D-Ala-D-Ala carboxypeptidase
PMM0519,ec:2.2.1.2,transaldolase
PMM0520,ec:1.-.-.-,Oxidoreductases
PMM0520,ec:1.3.1.-,With NAD(+) or NADP(+) as acceptor
PMM0522,ec:2.7.4.22,UMP kinase
PMM0523,ec:2.5.1.17,corrinoid adenosyltransferase
PMM0525,ec:4.98.1.1,protoporphyrin ferrochelatase
PMM0525,ec:4.99.1.9,coproporphyrin ferrochelatase
PMM0526,ec:2.2.1.6,acetolactate synthase
PMM0531,ec:3.5.2.10,creatininase
PMM0532,ec:4.1.99.5,aldehyde oxygenase (deformylating)
PMM0533,ec:1.2.1.80,long-chain acyl-[acyl-carrier-protein] reductase
PMM0534,ec:2.1.3.15,acetyl-CoA carboxytransferase
PMM0534,ec:6.4.1.2,acetyl-CoA carboxylase
PMM0535,ec:1.1.1.276,serine 3-dehydrogenase (NADP(+))
PMM0536,ec:3.5.4.16,GTP cyclohydrolase I
PMM0537,ec:5.3.1.24,phosphoribosylanthranilate isomerase
PMM0539,ec:6.3.1.20,lipoate--protein ligase
PMM0542,ec:1.3.1.33,protochlorophyllide reductase
PMM0543,ec:1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
PMM0544,ec:1.18.-.-,Acting on iron-sulfur proteins as donors
PMM0544,ec:1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
PMM0545,ec:1.3.7.7,ferredoxin:protochlorophyllide reductase (ATP-dependent)
PMM0548,ec:3.6.1.66,XTP/dITP diphosphatase
PMM0550,ec:4.1.1.39,ribulose-bisphosphate carboxylase
PMM0551,ec:4.1.1.39,ribulose-bisphosphate carboxylase
PMM0553,ec:4.2.1.1,carbonic anhydrase
PMM0556,ec:4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase
PMM0558,ec:3.5.99.10,2-iminobutanoate/2-iminopropanoate deaminase
PMM0559,ec:3.1.2.6,hydroxyacylglutathione hydrolase
PMM0560,ec:2.4.2.17,ATP phosphoribosyltransferase
PMM0561,ec:7.-.-.-,Translocases
PMM0562,ec:2.3.1.-,Transferring groups other than amino-acyl groups
PMM0566,ec:2.5.1.18,glutathione transferase
PMM0567,ec:1.8.1.7,glutathione-disulfide reductase
PMM0569,ec:3.5.2.3,dihydroorotase
PMM0570,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0570,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0572,ec:4.2.1.20,tryptophan synthase
PMM0578,ec:3.5.4.19,phosphoribosyl-AMP cyclohydrolase
PMM0578,ec:3.6.1.31,phosphoribosyl-ATP diphosphatase
PMM0579,ec:4.1.2.50,6-carboxytetrahydropterin synthase
PMM0579,ec:4.2.3.12,6-pyruvoyltetrahydropterin synthase
PMM0582,ec:1.1.1.-,With NAD(+) or NADP(+) as acceptor
PMM0583,ec:4.1.1.37,uroporphyrinogen decarboxylase
PMM0584,ec:2.4.1.18,"1,4-alpha-glucan branching enzyme"
PMM0585,ec:3.-.-.-,Hydrolases
PMM0590,ec:1.2.1.41,glutamate-5-semialdehyde dehydrogenase
PMM0591,ec:1.13.11.81,"7,8-dihydroneopterin oxygenase"
PMM0591,ec:4.1.2.25,dihydroneopterin aldolase
PMM0591,ec:5.1.99.8,"7,8-dihydroneopterin epimerase"
PMM0592,ec:3.1.1.3,triacylglycerol lipase
PMM0593,ec:3.4.24.70,oligopeptidase A
PMM0594,ec:1.6.5.9,NADH:ubiquinone reductase (non-electrogenic)
PMM0594,ec:7.1.1.2,NADH:ubiquinone reductase (H(+)-translocating)
PMM0595,ec:2.7.1.39,homoserine kinase
PMM0596,ec:2.7.1.2,glucokinase
PMM0597,ec:6.1.1.3,threonine--tRNA ligase
PMM0598,ec:6.1.1.2,tryptophan--tRNA ligase
PMM0606,ec:3.4.21.89,signal peptidase I
PMM0607,ec:2.2.1.9,synthase
PMM0608,ec:4.1.3.36,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
PMM0609,ec:2.4.1.21,starch synthase
PMM0610,ec:6.3.2.10,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PMM0611,ec:2.3.1.157,glucosamine-1-phosphate N-acetyltransferase
PMM0611,ec:2.7.7.23,UDP-N-acetylglucosamine diphosphorylase
PMM0613,ec:2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase
PMM0614,ec:3.1.3.71,2-phosphosulfolactate phosphatase
