locus_tag,term_id,term_name
PMM1577,go:0005950,anthranilate synthase complex
PMM1578,go:0009538,photosystem I reaction center
PMM1578,go:0031676,plasma membrane-derived thylakoid membrane
PMM1579,go:0016020,membrane
PMM1580,go:0005886,plasma membrane
PMM1580,go:0032153,cell division site
PMM1583,go:0016020,membrane
PMM1585,go:0005575,cellular_component
PMM1590,go:0005575,cellular_component
PMM1590,go:0005829,cytosol
PMM1592,go:0030089,phycobilisome
PMM1593,go:0030089,phycobilisome
PMM1594,go:0005575,cellular_component
PMM1594,go:0016020,membrane
PMM1596,go:0005575,cellular_component
PMM1596,go:0005737,cytoplasm
PMM1600,go:0016020,membrane
PMM1601,go:0005737,cytoplasm
PMM1603,go:0005737,cytoplasm
PMM1605,go:0005840,ribosome
PMM1606,go:0005575,cellular_component
PMM1606,go:0005829,cytosol
PMM1607,go:0005575,cellular_component
PMM1607,go:0005622,intracellular anatomical structure
PMM1607,go:0005886,plasma membrane
PMM1607,go:0009538,photosystem I reaction center
PMM1607,go:0042651,thylakoid membrane
PMM1608,go:0005575,cellular_component
PMM1608,go:0005829,cytosol
PMM1609,go:0005829,cytosol
PMM1610,go:0005829,cytosol
PMM1611,go:0005575,cellular_component
PMM1611,go:0005829,cytosol
PMM1615,go:0009379,Holliday junction helicase complex
PMM1615,go:0048476,Holliday junction resolvase complex
PMM1618,go:0005737,cytoplasm
PMM1619,go:0005829,cytosol
PMM1619,go:0032993,protein-DNA complex
PMM1620,go:0016020,membrane
PMM1621,go:0005886,plasma membrane
PMM1622,go:0005737,cytoplasm
PMM1623,go:0009295,nucleoid
PMM1624,go:0005886,plasma membrane
