locus_tag,term_id,term_name
PMM0449,go:0043215,daunorubicin transport
PMM0450,go:0006810,transport
PMM0452,go:0006458,^de novo^ protein folding
PMM0452,go:0007049,cell cycle
PMM0452,go:0009408,response to heat
PMM0452,go:0042026,protein refolding
PMM0452,go:0051301,cell division
PMM0453,go:0030497,fatty acid elongation
PMM0454,go:0016114,terpenoid biosynthetic process
PMM0454,go:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
PMM0455,go:0006508,proteolysis
PMM0456,go:0006744,ubiquinone biosynthetic process
PMM0457,go:0006793,phosphorus metabolic process
PMM0457,go:0006798,polyphosphate catabolic process
PMM0459,go:0006779,porphyrin-containing compound biosynthetic process
PMM0459,go:0009236,cobalamin biosynthetic process
PMM0459,go:0032259,methylation
PMM0460,go:0009249,protein lipoylation
PMM0460,go:0042158,lipoprotein biosynthetic process
PMM0461,go:0009767,photosynthetic electron transport chain
PMM0462,go:0015979,photosynthesis
PMM0464,go:0015628,protein secretion by the type II secretion system
PMM0464,go:0015833,peptide transport
PMM0464,go:0043953,protein transport by the Tat complex
PMM0464,go:0065002,intracellular protein transmembrane transport
PMM0464,go:0071705,nitrogen compound transport
PMM0466,go:0072344,rescue of stalled cytosolic ribosome
PMM0467,go:0015949,nucleobase-containing small molecule interconversion
PMM0467,go:0016310,phosphorylation
PMM0467,go:0046037,GMP metabolic process
PMM0467,go:0046128,purine ribonucleoside metabolic process
PMM0467,go:0046710,GDP metabolic process
PMM0467,go:0046940,nucleoside monophosphate phosphorylation
PMM0468,go:0019684,"photosynthesis, light reaction"
PMM0469,go:0015979,photosynthesis
PMM0470,go:0002949,tRNA threonylcarbamoyladenosine modification
PMM0470,go:0070525,tRNA threonylcarbamoyladenosine metabolic process
PMM0472,go:0006812,monoatomic cation transport
PMM0472,go:0055085,transmembrane transport
PMM0472,go:1902600,proton transmembrane transport
PMM0473,go:0006424,glutamyl-tRNA aminoacylation
PMM0475,go:0006412,translation
PMM0477,go:0006508,proteolysis
PMM0478,go:0030497,fatty acid elongation
PMM0480,go:0009294,DNA-mediated transformation
PMM0481,go:0006974,DNA damage response
PMM0483,go:0006779,porphyrin-containing compound biosynthetic process
PMM0484,go:0006281,DNA repair
PMM0489,go:0055085,transmembrane transport
PMM0491,go:0006729,tetrahydrobiopterin biosynthetic process
PMM0491,go:0051289,protein homotetramerization
PMM0491,go:0051291,protein heterooligomerization
PMM0493,go:0006508,proteolysis
PMM0494,go:0006796,phosphate-containing compound metabolic process
PMM0495,go:0006783,heme biosynthetic process
PMM0495,go:0018160,peptidyl-pyrromethane cofactor linkage
PMM0496,go:0006352,DNA-templated transcription initiation
PMM0496,go:0006355,regulation of DNA-templated transcription
PMM0497,go:0006269,"DNA replication, synthesis of primer"
PMM0497,go:0006270,DNA replication initiation
PMM0497,go:0006302,double-strand break repair
PMM0497,go:0006310,DNA recombination
PMM0497,go:0009059,macromolecule biosynthetic process
PMM0497,go:0032392,DNA geometric change
PMM0499,go:0006526,L-arginine biosynthetic process
PMM0499,go:0006592,ornithine biosynthetic process
PMM0499,go:0016310,phosphorylation
PMM0502,go:0006260,DNA replication
PMM0503,go:0009236,cobalamin biosynthetic process
PMM0504,go:0046688,response to copper ion
PMM0504,go:0051260,protein homooligomerization
PMM0506,go:0044208,^de novo^ AMP biosynthetic process
PMM0506,go:0046040,IMP metabolic process
PMM0507,go:0010206,photosystem II repair
PMM0507,go:0010270,photosystem II oxygen evolving complex assembly
PMM0508,go:0006433,prolyl-tRNA aminoacylation
PMM0508,go:0006450,regulation of translational fidelity
PMM0511,go:0006796,phosphate-containing compound metabolic process
PMM0512,go:0006974,DNA damage response
PMM0512,go:0046685,response to arsenic-containing substance
PMM0513,go:0009306,protein secretion
PMM0514,go:0006145,purine nucleobase catabolic process
PMM0514,go:0006221,pyrimidine nucleotide biosynthetic process
PMM0516,go:0006508,proteolysis
PMM0516,go:0071586,CAAX-box protein processing
PMM0518,go:0000917,division septum assembly
PMM0518,go:0009252,peptidoglycan biosynthetic process
PMM0518,go:0051301,cell division
PMM0518,go:0071555,cell wall organization
PMM0519,go:0006098,pentose-phosphate shunt
PMM0520,go:0030494,bacteriochlorophyll biosynthetic process
PMM0521,go:0006412,translation
PMM0522,go:0006221,pyrimidine nucleotide biosynthetic process
PMM0522,go:0006225,UDP biosynthetic process
PMM0522,go:0008152,metabolic process
PMM0522,go:0015949,nucleobase-containing small molecule interconversion
PMM0522,go:0016310,phosphorylation
PMM0522,go:0044210,^de novo^ CTP biosynthetic process
PMM0522,go:0046940,nucleoside monophosphate phosphorylation
PMM0523,go:0009236,cobalamin biosynthetic process
PMM0524,go:0006310,DNA recombination
PMM0524,go:0015074,DNA integration
PMM0525,go:0006783,heme biosynthetic process
PMM0526,go:0009097,isoleucine biosynthetic process
PMM0526,go:0009099,L-valine biosynthetic process
PMM0530,go:0006412,translation
PMM0531,go:0009231,riboflavin biosynthetic process
PMM0532,go:0043447,alkane biosynthetic process
PMM0533,go:0006633,fatty acid biosynthetic process
PMM0533,go:0008152,metabolic process
PMM0533,go:0015677,copper ion import
PMM0533,go:0043447,alkane biosynthetic process
PMM0533,go:0098706,iron ion import across cell outer membrane
PMM0533,go:0098711,iron ion import across plasma membrane
PMM0534,go:0006633,fatty acid biosynthetic process
PMM0535,go:0008152,metabolic process
PMM0536,go:0006729,tetrahydrobiopterin biosynthetic process
PMM0536,go:0006730,one-carbon metabolic process
PMM0536,go:0046654,tetrahydrofolate biosynthetic process
PMM0537,go:0000162,L-tryptophan biosynthetic process
PMM0538,go:0006183,GTP biosynthetic process
PMM0538,go:0006508,proteolysis
PMM0538,go:1901070,guanosine-containing compound biosynthetic process
PMM0540,go:0019684,"photosynthesis, light reaction"
PMM0542,go:0015979,photosynthesis
PMM0542,go:0015995,chlorophyll biosynthetic process
PMM0543,go:0015995,chlorophyll biosynthetic process
PMM0543,go:0019685,"photosynthesis, dark reaction"
PMM0544,go:0015995,chlorophyll biosynthetic process
PMM0544,go:0019685,"photosynthesis, dark reaction"
PMM0545,go:0015979,photosynthesis
PMM0545,go:0015995,chlorophyll biosynthetic process
PMM0547,go:0015977,carbon fixation
PMM0548,go:0009146,purine nucleoside triphosphate catabolic process
PMM0549,go:0015977,carbon fixation
PMM0550,go:0015977,carbon fixation
PMM0551,go:0015977,carbon fixation
PMM0552,go:0015977,carbon fixation
PMM0553,go:0015977,carbon fixation
PMM0554,go:0015977,carbon fixation
PMM0555,go:0015977,carbon fixation
PMM0556,go:0006729,tetrahydrobiopterin biosynthetic process
PMM0556,go:0015977,carbon fixation
PMM0558,go:0006402,mRNA catabolic process
PMM0558,go:0008152,metabolic process
PMM0559,go:0006750,glutathione biosynthetic process
PMM0560,go:0000105,L-histidine biosynthetic process
PMM0560,go:1901607,alpha-amino acid biosynthetic process
PMM0563,go:0009058,biosynthetic process
PMM0564,go:0008150,biological_process
PMM0565,go:0000076,DNA replication checkpoint signaling
PMM0565,go:0006270,DNA replication initiation
PMM0565,go:0006351,DNA-templated transcription
PMM0565,go:0006355,regulation of DNA-templated transcription
PMM0565,go:0008156,negative regulation of DNA replication
PMM0565,go:0009059,macromolecule biosynthetic process
PMM0567,go:0006749,glutathione metabolic process
PMM0567,go:0034599,cellular response to oxidative stress
PMM0567,go:0045454,cell redox homeostasis
PMM0568,go:0006811,monoatomic ion transport
PMM0568,go:0006874,intracellular calcium ion homeostasis
PMM0569,go:0006207,^de novo^ pyrimidine nucleobase biosynthetic process
PMM0569,go:0009220,pyrimidine ribonucleotide biosynthetic process
PMM0569,go:0044205,^de novo^ UMP biosynthetic process
PMM0570,go:0042773,ATP synthesis coupled electron transport
PMM0572,go:0000162,L-tryptophan biosynthetic process
PMM0577,go:0006352,DNA-templated transcription initiation
PMM0578,go:0000105,L-histidine biosynthetic process
PMM0579,go:0006729,tetrahydrobiopterin biosynthetic process
PMM0579,go:0008616,tRNA queuosine(34) biosynthetic process
PMM0580,go:0009408,response to heat
PMM0580,go:0016485,protein processing
PMM0580,go:0019538,protein metabolic process
PMM0581,go:0009767,photosynthetic electron transport chain
PMM0581,go:0015979,photosynthesis
PMM0583,go:0006783,heme biosynthetic process
PMM0584,go:0005975,carbohydrate metabolic process
PMM0584,go:0005978,glycogen biosynthetic process
PMM0589,go:0009306,protein secretion
PMM0590,go:0008150,biological_process
PMM0590,go:0008152,metabolic process
PMM0591,go:0006760,folic acid-containing compound metabolic process
PMM0591,go:0046654,tetrahydrofolate biosynthetic process
PMM0591,go:0046656,folic acid biosynthetic process
PMM0592,go:0016042,lipid catabolic process
PMM0593,go:0006508,proteolysis
PMM0593,go:0006518,peptide metabolic process
PMM0594,go:0042773,ATP synthesis coupled electron transport
PMM0595,go:0000097,sulfur amino acid biosynthetic process
PMM0595,go:0006555,methionine metabolic process
PMM0595,go:0009088,L-threonine biosynthetic process
PMM0595,go:0009092,L-homoserine metabolic process
PMM0595,go:0016310,phosphorylation
PMM0595,go:1901607,alpha-amino acid biosynthetic process
PMM0596,go:0006096,glycolytic process
PMM0596,go:0006754,ATP biosynthetic process
PMM0596,go:0009166,nucleotide catabolic process
PMM0596,go:0009168,purine ribonucleoside monophosphate biosynthetic process
PMM0596,go:0019359,nicotinamide nucleotide biosynthetic process
PMM0596,go:0034404,nucleobase-containing small molecule biosynthetic process
PMM0596,go:0042866,pyruvate biosynthetic process
PMM0596,go:0046031,ADP metabolic process
PMM0596,go:0046835,carbohydrate phosphorylation
PMM0596,go:0051156,glucose 6-phosphate metabolic process
PMM0597,go:0006435,threonyl-tRNA aminoacylation
PMM0598,go:0006436,tryptophanyl-tRNA aminoacylation
PMM0601,go:0007155,cell adhesion
PMM0601,go:0030001,metal ion transport
PMM0603,go:0010043,response to zinc ion
PMM0603,go:0055085,transmembrane transport
PMM0603,go:0071281,cellular response to iron ion
PMM0606,go:0006508,proteolysis
PMM0606,go:0009306,protein secretion
PMM0607,go:0009234,menaquinone biosynthetic process
PMM0607,go:0042372,phylloquinone biosynthetic process
PMM0608,go:0009234,menaquinone biosynthetic process
PMM0608,go:0042372,phylloquinone biosynthetic process
PMM0609,go:0005978,glycogen biosynthetic process
PMM0610,go:0008360,regulation of cell shape
PMM0610,go:0009252,peptidoglycan biosynthetic process
PMM0610,go:0051301,cell division
PMM0610,go:0071555,cell wall organization
PMM0611,go:0000902,cell morphogenesis
PMM0611,go:0009103,lipopolysaccharide biosynthetic process
PMM0611,go:0009252,peptidoglycan biosynthetic process
PMM0613,go:0009073,aromatic amino acid family biosynthetic process
PMM0613,go:0009423,chorismate biosynthetic process
PMM0616,go:0009253,peptidoglycan catabolic process
PMM0616,go:0043093,FtsZ-dependent cytokinesis
PMM0616,go:0051301,cell division
PMM0616,go:0071555,cell wall organization
PMM0617,go:0008360,regulation of cell shape
PMM0617,go:0009252,peptidoglycan biosynthetic process
PMM0617,go:0071555,cell wall organization
PMM0618,go:0008299,isoprenoid biosynthetic process
PMM0618,go:0010236,plastoquinone biosynthetic process
PMM0618,go:0015979,photosynthesis
PMM0619,go:0019427,acetyl-CoA biosynthetic process from acetate
PMM0621,go:0045004,DNA replication proofreading
PMM0623,go:0006427,histidyl-tRNA aminoacylation
PMM0627,go:0009769,"photosynthesis, light harvesting in photosystem II"
PMM0628,go:0015813,L-glutamate transmembrane transport
PMM0632,go:0008152,metabolic process
PMM0633,go:0016117,carotenoid biosynthetic process
PMM0634,go:0015995,chlorophyll biosynthetic process
PMM0635,go:0055085,transmembrane transport
PMM0637,go:0045892,negative regulation of DNA-templated transcription
PMM0637,go:1900376,regulation of secondary metabolite biosynthetic process
PMM0639,go:0006970,response to osmotic stress
PMM0642,go:0006535,L-cysteine biosynthetic process from L-serine
PMM0642,go:0019346,transsulfuration
PMM0642,go:0019413,acetate biosynthetic process
PMM0642,go:0071269,L-homocysteine biosynthetic process
PMM0643,go:0019281,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine
PMM0653,go:0005975,carbohydrate metabolic process
PMM0653,go:0051596,methylglyoxal catabolic process
PMM0658,go:0000455,enzyme-directed rRNA pseudouridine synthesis
PMM0661,go:0006260,DNA replication
PMM0662,go:0032259,methylation
PMM0663,go:0006415,translational termination
PMM0663,go:0006449,regulation of translational termination
PMM0665,go:0006457,protein folding
PMM0668,go:0070475,rRNA base methylation
PMM0670,go:0006508,proteolysis
PMM0670,go:0006629,lipid metabolic process
PMM0671,go:0015716,organic phosphonate transport
PMM0671,go:0055085,transmembrane transport
PMM0672,go:0015716,organic phosphonate transport
PMM0672,go:0055085,transmembrane transport
PMM0673,go:0055085,transmembrane transport
PMM0674,go:0006520,amino acid metabolic process
PMM0674,go:0009058,biosynthetic process
PMM0675,go:0006284,base-excision repair
PMM0675,go:0008152,metabolic process
PMM0676,go:0006090,pyruvate metabolic process
PMM0676,go:0016114,terpenoid biosynthetic process
PMM0676,go:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
PMM0676,go:0022900,electron transport chain
PMM0677,go:0006508,proteolysis
PMM0678,go:0019805,quinolinate biosynthetic process
PMM0678,go:0034628,^de novo^ NAD+ biosynthetic process from L-aspartate
PMM0681,go:0032259,methylation
PMM0682,go:0009073,aromatic amino acid family biosynthetic process
PMM0682,go:0009423,chorismate biosynthetic process
PMM0683,go:0006189,^de novo^ IMP biosynthetic process
PMM0683,go:0009152,purine ribonucleotide biosynthetic process
PMM0686,go:0030163,protein catabolic process
PMM0689,go:0009644,response to high light intensity
PMM0690,go:0009644,response to high light intensity
PMM0694,go:0008152,metabolic process
PMM0704,go:0006813,potassium ion transport
PMM0704,go:0034220,monoatomic ion transmembrane transport
PMM0705,go:0000160,phosphorelay signal transduction system
PMM0705,go:0006355,regulation of DNA-templated transcription
PMM0706,go:0000160,phosphorelay signal transduction system
PMM0706,go:0007165,signal transduction
PMM0706,go:0016036,cellular response to phosphate starvation
PMM0706,go:0016310,phosphorylation
PMM0706,go:0018106,peptidyl-histidine phosphorylation
PMM0706,go:0048511,rhythmic process
PMM0709,go:0006810,transport
PMM0710,go:0035435,phosphate ion transmembrane transport
PMM0711,go:0015703,chromate transport
PMM0712,go:0055085,transmembrane transport
PMM0713,go:0006006,glucose metabolic process
PMM0713,go:0008150,biological_process
PMM0713,go:0008152,metabolic process
PMM0714,go:0006351,DNA-templated transcription
PMM0714,go:0006355,regulation of DNA-templated transcription
PMM0716,go:0015700,arsenite transport
PMM0716,go:0046685,response to arsenic-containing substance
PMM0718,go:0006355,regulation of DNA-templated transcription
PMM0723,go:0006817,phosphate ion transport
PMM0724,go:0035435,phosphate ion transmembrane transport
PMM0725,go:0006817,phosphate ion transport
PMM0728,go:0006281,DNA repair
PMM0729,go:0006260,DNA replication
PMM0729,go:0006281,DNA repair
PMM0729,go:0006310,DNA recombination
PMM0729,go:0051301,cell division
PMM0741,go:0010207,photosystem II assembly
PMM0741,go:0015979,photosynthesis
PMM0742,go:0006508,proteolysis
PMM0743,go:0006508,proteolysis
PMM0743,go:0010205,photoinhibition
PMM0743,go:0010206,photosystem II repair
PMM0743,go:0010304,PSII associated light-harvesting complex II catabolic process
PMM0743,go:0051301,cell division
PMM0744,go:0010258,NADH dehydrogenase complex (plastoquinone) assembly
PMM0746,go:0006508,proteolysis
PMM0747,go:0046148,pigment biosynthetic process
PMM0748,go:0006810,transport
PMM0749,go:0006810,transport
PMM0753,go:0006412,translation
PMM0753,go:0010467,gene expression
PMM0753,go:0043043,peptide biosynthetic process
PMM0754,go:0006414,translational elongation
PMM0754,go:0010467,gene expression
PMM0754,go:0043043,peptide biosynthetic process
PMM0756,go:0006281,DNA repair
PMM0756,go:0006310,DNA recombination
PMM0756,go:0016070,RNA metabolic process
PMM0757,go:0006508,proteolysis
PMM0757,go:0071555,cell wall organization
PMM0758,go:0000103,sulfate assimilation
PMM0758,go:0008652,amino acid biosynthetic process
PMM0759,go:0006426,glycyl-tRNA aminoacylation
PMM0760,go:0015979,photosynthesis
PMM0760,go:0015995,chlorophyll biosynthetic process
PMM0761,go:0006508,proteolysis
PMM0762,go:0000027,ribosomal large subunit assembly
PMM0762,go:0006412,translation
PMM0762,go:0009409,response to cold
PMM0762,go:0010467,gene expression
PMM0764,go:0015920,lipopolysaccharide transport
PMM0764,go:0055085,transmembrane transport
PMM0765,go:0008152,metabolic process
PMM0765,go:0015886,heme transport
PMM0765,go:0017004,cytochrome complex assembly
PMM0766,go:0005975,carbohydrate metabolic process
PMM0766,go:0006098,pentose-phosphate shunt
PMM0767,go:0006071,glycerol metabolic process
PMM0767,go:0006094,gluconeogenesis
PMM0767,go:0016311,dephosphorylation
PMM0767,go:0019253,reductive pentose-phosphate cycle
PMM0767,go:0030388,"fructose 1,6-bisphosphate metabolic process"
PMM0768,go:0006779,porphyrin-containing compound biosynthetic process
PMM0769,go:0005978,glycogen biosynthetic process
PMM0770,go:0006098,pentose-phosphate shunt
PMM0770,go:0019521,D-gluconate metabolic process
PMM0771,go:0005975,carbohydrate metabolic process
PMM0771,go:0006006,glucose metabolic process
PMM0771,go:0006739,NADP+ metabolic process
PMM0771,go:0009051,"pentose-phosphate shunt, oxidative branch"
PMM0771,go:0019682,glyceraldehyde-3-phosphate metabolic process
PMM0771,go:0019693,ribose phosphate metabolic process
PMM0772,go:0010257,NADH dehydrogenase complex assembly
PMM0774,go:0008152,metabolic process
PMM0774,go:0009097,isoleucine biosynthetic process
PMM0774,go:0009099,L-valine biosynthetic process
PMM0778,go:0009236,cobalamin biosynthetic process
PMM0779,go:0006189,^de novo^ IMP biosynthetic process
PMM0779,go:0006541,glutamine metabolic process
PMM0779,go:0009152,purine ribonucleotide biosynthetic process
PMM0780,go:0006189,^de novo^ IMP biosynthetic process
PMM0780,go:0006541,glutamine metabolic process
PMM0780,go:0009152,purine ribonucleotide biosynthetic process
PMM0781,go:0006096,glycolytic process
PMM0781,go:0019253,reductive pentose-phosphate cycle
PMM0782,go:0008152,metabolic process
PMM0784,go:0006629,lipid metabolic process
PMM0784,go:0006633,fatty acid biosynthetic process
PMM0785,go:0005975,carbohydrate metabolic process
PMM0785,go:0019253,reductive pentose-phosphate cycle
PMM0786,go:0009098,L-leucine biosynthetic process
PMM0786,go:1901607,alpha-amino acid biosynthetic process
PMM0787,go:0009245,lipid A biosynthetic process
PMM0788,go:0006560,L-proline metabolic process
PMM0788,go:0009084,L-glutamine family amino acid biosynthetic process
PMM0788,go:0016310,phosphorylation
PMM0788,go:1901607,alpha-amino acid biosynthetic process
PMM0791,go:0000967,rRNA 5^-end processing
PMM0791,go:0006259,DNA metabolic process
PMM0791,go:0006974,DNA damage response
PMM0791,go:0031564,transcription antitermination
PMM0796,go:0000105,L-histidine biosynthetic process
PMM0796,go:0000162,L-tryptophan biosynthetic process
PMM0796,go:0006974,DNA damage response
PMM0796,go:1901607,alpha-amino acid biosynthetic process
PMM0797,go:0006012,galactose metabolic process
PMM0798,go:0046474,glycerophospholipid biosynthetic process
PMM0799,go:0045454,cell redox homeostasis
PMM0802,go:0034644,cellular response to UV
PMM0802,go:0097510,"base-excision repair, AP site formation via deaminated base removal"
PMM0804,go:0006826,iron ion transport
PMM0804,go:0006879,intracellular iron ion homeostasis
PMM0806,go:0006355,regulation of DNA-templated transcription
PMM0808,go:0015995,chlorophyll biosynthetic process
PMM0815,go:0009644,response to high light intensity
PMM0816,go:0009644,response to high light intensity
PMM0817,go:0009644,response to high light intensity
PMM0818,go:0009644,response to high light intensity
PMM0823,go:0017148,negative regulation of translation
PMM0823,go:0042256,cytosolic ribosome assembly
PMM0823,go:0090071,negative regulation of ribosome biogenesis
PMM0825,go:0000050,urea cycle
PMM0825,go:0006526,L-arginine biosynthetic process
PMM0825,go:0006541,glutamine metabolic process
PMM0825,go:0009220,pyrimidine ribonucleotide biosynthetic process
PMM0825,go:0044205,^de novo^ UMP biosynthetic process
PMM0825,go:1901607,alpha-amino acid biosynthetic process
PMM0827,go:0055085,transmembrane transport
PMM0829,go:0006094,gluconeogenesis
PMM0829,go:0006096,glycolytic process
PMM0829,go:0006754,ATP biosynthetic process
PMM0829,go:0009166,nucleotide catabolic process
PMM0829,go:0009168,purine ribonucleoside monophosphate biosynthetic process
PMM0829,go:0016310,phosphorylation
PMM0829,go:0019253,reductive pentose-phosphate cycle
PMM0829,go:0019359,nicotinamide nucleotide biosynthetic process
PMM0829,go:0019563,glycerol catabolic process
PMM0829,go:0034404,nucleobase-containing small molecule biosynthetic process
PMM0829,go:0042866,pyruvate biosynthetic process
PMM0829,go:0046031,ADP metabolic process
PMM0829,go:0046166,glyceraldehyde-3-phosphate biosynthetic process
PMM0830,go:0046394,carboxylic acid biosynthetic process
PMM0830,go:0046654,tetrahydrofolate biosynthetic process
PMM0830,go:0046656,folic acid biosynthetic process
PMM0831,go:0015979,photosynthesis
PMM0831,go:0015995,chlorophyll biosynthetic process
PMM0832,go:0009089,L-lysine biosynthetic process via diaminopimelate
PMM0832,go:0019877,diaminopimelate biosynthetic process
PMM0834,go:0006744,ubiquinone biosynthetic process
PMM0839,go:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition"
PMM0839,go:0006281,DNA repair
PMM0839,go:0006355,regulation of DNA-templated transcription
PMM0841,go:0006413,translational initiation
PMM0841,go:0006431,methionyl-tRNA aminoacylation
PMM0841,go:0036211,protein modification process
PMM0841,go:0043043,peptide biosynthetic process
PMM0841,go:0071951,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
PMM0842,go:0006355,regulation of DNA-templated transcription
PMM0842,go:0006508,proteolysis
PMM0842,go:0030651,peptide antibiotic biosynthetic process
PMM0843,go:0006508,proteolysis
PMM0844,go:0015979,photosynthesis
PMM0844,go:0015995,chlorophyll biosynthetic process
PMM0845,go:0042773,ATP synthesis coupled electron transport
PMM0851,go:0008152,metabolic process
PMM0853,go:0006412,translation
PMM0854,go:0006508,proteolysis
PMM0854,go:0010205,photoinhibition
PMM0854,go:0010206,photosystem II repair
PMM0854,go:0010304,PSII associated light-harvesting complex II catabolic process
PMM0854,go:0051301,cell division
PMM0856,go:0006979,response to oxidative stress
PMM0856,go:0033554,cellular response to stress
PMM0856,go:0042744,hydrogen peroxide catabolic process
PMM0856,go:0045454,cell redox homeostasis
PMM0862,go:0001510,RNA methylation
PMM0862,go:0002131,wobble position cytosine ribose methylation
PMM0862,go:0002132,wobble position uridine ribose methylation
PMM0862,go:0008033,tRNA processing
PMM0862,go:0032259,methylation
PMM0863,go:0009236,cobalamin biosynthetic process
PMM0865,go:0010190,cytochrome b6f complex assembly
PMM0866,go:0015920,lipopolysaccharide transport
PMM0867,go:0006431,methionyl-tRNA aminoacylation
PMM0867,go:0010467,gene expression
PMM0867,go:0019752,carboxylic acid metabolic process
PMM0867,go:0043043,peptide biosynthetic process
PMM0868,go:0006364,rRNA processing
PMM0868,go:0006402,mRNA catabolic process
PMM0868,go:0009057,macromolecule catabolic process
PMM0868,go:0034655,nucleobase-containing compound catabolic process
PMM0869,go:0006412,translation
PMM0869,go:0010467,gene expression
PMM0869,go:0043043,peptide biosynthetic process
PMM0870,go:0006412,translation
PMM0871,go:0006432,phenylalanyl-tRNA aminoacylation
PMM0871,go:0008033,tRNA processing
PMM0871,go:0010467,gene expression
PMM0871,go:0019752,carboxylic acid metabolic process
PMM0871,go:0043043,peptide biosynthetic process
PMM0873,go:0006355,regulation of DNA-templated transcription
PMM0873,go:0006457,protein folding
PMM0874,go:0009117,nucleotide metabolic process
PMM0875,go:0008150,biological_process
PMM0877,go:0000097,sulfur amino acid biosynthetic process
PMM0877,go:0006555,methionine metabolic process
PMM0877,go:0009067,aspartate family amino acid biosynthetic process
PMM0877,go:0032259,methylation
PMM0877,go:0042558,pteridine-containing compound metabolic process
PMM0877,go:0046653,tetrahydrofolate metabolic process
PMM0877,go:0050667,homocysteine metabolic process
PMM0877,go:1901607,alpha-amino acid biosynthetic process
PMM0878,go:0008152,metabolic process
PMM0878,go:0009097,isoleucine biosynthetic process
PMM0878,go:0009098,L-leucine biosynthetic process
PMM0878,go:0009099,L-valine biosynthetic process
PMM0879,go:0009236,cobalamin biosynthetic process
PMM0882,go:0006289,nucleotide-excision repair
PMM0882,go:0009432,SOS response
PMM0884,go:0015937,coenzyme A biosynthetic process
PMM0885,go:0006508,proteolysis
PMM0887,go:0006534,cysteine metabolic process
PMM0888,go:0009089,L-lysine biosynthetic process via diaminopimelate
PMM0888,go:0043648,dicarboxylic acid metabolic process
PMM0888,go:1901607,alpha-amino acid biosynthetic process
PMM0889,go:0006429,leucyl-tRNA aminoacylation
PMM0889,go:0010467,gene expression
PMM0889,go:0019752,carboxylic acid metabolic process
PMM0889,go:0043043,peptide biosynthetic process
PMM0890,go:0006094,gluconeogenesis
PMM0890,go:0006096,glycolytic process
PMM0891,go:0006189,^de novo^ IMP biosynthetic process
PMM0891,go:0009152,purine ribonucleotide biosynthetic process
PMM0892,go:0006526,L-arginine biosynthetic process
PMM0892,go:0006592,ornithine biosynthetic process
PMM0892,go:0008652,amino acid biosynthetic process
PMM0893,go:0009231,riboflavin biosynthetic process
PMM0894,go:0000413,protein peptidyl-prolyl isomerization
PMM0894,go:0006457,protein folding
PMM0896,go:0006457,protein folding
PMM0897,go:0006260,DNA replication
PMM0897,go:0006457,protein folding
PMM0897,go:0009408,response to heat
PMM0897,go:0034620,cellular response to unfolded protein
PMM0897,go:0043335,protein unfolding
PMM0898,go:0006810,transport
PMM0898,go:0022900,electron transport chain
PMM0899,go:0005975,carbohydrate metabolic process
PMM0899,go:0006020,inositol metabolic process
PMM0899,go:0007165,signal transduction
PMM0899,go:0016311,dephosphorylation
PMM0899,go:0046854,phosphatidylinositol phosphate biosynthetic process
PMM0899,go:0071545,inositol phosphate catabolic process
PMM0900,go:0000105,L-histidine biosynthetic process
PMM0901,go:0006457,protein folding
PMM0901,go:0006950,response to stress
PMM0902,go:0006412,translation
PMM0903,go:0006979,response to oxidative stress
PMM0903,go:0033554,cellular response to stress
PMM0903,go:0042744,hydrogen peroxide catabolic process
PMM0903,go:0045454,cell redox homeostasis
PMM0906,go:0019684,"photosynthesis, light reaction"
PMM0907,go:0008615,pyridoxine biosynthetic process
PMM0907,go:0009228,thiamine biosynthetic process
PMM0907,go:0009240,isopentenyl diphosphate biosynthetic process
PMM0907,go:0016114,terpenoid biosynthetic process
PMM0908,go:0006520,amino acid metabolic process
PMM0908,go:0006565,L-serine catabolic process
PMM0908,go:0006567,L-threonine catabolic process
PMM0908,go:0009097,isoleucine biosynthetic process
PMM0909,go:0030261,chromosome condensation
PMM0909,go:0051301,cell division
PMM0909,go:0051304,chromosome separation
PMM0910,go:0051301,cell division
PMM0912,go:0006096,glycolytic process
PMM0912,go:0006754,ATP biosynthetic process
PMM0912,go:0009166,nucleotide catabolic process
PMM0912,go:0009168,purine ribonucleoside monophosphate biosynthetic process
PMM0912,go:0016310,phosphorylation
PMM0912,go:0019359,nicotinamide nucleotide biosynthetic process
PMM0912,go:0034404,nucleobase-containing small molecule biosynthetic process
PMM0912,go:0042866,pyruvate biosynthetic process
PMM0912,go:0046031,ADP metabolic process
PMM0914,go:0015878,biotin transport
PMM0915,go:0006508,proteolysis
PMM0915,go:0009306,protein secretion
PMM0916,go:0002098,tRNA wobble uridine modification
PMM0916,go:0030488,tRNA methylation
PMM0917,go:0019752,carboxylic acid metabolic process
PMM0918,go:0002100,tRNA wobble adenosine to inosine editing
PMM0918,go:0009116,nucleoside metabolic process
PMM0919,go:0008152,metabolic process
PMM0919,go:0019265,"glycine biosynthetic process, by transamination of glyoxylate"
PMM0920,go:0009399,nitrogen fixation
PMM0920,go:0019740,nitrogen utilization
PMM0921,go:0008152,metabolic process
PMM0925,go:0001887,selenium compound metabolic process
PMM0925,go:0002098,tRNA wobble uridine modification
