child_id,parent_id,child_level,parent_level
kegg.orthology:K00001,kegg.pathway:ko01220,3,2
kegg.orthology:K00001,kegg.pathway:ko01120,3,2
kegg.orthology:K00001,kegg.pathway:ko01110,3,2
kegg.orthology:K00001,kegg.pathway:ko01100,3,2
kegg.orthology:K00001,kegg.pathway:ko00982,3,2
kegg.orthology:K00001,kegg.pathway:ko00980,3,2
kegg.orthology:K00001,kegg.pathway:ko00830,3,2
kegg.orthology:K00001,kegg.pathway:ko00626,3,2
kegg.orthology:K00001,kegg.pathway:ko00625,3,2
kegg.orthology:K00001,kegg.pathway:ko00620,3,2
kegg.orthology:K00001,kegg.pathway:ko00350,3,2
kegg.orthology:K00001,kegg.pathway:ko00071,3,2
kegg.orthology:K00001,kegg.pathway:ko00010,3,2
kegg.orthology:K00002,kegg.pathway:ko05208,3,2
kegg.orthology:K00002,kegg.pathway:ko01240,3,2
kegg.orthology:K00002,kegg.pathway:ko01220,3,2
kegg.orthology:K00002,kegg.pathway:ko01120,3,2
kegg.orthology:K00002,kegg.pathway:ko01110,3,2
kegg.orthology:K00002,kegg.pathway:ko01100,3,2
kegg.orthology:K00002,kegg.pathway:ko00930,3,2
kegg.orthology:K00002,kegg.pathway:ko00620,3,2
kegg.orthology:K00002,kegg.pathway:ko00561,3,2
kegg.orthology:K00002,kegg.pathway:ko00053,3,2
kegg.orthology:K00002,kegg.pathway:ko00040,3,2
kegg.orthology:K00002,kegg.pathway:ko00010,3,2
kegg.orthology:K00003,kegg.pathway:ko01230,3,2
kegg.orthology:K00003,kegg.pathway:ko01120,3,2
kegg.orthology:K00003,kegg.pathway:ko01110,3,2
kegg.orthology:K00003,kegg.pathway:ko01100,3,2
kegg.orthology:K00003,kegg.pathway:ko00300,3,2
kegg.orthology:K00003,kegg.pathway:ko00270,3,2
kegg.orthology:K00003,kegg.pathway:ko00260,3,2
kegg.orthology:K00004,kegg.pathway:ko01110,3,2
kegg.orthology:K00004,kegg.pathway:ko00650,3,2
kegg.orthology:K00005,kegg.pathway:ko01110,3,2
kegg.orthology:K00005,kegg.pathway:ko01100,3,2
kegg.orthology:K00005,kegg.pathway:ko00640,3,2
kegg.orthology:K00005,kegg.pathway:ko00561,3,2
kegg.orthology:K00008,kegg.pathway:ko01100,3,2
kegg.orthology:K00008,kegg.pathway:ko00051,3,2
kegg.orthology:K00008,kegg.pathway:ko00040,3,2
kegg.orthology:K00010,kegg.pathway:ko01120,3,2
kegg.orthology:K00010,kegg.pathway:ko01110,3,2
kegg.orthology:K00010,kegg.pathway:ko01100,3,2
kegg.orthology:K00010,kegg.pathway:ko00562,3,2
kegg.orthology:K00010,kegg.pathway:ko00521,3,2
kegg.orthology:K00012,kegg.pathway:ko01250,3,2
kegg.orthology:K00012,kegg.pathway:ko01240,3,2
kegg.orthology:K00012,kegg.pathway:ko01120,3,2
kegg.orthology:K00012,kegg.pathway:ko01100,3,2
kegg.orthology:K00012,kegg.pathway:ko00541,3,2
kegg.orthology:K00012,kegg.pathway:ko00520,3,2
kegg.orthology:K00012,kegg.pathway:ko00053,3,2
kegg.orthology:K00012,kegg.pathway:ko00040,3,2
kegg.orthology:K00013,kegg.pathway:ko01230,3,2
kegg.orthology:K00013,kegg.pathway:ko01110,3,2
kegg.orthology:K00013,kegg.pathway:ko01100,3,2
kegg.orthology:K00013,kegg.pathway:ko00340,3,2
kegg.orthology:K00014,kegg.pathway:ko01230,3,2
kegg.orthology:K00014,kegg.pathway:ko01110,3,2
kegg.orthology:K00014,kegg.pathway:ko01100,3,2
kegg.orthology:K00014,kegg.pathway:ko00999,3,2
kegg.orthology:K00014,kegg.pathway:ko00400,3,2
kegg.orthology:K00015,kegg.pathway:ko01120,3,2
kegg.orthology:K00015,kegg.pathway:ko01110,3,2
kegg.orthology:K00015,kegg.pathway:ko01100,3,2
kegg.orthology:K00015,kegg.pathway:ko00630,3,2
kegg.orthology:K00018,kegg.pathway:ko01200,3,2
kegg.orthology:K00018,kegg.pathway:ko01120,3,2
kegg.orthology:K00018,kegg.pathway:ko01110,3,2
kegg.orthology:K00018,kegg.pathway:ko01100,3,2
kegg.orthology:K00018,kegg.pathway:ko00680,3,2
kegg.orthology:K00018,kegg.pathway:ko00630,3,2
kegg.orthology:K00018,kegg.pathway:ko00260,3,2
kegg.orthology:K00019,kegg.pathway:ko01100,3,2
kegg.orthology:K00019,kegg.pathway:ko00650,3,2
kegg.orthology:K00020,kegg.pathway:ko01100,3,2
kegg.orthology:K00020,kegg.pathway:ko00280,3,2
kegg.orthology:K00021,kegg.pathway:ko04976,3,2
kegg.orthology:K00021,kegg.pathway:ko04152,3,2
kegg.orthology:K00021,kegg.pathway:ko01110,3,2
kegg.orthology:K00021,kegg.pathway:ko01100,3,2
kegg.orthology:K00021,kegg.pathway:ko00900,3,2
kegg.orthology:K00023,kegg.pathway:ko01200,3,2
kegg.orthology:K00023,kegg.pathway:ko01120,3,2
kegg.orthology:K00023,kegg.pathway:ko01100,3,2
kegg.orthology:K00023,kegg.pathway:ko00650,3,2
kegg.orthology:K00023,kegg.pathway:ko00630,3,2
kegg.orthology:K00024,kegg.pathway:ko01200,3,2
kegg.orthology:K00024,kegg.pathway:ko01120,3,2
kegg.orthology:K00024,kegg.pathway:ko01110,3,2
kegg.orthology:K00024,kegg.pathway:ko01100,3,2
kegg.orthology:K00024,kegg.pathway:ko00720,3,2
kegg.orthology:K00024,kegg.pathway:ko00710,3,2
kegg.orthology:K00024,kegg.pathway:ko00680,3,2
kegg.orthology:K00024,kegg.pathway:ko00630,3,2
kegg.orthology:K00024,kegg.pathway:ko00620,3,2
kegg.orthology:K00024,kegg.pathway:ko00566,3,2
kegg.orthology:K00024,kegg.pathway:ko00270,3,2
kegg.orthology:K00024,kegg.pathway:ko00020,3,2
kegg.orthology:K00027,kegg.pathway:ko02020,3,2
kegg.orthology:K00027,kegg.pathway:ko01200,3,2
kegg.orthology:K00027,kegg.pathway:ko00620,3,2
kegg.orthology:K00029,kegg.pathway:ko03320,3,2
kegg.orthology:K00029,kegg.pathway:ko01200,3,2
kegg.orthology:K00029,kegg.pathway:ko01120,3,2
kegg.orthology:K00029,kegg.pathway:ko01100,3,2
kegg.orthology:K00029,kegg.pathway:ko00710,3,2
kegg.orthology:K00029,kegg.pathway:ko00620,3,2
kegg.orthology:K00030,kegg.pathway:ko01230,3,2
kegg.orthology:K00030,kegg.pathway:ko01210,3,2
kegg.orthology:K00030,kegg.pathway:ko01200,3,2
kegg.orthology:K00030,kegg.pathway:ko01120,3,2
kegg.orthology:K00030,kegg.pathway:ko01110,3,2
kegg.orthology:K00030,kegg.pathway:ko01100,3,2
kegg.orthology:K00030,kegg.pathway:ko00020,3,2
kegg.orthology:K00031,kegg.pathway:ko05230,3,2
kegg.orthology:K00031,kegg.pathway:ko04146,3,2
kegg.orthology:K00031,kegg.pathway:ko01230,3,2
kegg.orthology:K00031,kegg.pathway:ko01210,3,2
kegg.orthology:K00031,kegg.pathway:ko01200,3,2
kegg.orthology:K00031,kegg.pathway:ko01120,3,2
kegg.orthology:K00031,kegg.pathway:ko01110,3,2
kegg.orthology:K00031,kegg.pathway:ko01100,3,2
kegg.orthology:K00031,kegg.pathway:ko00720,3,2
kegg.orthology:K00031,kegg.pathway:ko00480,3,2
kegg.orthology:K00031,kegg.pathway:ko00020,3,2
kegg.orthology:K00032,kegg.pathway:ko01120,3,2
kegg.orthology:K00032,kegg.pathway:ko01100,3,2
kegg.orthology:K00032,kegg.pathway:ko00480,3,2
kegg.orthology:K00032,kegg.pathway:ko00030,3,2
kegg.orthology:K00033,kegg.pathway:ko01200,3,2
kegg.orthology:K00033,kegg.pathway:ko01120,3,2
kegg.orthology:K00033,kegg.pathway:ko01110,3,2
kegg.orthology:K00033,kegg.pathway:ko01100,3,2
kegg.orthology:K00033,kegg.pathway:ko00480,3,2
kegg.orthology:K00033,kegg.pathway:ko00030,3,2
kegg.orthology:K00034,kegg.pathway:ko01200,3,2
kegg.orthology:K00034,kegg.pathway:ko01120,3,2
kegg.orthology:K00034,kegg.pathway:ko01100,3,2
kegg.orthology:K00034,kegg.pathway:ko00030,3,2
kegg.orthology:K00036,kegg.pathway:ko05415,3,2
kegg.orthology:K00036,kegg.pathway:ko05230,3,2
kegg.orthology:K00036,kegg.pathway:ko01200,3,2
kegg.orthology:K00036,kegg.pathway:ko01120,3,2
kegg.orthology:K00036,kegg.pathway:ko01110,3,2
kegg.orthology:K00036,kegg.pathway:ko01100,3,2
kegg.orthology:K00036,kegg.pathway:ko00480,3,2
kegg.orthology:K00036,kegg.pathway:ko00030,3,2
kegg.orthology:K00040,kegg.pathway:ko01120,3,2
kegg.orthology:K00040,kegg.pathway:ko01100,3,2
kegg.orthology:K00040,kegg.pathway:ko00040,3,2
kegg.orthology:K00042,kegg.pathway:ko01100,3,2
kegg.orthology:K00042,kegg.pathway:ko00630,3,2
kegg.orthology:K00043,kegg.pathway:ko01200,3,2
kegg.orthology:K00043,kegg.pathway:ko01100,3,2
kegg.orthology:K00043,kegg.pathway:ko00650,3,2
kegg.orthology:K00045,kegg.pathway:ko01100,3,2
kegg.orthology:K00045,kegg.pathway:ko00051,3,2
kegg.orthology:K00052,kegg.pathway:ko01230,3,2
kegg.orthology:K00052,kegg.pathway:ko01210,3,2
kegg.orthology:K00052,kegg.pathway:ko01110,3,2
kegg.orthology:K00052,kegg.pathway:ko01100,3,2
kegg.orthology:K00052,kegg.pathway:ko00660,3,2
kegg.orthology:K00052,kegg.pathway:ko00290,3,2
kegg.orthology:K00053,kegg.pathway:ko01230,3,2
kegg.orthology:K00053,kegg.pathway:ko01210,3,2
kegg.orthology:K00053,kegg.pathway:ko01110,3,2
kegg.orthology:K00053,kegg.pathway:ko01100,3,2
kegg.orthology:K00053,kegg.pathway:ko00770,3,2
kegg.orthology:K00053,kegg.pathway:ko00290,3,2
kegg.orthology:K00054,kegg.pathway:ko01110,3,2
kegg.orthology:K00054,kegg.pathway:ko00900,3,2
kegg.orthology:K00055,kegg.pathway:ko01220,3,2
kegg.orthology:K00055,kegg.pathway:ko01120,3,2
kegg.orthology:K00055,kegg.pathway:ko01100,3,2
kegg.orthology:K00055,kegg.pathway:ko00623,3,2
kegg.orthology:K00055,kegg.pathway:ko00622,3,2
kegg.orthology:K00055,kegg.pathway:ko00360,3,2
kegg.orthology:K00055,kegg.pathway:ko00350,3,2
kegg.orthology:K00057,kegg.pathway:ko01110,3,2
kegg.orthology:K00057,kegg.pathway:ko01100,3,2
kegg.orthology:K00057,kegg.pathway:ko00564,3,2
kegg.orthology:K00058,kegg.pathway:ko01230,3,2
kegg.orthology:K00058,kegg.pathway:ko01200,3,2
kegg.orthology:K00058,kegg.pathway:ko01120,3,2
kegg.orthology:K00058,kegg.pathway:ko01110,3,2
