child_id,parent_id,child_level,parent_level
go:0008808,go:0030572,6,5
go:0047429,go:0016462,6,5
go:0052882,go:0030613,4,3
go:0017076,go:0000166,4,3
go:0051018,go:0005515,3,2
go:0097747,go:0140098,4,3
go:0097747,go:0016779,4,4
go:0000009,go:0000030,6,5
go:0033785,go:0019200,6,5
go:0030604,go:0016616,5,4
go:0008694,go:0016831,5,4
go:0015929,go:0004553,5,4
go:0004673,go:0016775,4,4
go:0004673,go:0004672,4,3
go:0008741,go:0019200,5,5
go:0008741,go:0016773,5,4
go:0008999,go:0004596,6,5
go:0015180,go:0022858,5,4
go:0015180,go:0015179,5,4
go:0034212,go:0140186,4,3
go:0034212,go:0008080,4,6
go:0016427,go:0008757,6,5
go:0016427,go:0008175,6,5
go:0050797,go:0042083,6,5
go:0044729,go:0003690,5,4
go:0003743,go:0180051,2,1
go:0052730,go:0008757,6,5
go:0052730,go:0008170,6,5
go:0140175,go:0016616,5,4
go:0043546,go:0005488,2,1
go:0004715,go:0004713,5,4
go:0033745,go:0016671,5,4
go:0009975,go:0003824,2,1
go:0000703,go:0000702,6,5
go:0015195,go:0015179,5,4
go:0015195,go:0015175,5,4
go:0015453,go:0015399,5,4
go:0016750,go:0016748,6,5
go:0016750,go:0008374,6,5
go:0008804,go:0016774,5,4
go:0008804,go:0016301,5,4
go:0036121,go:0003678,4,3
go:0016298,go:0016788,4,3
go:0004586,go:0016831,5,4
go:0043022,go:0043021,4,3
go:0050609,go:0050499,5,4
go:0047952,go:0016616,5,4
go:0019829,go:0042626,3,2
go:0019829,go:0022853,3,4
go:0019829,go:0008324,3,4
go:0051003,go:0051002,4,3
go:0090482,go:0022857,3,2
go:0008951,go:0016747,5,4
go:0050570,go:0016616,5,4
go:1900750,go:0005488,2,1
go:0047536,go:0008483,5,4
go:0004413,go:0019202,5,5
go:0004413,go:0016773,5,4
go:0000035,go:0036094,3,2
go:0004322,go:0016724,5,4
go:0047936,go:0016616,5,4
go:0047936,go:0004344,5,4
go:0022883,go:0046583,5,4
go:0022883,go:0005385,5,7
go:0003725,go:0003723,4,3
go:0016289,go:0160215,3,2
go:0016289,go:0016790,3,4
go:0000400,go:0000217,5,4
go:0048256,go:0016788,4,3
go:0048256,go:0004520,4,5
go:0106321,go:0051903,6,5
go:0050131,go:0016647,5,4
go:0016990,go:0016813,5,4
go:0008517,go:0090482,4,3
go:0008517,go:0072349,4,3
go:0008517,go:0046943,4,3
go:0016150,go:0003747,4,3
go:0002953,go:0016791,6,5
go:0016655,go:0016651,4,3
go:0015377,go:0015296,6,5
go:0015377,go:0015108,6,5
go:0004739,go:0016624,5,4
go:0008801,go:0016868,5,4
go:0004822,go:0004812,5,4
go:0102573,go:0016765,4,3
go:0004525,go:0032296,5,4
go:0004525,go:0016891,5,4
go:0004072,go:0019202,5,5
go:0004072,go:0016774,5,4
go:0047605,go:0016831,5,4
go:0032356,go:0003684,5,4
go:0005416,go:0015294,4,5
go:0005416,go:0015171,4,3
go:0016885,go:0016874,3,2
go:0008080,go:0016410,6,5
go:0008080,go:0016407,6,5
go:0003884,go:0008131,6,5
go:0004167,go:0016863,5,4
go:0043168,go:0043167,4,3
go:0033592,go:0140666,4,3
go:0033592,go:0140098,4,3
go:0033592,go:0003727,4,4
go:0016807,go:0070004,6,5
go:0016807,go:0004180,6,5
go:0008765,go:0016881,5,4
go:0004853,go:0016831,5,4
go:0015294,go:0015293,5,5
go:0015294,go:0008324,5,4
go:0000701,go:0000700,6,5
go:0045547,go:0120531,6,5
go:0070001,go:0008233,4,3
go:0051287,go:0030554,6,5
go:0140171,go:0004457,5,4
go:0008976,go:0016776,5,4
go:0008976,go:0016301,5,4
go:0050311,go:0016673,5,4
go:0008107,go:0031127,7,6
go:0003974,go:0016857,5,4
go:0051002,go:0016874,3,2
go:0043908,go:0140101,5,4
go:0043908,go:0052689,5,4
go:0050084,go:0016791,6,5
go:0032552,go:0097367,3,2
go:0032552,go:0000166,3,3
go:0002058,go:0002061,6,5
go:0005385,go:0046915,7,6
go:0008989,go:0016435,6,6
go:0008989,go:0008170,6,5
go:0051119,go:0015144,4,3
go:0018786,go:0019120,5,4
go:0043768,go:0016846,4,3
go:0004596,go:0034212,5,4
go:0070635,go:0016799,5,4
go:0008796,go:0016462,6,5
go:0004150,go:0016832,5,4
go:0043866,go:0016671,5,4
go:0002196,go:0002161,4,3
go:0043167,go:0036094,3,2
go:0050421,go:0098809,5,4
go:0050421,go:0016662,5,4
go:0004169,go:0140096,3,2
go:0004169,go:0000030,3,5
go:0004729,go:0070818,5,4
go:0004729,go:0016634,5,4
go:0008913,go:0016747,5,4
go:0000102,go:0015191,6,5
go:0000102,go:0005294,6,5
go:0051213,go:0016491,3,2
go:0015344,go:0015343,5,4
go:0005436,go:0015370,6,6
go:0005436,go:0005315,6,5
go:0001000,go:0043175,6,5
go:0033284,go:0046943,3,3
go:0033284,go:0042626,3,2
go:0016795,go:0042578,5,4
go:0061501,go:0140699,6,5
go:0140699,go:0016779,5,4
go:0009032,go:0016154,6,5
go:0009982,go:0016866,4,3
go:0004726,go:0004725,5,4
go:0016408,go:0016747,5,4
go:0001884,go:0001882,4,3
go:0016721,go:0016491,3,2
go:0070404,go:0051287,5,6
go:0070404,go:0043168,5,4
go:0008995,go:0016891,5,4
go:0004021,go:0047635,6,5
go:0019145,go:0004029,7,6
go:0016618,go:0016616,5,4
go:0008854,go:0016895,7,6
go:0047407,go:0016799,5,4
go:0018800,go:0016831,5,4
go:0019808,go:0043176,3,2
go:0018467,go:0004029,7,6
go:0015437,go:0140328,4,3
go:0005300,go:0015196,6,5
go:0001761,go:0046943,4,3
go:0001761,go:0015175,4,4
go:0071617,go:0016747,5,4
go:0030546,go:0140677,3,2
go:0030546,go:0030545,3,2
go:0008442,go:0016616,5,4
go:0005375,go:0046915,7,6
go:0018454,go:0016616,5,4
go:0033819,go:0140096,3,2
go:0033819,go:0016747,3,4
go:0004830,go:0004812,5,4
go:0015446,go:1901683,3,3
go:0015446,go:0042626,3,2
go:0008984,go:0051723,4,3
go:0004637,go:0016879,4,3
go:0046912,go:0016746,4,3
go:0036355,go:0016830,4,3
go:0003712,go:0140110,2,1
go:0003712,go:0030674,2,2
go:0015203,go:0022857,3,2
go:0070492,go:0030246,3,2
go:0016209,go:0003674,1,0
go:0008754,go:0016757,4,3
go:0004521,go:0004540,5,4
go:0004521,go:0004519,5,4
go:0019992,go:0008289,3,2
go:0061710,go:0016779,5,4
go:0004648,go:0008483,5,4
go:0008186,go:0140657,2,1
go:0003796,go:0061783,3,2
go:0003796,go:0004553,3,4
go:0004845,go:0016763,5,4
go:0051998,go:0010340,4,6
go:0051998,go:0008276,4,3
go:0009028,go:0016831,5,4
go:0052911,go:0008989,7,6
go:0019001,go:0017076,5,4
go:0016879,go:0016874,3,2
go:0048001,go:0016620,5,4
go:0015157,go:0015144,4,3
go:0042409,go:0008757,6,5
go:0042409,go:0008171,6,5
go:0004135,go:0090599,7,6
go:0015499,go:0008028,5,4
go:0051139,go:0140828,6,6
go:0051139,go:0015078,6,5
go:0015093,go:0005381,8,7
go:0061134,go:0030234,3,2
go:0016638,go:0016491,3,2
go:0043743,go:0016773,5,4
go:0019104,go:0140097,4,3
go:0019104,go:0016799,4,4
go:0004222,go:0008237,5,4
go:0004222,go:0004175,5,4
go:0047974,go:0019239,5,4
go:0047974,go:0016814,5,4
go:0033743,go:0140096,3,2
go:0033743,go:0016671,3,4
go:0008509,go:0015075,4,3
go:0004821,go:0004812,5,4
go:0009024,go:0016773,5,4
go:0009024,go:0016301,5,4
go:0000166,go:1901363,3,3
go:0000166,go:1901265,3,2
go:0008494,go:0045182,2,1
go:0015444,go:0019829,4,3
go:0015444,go:0015662,4,4
go:0015444,go:0015095,4,6
go:0008832,go:0016793,6,5
go:0047646,go:0016712,5,4
go:0000034,go:0019239,5,4
go:0000034,go:0016814,5,4
go:0016673,go:0016667,4,3
go:0008408,go:0004527,5,4
go:0047355,go:0016780,5,4
go:0016615,go:0016614,4,3
go:0004308,go:0016997,6,5
go:0035596,go:0050497,5,4
go:0008170,go:0008168,5,4
go:0015097,go:0046915,7,6
go:0050129,go:0016811,5,4
go:0051082,go:0005515,3,2
go:0061605,go:0070566,6,5
go:0042625,go:0042626,3,2
go:0030612,go:0030614,5,4
go:0004144,go:0016411,7,6
go:0004139,go:0016832,5,4
go:0030291,go:0004860,6,5
go:0015138,go:0015556,5,4
go:0015138,go:0005310,5,4
go:0016664,go:0016661,4,3
go:0002060,go:0002054,5,4
go:0030414,go:0061134,4,3
go:0030414,go:0004857,4,3
go:0008735,go:0008410,5,4
go:0036455,go:0016782,4,3
go:0019205,go:0016301,5,4
go:0060090,go:0003674,1,0
go:0035639,go:1901363,3,3
go:0035639,go:1901265,3,2
go:0035639,go:0043168,3,4
go:0001067,go:0003676,3,2
