experiment_id,organism,genus,omics_type,locus_tag,gene_name,product,gene_category,best_rank,direction,log2fc,padj,timepoint
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02347,,DUF1852 domain-containing protein,Unknown,2.0,down,-3.01438847,1.87e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03068,,hypothetical protein,Unknown,2.0,up,2.877289678,1.63e-26,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03523,,hypothetical protein,Unknown,3.0,down,-2.73663932,5.71e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03829,,glycoside hydrolase family 16 protein,Carbohydrate metabolism,3.0,up,2.440842449,2.69e-24,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02711,pilW,PilW family protein,Cell motility,4.0,up,2.368904792,2.57e-23,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03398,,hypothetical protein,Unknown,4.0,down,-2.32039127,4.42e-14,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02371,,hypothetical protein,Unknown,5.0,up,2.355292755,9.06e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02984,,TonB-dependent receptor,Inorganic ion transport,5.0,down,-2.298803273,2.51e-09,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02712,pilV,PilV family protein,Cell motility,6.0,up,2.291192374,4.62e-18,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02876,betB,betaine-aldehyde dehydrogenase,Energy production,6.0,down,-2.191989651,1.99e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00549,,type II toxin-antitoxin system Phd/YefM family antitoxin,Cell cycle and division,7.0,down,-2.191174289,1.5600000000000002e-21,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01782,,DUF3718 domain-containing protein,Unknown,7.0,up,2.265207182,3.07e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02586,,hypothetical protein,Unknown,8.0,up,2.240868641,2.38e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02634,,HvfA family oxazolone/thioamide-modified RiPP metallophore,Unknown,8.0,down,-2.18752285,4.87e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03008,,SIMPL domain-containing protein,Unknown,9.0,down,-2.154944807,2.42e-10,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03243,,DUF4331 domain-containing protein,Unknown,9.0,up,2.227286135,2.51e-14,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02884,,hypothetical protein,Unknown,10.0,down,-2.149484263,1.74e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03244,,Ig-like domain-containing protein,Cell wall and membrane,10.0,up,2.162593574,5.02e-15,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00776,,tetratricopeptide repeat protein,Cell motility,1.0,down,-2.052900668,1.91e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02884,,hypothetical protein,Unknown,1.0,up,2.625899071,3.14e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00205,galK,galactokinase,Carbohydrate metabolism,2.0,up,2.603944474,3.75e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02165,,DoxX family protein,Unknown,2.0,down,-2.018068122,0.005139977,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02876,betB,betaine-aldehyde dehydrogenase,Energy production,3.0,up,1.886127593,0.000231983,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03340,mmsB,3-hydroxyisobutyrate dehydrogenase,Lipid metabolism,3.0,down,-1.589123865,0.000637417,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00780,,thermostable hemolysin,Unknown,4.0,up,1.637194437,0.003292473,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02919,pfpI,type 1 glutamine amidotransferase domain-containing protein,Unknown,4.0,down,-1.565373113,0.003806814,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00391,amtB,ammonium transporter,Inorganic ion transport,5.0,up,1.592647949,0.000996129,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02164,,DODA-type extradiol aromatic ring-opening family dioxygenase,Unknown,5.0,down,-1.551805208,0.000846552,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00783,dpm1,glycosyltransferase family 2 protein,Cell wall and membrane,6.0,up,1.576091705,0.004582643,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02415,,hypothetical protein,Unknown,6.0,down,-1.506808637,0.000383173,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00390,glnK,P-II family nitrogen regulator,Transcription,7.0,up,1.537124781,0.012573365,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03376,,EF-hand domain-containing protein,Unknown,7.0,down,-1.490170949,0.00814533,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01738,,nuclear transport factor 2 family protein,Unknown,8.0,up,1.497648552,0.012084189,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03462,,sterol desaturase family protein,Lipid metabolism,8.0,down,-1.446773936,0.009990159,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00777,,SDR family oxidoreductase,Unknown,9.0,down,-1.432206987,0.003496273,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00782,,TVP38/TMEM64 family protein,Unknown,9.0,up,1.440059192,0.002911579,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00416,,TorF family putative porin,Unknown,10.0,up,1.39158238,0.002474897,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_cc9311_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02158,yhhW,pirin family protein,Unknown,10.0,down,-1.423136071,0.004249384,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00798,,spondin domain-containing protein,Unknown,1.0,down,-2.381842083,7.15e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01738,,nuclear transport factor 2 family protein,Unknown,1.0,up,2.407868642,3.36e-09,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01737,,glutathione S-transferase family protein,Post-translational modification,2.0,up,2.189354883,2.2e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03376,,EF-hand domain-containing protein,Unknown,2.0,down,-2.330735713,8.78e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01736,,pyridoxamine 5^-phosphate oxidase family protein,Unknown,3.0,up,2.091885605,1.48e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02634,,HvfA family oxazolone/thioamide-modified RiPP metallophore,Unknown,3.0,down,-2.287847221,2.17e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02418,osmY,BON domain-containing protein,Unknown,4.0,down,-2.28453913,6.26e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03498,actP,sodium:solute symporter family protein,Unknown,4.0,up,1.505200328,3.51e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01910,,hypothetical protein,Unknown,5.0,down,-2.237431574,9.27e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03166,acnD,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,Energy production,5.0,up,1.460902263,2.35e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03167,prpF,2-methylaconitate cis-trans isomerase PrpF,Unknown,6.0,up,1.339236217,0.000252243,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03519,,S8 family serine peptidase,Post-translational modification,6.0,down,-2.21090942,1.57e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02390,,hypothetical protein,Unknown,7.0,down,-2.207267963,5.05e-08,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03447,yiaA,inner membrane protein YiaA,Unknown,7.0,up,1.300194396,0.000761348,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02919,pfpI,type 1 glutamine amidotransferase domain-containing protein,Unknown,8.0,down,-2.143635439,1.61e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03499,,DUF4212 domain-containing protein,Unknown,8.0,up,1.288934264,2.2e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00872,,organic hydroperoxide resistance protein,Post-translational modification,9.0,down,-2.117147741,2.8e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03446,,hypothetical protein,Unknown,9.0,up,1.192059378,6.84e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02591,,EF-hand domain-containing protein,Unknown,10.0,down,-2.070132765,4.12e-07,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_400_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02804,glcB,malate synthase G,Energy production,10.0,up,1.187262305,0.001889613,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01738,,nuclear transport factor 2 family protein,Unknown,1.0,down,-1.850590858,0.002098257,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03523,,hypothetical protein,Unknown,1.0,up,2.97627728,3.68e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01737,,glutathione S-transferase family protein,Post-translational modification,2.0,down,-1.836315512,0.003490411,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03522,katB,catalase,Energy production,2.0,up,2.417058333,3.56e-05,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01810,,2OG-Fe(II) oxygenase,Post-translational modification,3.0,down,-1.772884145,0.007615584,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02008,,TonB-dependent receptor,Coenzyme metabolism,3.0,up,2.083820578,1.2e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01736,,pyridoxamine 5^-phosphate oxidase family protein,Unknown,4.0,down,-1.767662503,0.002889565,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02317,amy1,alpha-amylase family protein,Carbohydrate metabolism,4.0,up,1.9570313,2.14e-06,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00433,katA,catalase,Energy production,5.0,up,1.827229331,0.000629487,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02372,maoP,DUF413 domain-containing protein,Unknown,5.0,down,-1.762287367,0.011772274,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00798,,spondin domain-containing protein,Unknown,6.0,up,1.80543817,0.004709734,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02922,,MFS transporter,Carbohydrate metabolism,6.0,down,-1.604988601,0.001589168,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00368,rpsQ,30S ribosomal protein S17,Translation,7.0,down,-1.525510519,0.000591757,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03462,,sterol desaturase family protein,Lipid metabolism,7.0,up,1.697528178,0.002656016,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00366,rplP,50S ribosomal protein L16,Translation,8.0,down,-1.473011078,0.000427404,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02006,,TonB-dependent receptor,Inorganic ion transport,8.0,up,1.592360974,0.000746089,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01395,,RimK family protein,Coenzyme metabolism,9.0,down,-1.470393847,0.002398011,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_04098,,TonB-dependent receptor,Inorganic ion transport,9.0,up,1.584531272,0.002867994,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01581,romA,MBL fold metallo-hydrolase,Unknown,10.0,up,1.390961314,0.000725665,mid-exponential
10.1038/s43705-022-00197-2_coculture_synechococcus_wh8102_at_800_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_04065,ilvC,ketol-acid reductoisomerase,Amino acid metabolism,10.0,down,-1.450472718,0.002675388,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00798,,spondin domain-containing protein,Unknown,1.0,down,-2.563426942,5.83e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03747,,MFS transporter,Carbohydrate metabolism,1.0,up,2.812841687,1.81e-07,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01828,,DUF547 domain-containing protein,Unknown,2.0,down,-2.440135941,4.44e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02165,,DoxX family protein,Unknown,2.0,up,2.810948577,1.46e-05,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01827,merA,FAD-dependent oxidoreductase,Energy production,3.0,down,-2.298028576,1.83e-05,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02158,yhhW,pirin family protein,Unknown,3.0,up,2.653532263,3.78e-09,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01829,ynjB,ABC transporter substrate-binding protein,Unknown,4.0,down,-2.275973432,6.33e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02855,suxA,TonB-dependent receptor,Cell wall and membrane,4.0,up,2.642916698,7.34e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00872,,organic hydroperoxide resistance protein,Post-translational modification,5.0,down,-2.220061041,4.66e-05,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02269,azoR,FMN-dependent NADH-azoreductase,Lipid metabolism,5.0,up,2.55150313,3.93e-07,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02501,gtfA,sucrose phosphorylase,Carbohydrate metabolism,6.0,up,2.478832386,3.87e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02905,,DUF1223 domain-containing protein,Unknown,6.0,down,-2.094830811,0.000218263,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01991,yqjG,glutathione S-transferase family protein,Post-translational modification,7.0,up,2.149597533,1.09e-08,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03098,ygaZ,AzlC family ABC transporter permease,Amino acid metabolism,7.0,down,-2.08383455,2.59e-08,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00797,,spondin domain-containing protein,Unknown,8.0,down,-2.031628085,4.21e-06,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02865,,glycoside hydrolase family 97 protein,Carbohydrate metabolism,8.0,up,2.035046915,1.55e-07,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03398,,hypothetical protein,Unknown,9.0,down,-2.008981054,4.81e-10,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03879,yceJ,cytochrome b,Energy production,9.0,up,1.670462841,1.03e-05,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_00873,pepN,M1 family metallopeptidase,Amino acid metabolism,10.0,down,-1.989588489,1.05e-09,mid-exponential
10.1038/s43705-022-00197-2_carbon_stress_elevated_pco2_800_ppm_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03462,,sterol desaturase family protein,Lipid metabolism,10.0,up,1.43860926,0.003268911,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02855,suxA,TonB-dependent receptor,Cell wall and membrane,1.0,down,-6.646929746,1.93e-07,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_04249,benB,aromatic-ring-hydroxylating dioxygenase subunit beta,Secondary metabolites,1.0,up,3.960953568,2.47e-06,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_01060,flaA,flagellin N-terminal helical domain-containing protein,Cell motility,2.0,up,3.915376432,7.19e-09,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03747,,MFS transporter,Carbohydrate metabolism,2.0,down,-6.390902057,3.09e-08,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02501,gtfA,sucrose phosphorylase,Carbohydrate metabolism,3.0,down,-6.080581414,1.55e-07,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_03446,,hypothetical protein,Unknown,3.0,up,3.908972301,3.31e-06,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02165,,DoxX family protein,Unknown,4.0,down,-5.485179154,6.18e-05,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_04248,benA,"benzoate 1,2-dioxygenase large subunit",Inorganic ion transport,4.0,up,3.846776746,1.65e-06,mid-exponential
10.1038/s43705-022-00197-2_interaction_pco2_coculture_ez55_rnaseq,Alteromonas macleodii EZ55,Alteromonas,RNASEQ,EZ55_02158,yhhW,pirin family protein,Unknown,5.0,down,-5.225439989,4.24e-08,mid-exponential
