experiment_id,organism,genus,omics_type,locus_tag,gene_name,product,gene_category,best_rank,direction,log2fc,padj,timepoint
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1239,purL,phosphoribosylformylglycinamidine synthase,Nucleotide metabolism,1.0,up,5.081083928687635,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3068,nusA,transcription termination factor NusA,Transcription,1.0,down,-5.643856189774724,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2351,sodB,superoxide dismutase [Fe],Inorganic ion transport,2.0,down,-3.8365012677171206,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3216,ppa,inorganic diphosphatase,Energy production,2.0,up,4.590362488463746,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1758,slyD,FKBP-type peptidyl-prolyl cis-trans isomerase,Post-translational modification,3.0,up,4.359661722333877,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_768,lysS,lysine--tRNA ligase,Translation,3.0,down,-3.8365012677171206,0.02,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1360,gyrA,DNA gyrase subunit A,Replication and repair,4.0,down,-3.643856189774725,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3953,btuB,TonB-dependent receptor plug domain-containing protein,Coenzyme metabolism,4.0,up,4.357552004618084,0.03,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3234,aceA,isocitrate lyase,Energy production,5.0,down,-3.643856189774725,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_384,rpsS,30S ribosomal protein S19,Translation,5.0,up,4.220329954879555,0.02,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3679,atpD,F0F1 ATP synthase subunit beta,Energy production,6.0,down,-3.473931188332412,0.01,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3855,ectB,diaminobutyrate--2-oxoglutarate transaminase,Amino acid metabolism,6.0,up,4.087462841250339,0.03,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2229,ppsA,phosphoenolpyruvate synthase,Carbohydrate metabolism,7.0,down,-2.9434164716336326,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2958,gtsA,ABC transporter substrate-binding protein,Carbohydrate metabolism,7.0,up,4.047014819517589,0.02,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3759,prlC,oligopeptidase A,Amino acid metabolism,8.0,down,-2.9434164716336326,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_380,rplC,50S ribosomal protein L3,Translation,8.0,up,3.974529312483882,0.01,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2080,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,Post-translational modification,9.0,down,-2.8365012677171206,0.0,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2214,fabD,ACP S-malonyltransferase,Lipid metabolism,9.0,up,3.932628157022127,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2473,leuS,leucine--tRNA ligase,Translation,10.0,down,-2.736965594166206,0.01,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_ss120_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_453,thiC,phosphomethylpyrimidine synthase ThiC,Coenzyme metabolism,10.0,up,3.9231491804723087,0.01,stationary
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3759,prlC,oligopeptidase A,Amino acid metabolism,1.0,up,1.9107326619029128,0.039,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_404,rpoA,DNA-directed RNA polymerase subunit alpha,Transcription,1.0,down,-2.0,0.03,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_382,rplW,50S ribosomal protein L23,Translation,2.0,down,-1.3584539709124763,0.028,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1691,,ATP-dependent Clp protease ATP-binding subunit,Post-translational modification,1.0,down,-1.9434164716336324,0.04,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_388,rpmC,50S ribosomal protein L29,Translation,1.0,up,4.295723024539968,0.041,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_275,glnK,P-II family nitrogen regulator,Transcription,2.0,up,4.257764968571387,0.026,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3067,infB,translation initiation factor IF-2,Translation,2.0,down,-1.0892673380970874,0.041,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_380,rplC,50S ribosomal protein L3,Translation,3.0,up,3.799087306074004,0.028,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_453,thiC,phosphomethylpyrimidine synthase ThiC,Coenzyme metabolism,4.0,up,2.948600847493356,0.001,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_761,rplS,50S ribosomal protein L19,Translation,5.0,up,2.7676547982373463,0.044,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3905,metQ-2,MetQ/NlpA family ABC transporter substrate-binding protein,Inorganic ion transport,6.0,up,2.5777309314900805,0.028,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2911,pgk,phosphoglycerate kinase,Carbohydrate metabolism,7.0,up,2.229587922740652,0.013,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2463,cysN,sulfate adenylyltransferase subunit CysN,Coenzyme metabolism,8.0,up,1.944858445807539,0.039,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_372,rplL,50S ribosomal protein L7/L12,Translation,9.0,up,1.9411063109464315,0.014,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3228,purD,phosphoribosylamine--glycine ligase,Nucleotide metabolism,10.0,up,1.918386234446348,0.048,darkness
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3335,hemB,porphobilinogen synthase,Coenzyme metabolism,1.0,down,-3.473931188332412,0.047,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_369,rplK,50S ribosomal protein L11,Translation,1.0,up,5.0386995513055854,0.031,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3389,pstS,substrate-binding domain-containing protein,Inorganic ion transport,2.0,down,-1.6896598793878497,0.025,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_388,rpmC,50S ribosomal protein L29,Translation,2.0,up,3.928844036712568,0.05,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3286,rpe,ribulose-phosphate 3-epimerase,Carbohydrate metabolism,3.0,down,-1.3584539709124763,0.006,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_382,rplW,50S ribosomal protein L23,Translation,3.0,up,3.0531113364595623,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_380,rplC,50S ribosomal protein L3,Translation,4.0,up,2.503348735167504,0.037,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_275,glnK,P-II family nitrogen regulator,Transcription,5.0,up,2.0461417816447205,0.01,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_372,rplL,50S ribosomal protein L7/L12,Translation,6.0,up,1.8439838440483265,0.018,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2212,acpP,acyl carrier protein,Lipid metabolism,7.0,up,1.5260688116675876,0.025,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2176,pykA,pyruvate kinase,Carbohydrate metabolism,8.0,up,1.4436066514756147,0.029,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh7803_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3031,artJ,transporter substrate-binding domain-containing protein,Amino acid metabolism,9.0,up,1.3504972470841332,0.013,stationary
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2984,sufB,Fe-S cluster assembly protein SufB,Post-translational modification,1.0,up,3.2418401835646704,0.04,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3335,hemB,porphobilinogen synthase,Coenzyme metabolism,1.0,down,-4.643856189774724,0.001,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2455,mreB,rod shape-determining protein,Cell cycle and division,2.0,down,-2.5563933485243853,0.019,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3288,trpE,anthranilate synthase component I,Amino acid metabolism,2.0,up,1.8718436485093173,0.046,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2198,,acyl-CoA thioesterase,Unknown,3.0,up,1.6735564239901446,0.021,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_354,,bactofilin family protein,Cell wall and membrane,3.0,down,-2.473931188332412,0.011,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3376,rapA,RNA polymerase-associated protein RapA,Transcription,4.0,down,-2.395928676331139,0.026,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3552,,ribonuclease R family protein,Transcription,4.0,up,1.298658315564515,0.018,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1755,etfA,electron transfer flavoprotein subunit alpha/FixB family protein,Energy production,5.0,down,-2.120294233717712,0.048,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_385,rplV,50S ribosomal protein L22,Translation,5.0,up,1.01435529297707,0.046,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1065,pepN,aminopeptidase N,Amino acid metabolism,6.0,down,-2.0588936890535687,0.026,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3799,,acetoacetate--CoA ligase,Lipid metabolism,7.0,down,-1.7858751946471527,0.009,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_223,mip,FKBP-type peptidyl-prolyl cis-trans isomerase,Cell wall and membrane,8.0,down,-1.6896598793878497,0.026,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1792,metH,methionine synthase,Amino acid metabolism,9.0,down,-1.6438561897747246,0.01,darkness
10.1128/spectrum.03275-22_dark_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1827,trpB,tryptophan synthase subunit beta,Amino acid metabolism,10.0,down,-1.6438561897747246,0.017,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1056,,AraC family transcriptional regulator,Transcription,1.0,down,-1.7858751946471527,0.022,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3373,cspA,cold-shock protein,Transcription,1.0,up,2.344828496997441,0.002,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3028,dctP,TRAP transporter substrate-binding protein DctP,Secondary metabolites,2.0,down,-1.3584539709124763,0.014,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3552,,ribonuclease R family protein,Transcription,2.0,up,2.2809563138310565,0.023,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1397,katG,catalase/peroxidase HPI,Inorganic ion transport,3.0,down,-1.0291463456595165,0.031,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_478,pilQ,type IV pilus secretin PilQ,Intracellular trafficking,3.0,up,2.063502942306158,0.048,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_471,rpmE,50S ribosomal protein L31,Translation,4.0,up,1.879705766282288,0.017,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_758,rpsP,30S ribosomal protein S16,Translation,5.0,up,1.8718436485093173,0.023,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3047,,KamA family radical SAM protein,Amino acid metabolism,6.0,up,1.7355221772965377,0.033,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_764,hom,homoserine dehydrogenase,Amino acid metabolism,7.0,up,1.6690267655096307,0.013,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3195,hisE,phosphoribosyl-ATP diphosphatase,Amino acid metabolism,8.0,up,1.6369145803558778,0.022,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_389,rpsQ,30S ribosomal protein S17,Translation,9.0,up,1.6369145803558778,0.045,darkness
10.1128/spectrum.03275-22_dark_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1821,purF,amidophosphoribosyltransferase,Nucleotide metabolism,10.0,up,1.4541758931858022,0.003,darkness
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1306,,DUF1631 domain-containing protein,Cell motility,1.0,down,-2.321928094887362,0.047,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_332,dksA,RNA polymerase-binding protein DksA,Signal transduction,1.0,up,1.992768430768924,0.04,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1225,yciK,YciK family oxidoreductase,Lipid metabolism,2.0,down,-2.120294233717712,0.03,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2025,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide metabolism,2.0,up,1.4854268271702418,0.029,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2555,yiaD,OmpA family protein,Cell wall and membrane,3.0,up,1.2750070474998698,0.033,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_529,clpB,ATP-dependent chaperone ClpB,Post-translational modification,3.0,down,-1.7858751946471527,0.014,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2091,,LysR family transcriptional regulator,Transcription,4.0,down,-1.1844245711374275,0.01,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_317,rpsU,30S ribosomal protein S21,Translation,4.0,up,1.15704371014558,0.029,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1273,kdsA,3-deoxy-8-phosphooctulonate synthase,Cell wall and membrane,5.0,up,1.070389327891398,0.041,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1477,flgL,flagellar hook-associated protein FlgL,Cell motility,5.0,down,-1.0291463456595165,0.027,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3085,fur,ferric iron uptake transcriptional regulator,Transcription,6.0,up,1.0071955014042038,0.049,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3169,pedA,YVTN family beta-propeller repeat protein,Unknown,6.0,down,-1.0,0.012,stationary
10.1128/spectrum.03275-22_light_low_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1795,cysI,nitrite/sulfite reductase,Energy production,7.0,down,-1.0,0.026,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2231,,insulinase family protein,Unknown,1.0,down,-5.058893689053568,0.02,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_758,rpsP,30S ribosomal protein S16,Translation,1.0,up,5.1838834590322325,0.017,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_382,rplW,50S ribosomal protein L23,Translation,2.0,up,4.66732447027863,0.03,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_906,aldH6A1,CoA-acylating methylmalonate-semialdehyde dehydrogenase,Energy production,2.0,down,-4.643856189774724,0.003,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3453,cysK,cysteine synthase A,Amino acid metabolism,3.0,down,-4.058893689053568,0.02,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_494,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Coenzyme metabolism,3.0,up,4.1001366712854495,0.039,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1878,,VWA domain-containing protein,Unknown,4.0,up,3.485426827170241,0.033,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2091,,LysR family transcriptional regulator,Transcription,4.0,down,-4.058893689053568,0.027,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1525,sucD,succinate--CoA ligase subunit alpha,Energy production,5.0,up,3.075532631167357,0.034,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_529,clpB,ATP-dependent chaperone ClpB,Post-translational modification,5.0,down,-3.8365012677171206,0.013,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1755,etfA,electron transfer flavoprotein subunit alpha/FixB family protein,Energy production,6.0,down,-3.473931188332412,0.014,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2555,yiaD,OmpA family protein,Cell wall and membrane,6.0,up,2.8659188145522125,0.045,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3007,ctpA,S41 family peptidase,Cell wall and membrane,7.0,up,2.7398481026993275,0.027,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3799,,acetoacetate--CoA ligase,Lipid metabolism,7.0,down,-3.1844245711374275,0.011,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1344,cysP,thiosulfate ABC transporter substrate-binding protein CysP,Inorganic ion transport,8.0,down,-3.1844245711374275,0.017,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_3373,cspA,cold-shock protein,Transcription,8.0,up,2.693765712217783,0.04,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_2212,acpP,acyl carrier protein,Lipid metabolism,9.0,up,2.611172380044005,0.035,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_354,,bactofilin family protein,Cell wall and membrane,9.0,down,-3.1844245711374275,0.028,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_1056,,AraC family transcriptional regulator,Transcription,10.0,down,-2.9434164716336326,0.043,stationary
10.1128/spectrum.03275-22_light_high_glucose_marino_in_wh8102_proteomics,Marinobacter (MarRef v6),Marinobacter,PROTEOMICS,HP15_306,tdcF,RidA family protein,Translation,10.0,up,2.584962500721156,0.013,stationary
10.1128/spectrum.03275-22_dark_high_glucose_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0135,plsX,glycerol-3-phosphate acyltransferase PlsX,Lipid metabolism,1.0,up,2.357277052540732,0.04506437,darkness
10.1128/spectrum.03275-22_dark_high_glucose_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM1314,clpP3,"ATP-dependent Clp protease, protease subunit",Post-translational modification,1.0,down,-1.888826151039356,0.011421561,darkness
10.1128/spectrum.03275-22_dark_high_glucose_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0042,flv1,flavoprotein involved in Mehler reaction,Carbohydrate metabolism,2.0,up,1.6718327385792722,0.026362372,darkness
10.1128/spectrum.03275-22_dark_high_glucose_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0768,hemA,glutamyl-tRNA reductase,Coenzyme metabolism,2.0,down,-1.7688535143600894,0.020706457,darkness
10.1128/spectrum.03275-22_dark_high_glucose_med4_proteomics,Prochlorococcus MED4,Prochlorococcus,PROTEOMICS,PMM0573,cyabrB2,AbrB-like transcriptional regulator involved in photosynthesis regulation,Photosynthesis,3.0,down,-1.757854356117539,0.049672233,darkness
